Общая площадь,Цена,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
70.0,53500.0,74.6096,1257,42.8359,3.0,5.0,1189,2.0,-999.0,2341,3131,861,2623
100.0,83000.0,74.5722,1257,42.8407,3.0,9.0,2728,9.0,2015.0,2341,3131,861,2623
60.0,52000.0,74.6307,1372,42.8302,2.0,12.0,2728,5.0,-999.0,2341,3131,4104,2623
95.0,98500.0,74.5992,1257,42.8397,3.0,10.0,2728,3.0,-999.0,2341,3131,861,2623
113.0,110000.0,74.5422,1257,42.8517,4.0,12.0,2728,9.0,-999.0,2341,3131,861,2623
21.0,13500.0,74.5876,1510,42.8575,1.0,3.0,1189,3.0,2000.0,1229,771,4104,3143
55.0,30500.0,74.5335,338,42.8888,2.0,3.0,1189,1.0,1990.0,1775,1148,4104,3143
50.0,53000.0,74.5682,1372,42.8432,2.0,9.0,2728,1.0,-999.0,1775,1148,4104,3143
56.0,39000.0,74.6417,1510,42.8122,2.0,9.0,311,1.0,2000.0,1229,1148,4104,3143
60.0,41500.0,74.5794,338,42.874,2.0,5.0,473,4.0,1970.0,1775,1148,4104,3143
50.0,38500.0,74.6809,338,42.8768,2.0,5.0,473,3.0,1980.0,1775,1148,4104,3143
26.0,14500.0,74.5247,338,42.8745,1.0,3.0,1189,2.0,2015.0,1775,3131,277,3143
36.0,31000.0,74.5739,338,42.8356,1.0,9.0,311,1.0,1980.0,1229,1148,4104,3143
50.0,42000.0,74.6235,194,42.8709,2.0,9.0,311,7.0,1990.0,1775,1148,4104,3143
74.0,44000.0,74.5752,1510,42.8804,3.0,9.0,1189,5.0,1990.0,1775,1148,4104,3143
95.0,65000.0,74.5654,1510,42.8451,2.0,10.0,2728,8.0,2021.0,1775,771,4104,2623
17.0,16500.0,74.5978,1257,42.8434,1.0,5.0,1189,3.0,-999.0,2341,3131,861,3143
105.0,90000.0,74.6101,1372,42.8511,2.0,10.0,1189,3.0,2015.0,1775,771,4104,2623
50.0,51500.0,74.6077,1257,42.8595,2.0,12.0,2728,3.0,-999.0,2341,3131,4104,3143
32.0,26500.0,74.5857,1510,42.845,1.0,4.0,1189,4.0,1999.0,1229,1148,861,3143
24.0,13200.0,74.6176,1510,42.8653,1.0,9.0,1189,2.0,1995.0,1775,716,4104,3143
38.0,32000.0,74.632,1257,42.8717,1.0,9.0,473,2.0,-999.0,2341,3131,4104,3143
54.0,42500.0,74.6113,1510,42.8693,2.0,3.0,56,2.0,-999.0,2341,3131,861,3143
48.0,36000.0,74.6844,1510,42.8771,2.0,7.0,1189,5.0,2013.0,1775,3131,861,3143
70.0,69500.0,74.6219,1510,42.8326,2.0,8.0,2728,4.0,2000.0,1775,771,861,3143
33.0,33000.0,74.6144,1257,42.8693,1.0,9.0,473,9.0,-999.0,2341,3131,861,3143
55.0,41500.0,74.6077,1257,42.8595,2.0,11.0,1189,10.0,-999.0,2341,3131,861,3143
45.0,35000.0,74.637,1510,42.814,1.0,9.0,311,6.0,-999.0,2341,3131,4104,3143
73.0,57000.0,74.623,1510,42.8515,2.0,12.0,1189,9.0,-999.0,1229,3131,861,3143
64.0,38500.0,74.5855,1510,42.8444,2.0,12.0,1189,11.0,-999.0,2341,3131,861,3143
62.0,44000.0,74.607,1510,42.834,3.0,4.0,374,1.0,1975.0,1775,771,4104,3143
43.0,34000.0,74.5764,1510,42.8825,1.0,9.0,1189,4.0,2005.0,1229,771,4104,3143
24.0,10500.0,74.6112,1510,42.8668,1.0,9.0,1189,6.0,1980.0,1775,716,861,3143
38.0,31500.0,74.6844,1257,42.8771,1.0,9.0,2728,7.0,-999.0,2341,3131,861,3143
80.0,48500.0,74.6326,1257,42.8735,3.0,7.0,473,7.0,-999.0,2341,3131,861,3143
40.0,33500.0,74.5665,1510,42.831,1.0,14.0,2728,7.0,-999.0,1775,3131,4104,3143
45.3,39900.0,74.5777,1510,42.876,2.0,5.0,1189,4.0,-999.0,2341,3131,4104,2623
139.0,111200.0,74.6147,939,42.8227,3.0,12.0,2728,6.0,2021.0,409,716,272,3143
66.0,60000.0,74.6077,939,42.8578,2.0,9.0,2728,3.0,-999.0,2341,3131,861,2623
90.0,73500.0,74.6129,1257,42.8719,4.0,5.0,1189,5.0,-999.0,2341,3131,861,2623
139.0,111200.0,74.6147,939,42.8227,3.0,12.0,2728,6.0,2021.0,409,716,272,3143
206.0,170000.0,74.6244,939,42.8177,5.0,12.0,2728,4.0,-999.0,2341,3131,861,2623
79.0,45500.0,74.6345,939,42.8113,2.0,12.0,2728,12.0,-999.0,2341,3131,861,2623
85.0,56500.0,74.5935,939,42.8835,2.0,12.0,2728,10.0,2019.0,1775,716,4104,2623
160.0,143000.0,74.6235,939,42.8754,4.0,14.0,1189,8.0,2020.0,409,3131,4104,3143
68.0,27000.0,74.6617,939,42.8824,3.0,9.0,1189,3.0,2020.0,1775,716,4104,3143
52.0,43000.0,74.5679,1510,42.8376,2.0,9.0,311,7.0,-999.0,1775,1148,4104,2623
70.0,81500.0,74.5844,1510,42.8705,3.0,5.0,1189,4.0,-999.0,2341,771,861,3143
97.0,61500.0,74.6129,1510,42.8558,4.0,5.0,1189,5.0,-999.0,2341,771,4104,3143
60.0,53500.0,74.6122,1257,42.8348,3.0,5.0,374,5.0,-999.0,2341,3131,861,2623
145.0,115000.0,74.5813,1510,42.8758,4.0,10.0,2728,9.0,2017.0,2341,3131,4104,2623
68.0,61000.0,74.582,1257,42.8744,3.0,10.0,2728,5.0,2017.0,2341,3131,4104,2623
78.0,68000.0,74.585,1257,42.8768,2.0,10.0,2728,9.0,-999.0,2341,3131,861,2623
144.0,160000.0,74.6149,1257,42.8228,4.0,15.0,2728,9.0,2020.0,2341,3131,4104,2623
88.0,52000.0,74.6374,1257,42.8157,2.0,10.0,2728,6.0,2017.0,2341,3131,4104,3143
85.0,95000.0,74.6248,1257,42.8186,3.0,10.0,2728,2.0,-999.0,2341,3131,4104,3143
77.0,81000.0,74.5817,1257,42.8821,2.0,9.0,2728,7.0,2017.0,2341,3131,4104,3143
115.0,41000.0,74.5498,1257,42.852,4.0,10.0,2728,10.0,-999.0,2341,3131,4104,3143
90.0,58000.0,74.6174,194,42.8674,4.0,9.0,311,9.0,-999.0,2341,3131,4104,3143
61.0,48000.0,74.5682,1372,42.8448,1.0,11.0,1189,2.0,-999.0,1229,1148,4104,3143
34.0,22700.0,74.6136,1510,42.8752,1.0,4.0,1189,3.0,-999.0,1229,3131,4104,3143
32.0,28000.0,74.5914,1510,42.8951,1.0,3.0,1189,2.0,2016.0,1229,716,272,3143
90.0,75000.0,74.5875,1372,42.8597,3.0,12.0,2728,8.0,2020.0,2341,3131,861,2623
107.0,67000.0,74.632,1257,42.8717,2.0,14.0,2728,3.0,-999.0,2341,3131,861,3143
80.0,66000.0,74.5897,1372,42.8777,2.0,10.0,2728,10.0,-999.0,2341,3131,4104,3143
62.0,57000.0,74.6109,1257,42.8667,3.0,9.0,208,6.0,-999.0,2341,3131,861,3143
89.0,86000.0,74.5909,1257,42.8678,2.0,10.0,2728,9.0,-999.0,2341,3131,861,3143
76.0,66000.0,74.6003,1372,42.8432,2.0,10.0,2728,5.0,-999.0,2341,771,861,3143
155.0,145000.0,74.585,1257,42.8289,4.0,10.0,2728,6.0,-999.0,2341,3131,861,2623
188.0,173000.0,74.6114,1257,42.8723,3.0,12.0,2728,3.0,-999.0,2341,3131,4104,2623
135.0,125000.0,74.6253,1257,42.8751,3.0,13.0,2728,5.0,-999.0,2341,3131,861,2623
133.0,140000.0,74.5957,1257,42.8728,4.0,12.0,2728,4.0,-999.0,2341,3131,4104,2623
66.0,54000.0,74.5648,1257,42.8355,2.0,13.0,2728,13.0,-999.0,2341,3131,4104,2623
61.0,48000.0,74.5652,1257,42.8448,1.0,10.0,2728,2.0,-999.0,2341,3131,4104,2623
270.0,233000.0,74.5698,1257,42.8584,5.0,2.0,1189,2.0,-999.0,2341,3131,272,2623
111.0,118000.0,74.6179,1257,42.8287,3.0,10.0,2728,8.0,-999.0,2341,3131,4104,2623
167.0,132000.0,74.5671,1257,42.8463,4.0,10.0,2728,4.0,-999.0,2341,3131,4104,2623
200.0,250000.0,74.5677,1257,42.8438,5.0,9.0,2728,8.0,-999.0,2341,3131,4104,2623
63.0,50000.0,74.5684,1257,42.8577,3.0,3.0,1189,3.0,-999.0,2341,3131,861,2623
65.0,41500.0,74.6025,1257,42.831,3.0,4.0,374,4.0,-999.0,2341,3131,4104,2623
71.0,68000.0,74.6248,1257,42.8186,2.0,10.0,1189,5.0,-999.0,2341,3131,4104,2623
65.0,53000.0,74.6213,1257,42.82,2.0,10.0,2728,3.0,-999.0,2341,3131,4104,2623
235.0,320000.0,74.6231,1257,42.8478,6.0,2.0,1189,2.0,-999.0,2341,3131,861,2623
46.0,31000.0,74.5908,1257,42.8805,1.0,12.0,2728,11.0,2020.0,2341,3131,4104,2623
45.0,44000.0,74.6021,1257,42.8339,3.0,4.0,374,2.0,-999.0,2341,3131,4104,2623
90.0,78000.0,74.6116,1372,42.8647,3.0,12.0,2728,9.0,-999.0,1775,771,4104,2623
165.0,120000.0,74.5819,1510,42.8745,3.0,8.0,36,2.0,-999.0,409,716,4104,2623
71.0,63000.0,74.5998,1372,42.865,2.0,9.0,2728,9.0,2018.0,1775,3131,861,2623
46.2,40000.0,74.6357,1510,42.8597,1.0,8.0,2728,2.0,-999.0,2341,3131,4104,3143
58.0,44500.0,74.607,1510,42.8302,3.0,4.0,374,2.0,-999.0,2341,3131,4104,3143
56.0,40000.0,74.6351,1510,42.8116,2.0,9.0,1189,1.0,-999.0,2341,3131,4104,3143
42.0,30000.0,74.6156,1510,42.8426,2.0,3.0,161,1.0,-999.0,2341,3131,861,3143
43.0,34000.0,74.582,1510,42.8833,1.0,9.0,51,2.0,-999.0,2341,3131,861,3143
75.0,76500.0,74.612,1510,42.876,3.0,3.0,56,3.0,1930.0,1775,1148,4104,2623
36.0,27000.0,74.6856,1510,42.8519,1.0,9.0,311,2.0,1990.0,1775,3131,4104,2623
47.0,41500.0,74.5813,1510,42.8429,1.0,9.0,1189,9.0,-999.0,1229,3131,861,3143
30.0,25000.0,74.5544,1372,42.8513,1.0,3.0,2728,2.0,1987.0,1775,771,4104,2623
48.0,26000.0,74.5646,1510,42.8733,1.0,3.0,2728,1.0,2016.0,1775,1148,4104,2623
62.0,41000.0,74.6422,1510,42.8733,3.0,7.0,473,7.0,1980.0,1775,716,4104,2623
63.0,46000.0,74.6371,1510,42.884,3.0,5.0,1189,5.0,1987.0,1775,716,4104,2623
85.0,57500.0,74.6144,1510,42.8665,3.0,9.0,311,9.0,1990.0,1775,3131,4104,2623
30.0,24300.0,74.5867,1510,42.8427,1.0,4.0,161,4.0,1975.0,1229,771,4104,3143
61.0,64000.0,74.5957,1372,42.8742,2.0,13.0,2728,7.0,2019.0,1775,771,4104,3143
67.0,53000.0,74.6374,1372,42.8125,2.0,10.0,2728,5.0,2017.0,1229,771,4104,2623
42.0,30000.0,74.616,338,42.8483,2.0,4.0,473,1.0,1980.0,1229,1148,4104,3143
40.0,35000.0,74.5817,1372,42.8835,1.0,12.0,2728,6.0,2020.0,1229,1148,4104,3143
50.0,26500.0,74.5535,1510,42.871,1.0,3.0,1189,1.0,2016.0,1229,1148,4104,3143
70.0,47000.0,74.6898,1510,42.8548,3.0,5.0,1189,3.0,-999.0,1775,1148,4104,3143
44.0,35000.0,74.5783,1510,42.8835,1.0,9.0,1189,2.0,2018.0,1229,1148,4104,3143
62.0,40500.0,74.6365,338,42.8722,3.0,5.0,473,5.0,1980.0,1775,1148,4104,3143
62.0,47000.0,74.616,1510,42.8684,3.0,9.0,473,9.0,1980.0,1775,1148,4104,3143
75.0,46500.0,74.6818,1372,42.8577,2.0,10.0,2728,1.0,2018.0,1229,1148,4104,2623
46.8,31000.0,74.6318,939,42.8334,1.0,12.0,2728,12.0,2020.0,2341,3131,4104,2623
60.0,33500.0,74.6438,1257,42.8401,2.0,9.0,2728,7.0,2020.0,2341,3131,4104,2623
78.0,33000.0,74.6438,939,42.8401,2.0,9.0,2728,9.0,2020.0,2341,3131,220,2623
75.0,38500.0,74.5773,939,42.8299,2.0,11.0,2728,11.0,-999.0,1775,3131,861,2623
55.0,33500.0,74.6363,939,42.8111,2.0,9.0,2728,3.0,2020.0,2341,3131,4104,2623
115.0,115000.0,74.6574,1257,42.861,3.0,10.0,1189,3.0,2021.0,2341,3131,4104,3143
72.0,42000.0,74.5817,939,42.8821,2.0,12.0,2728,7.0,2020.0,1775,3131,4104,2623
82.0,72000.0,74.6314,1257,42.851,3.0,12.0,2728,2.0,2019.0,2341,3131,4104,3143
77.0,49900.0,74.6269,939,42.8141,2.0,11.0,2728,6.0,-999.0,2341,3131,861,2623
86.39,85000.0,74.5895,939,42.873,3.0,14.0,2728,6.0,-999.0,2341,3131,4104,2623
125.0,125000.0,74.62,939,42.8739,3.0,13.0,2728,9.0,-999.0,2341,3131,4104,2623
65.0,55500.0,74.6146,1510,42.87,3.0,9.0,311,6.0,-999.0,409,1148,4104,3143
108.0,60000.0,74.606,939,42.8287,3.0,12.0,2728,5.0,-999.0,2341,3131,4104,3143
47.0,29000.0,74.6438,939,42.8401,1.0,9.0,2728,4.0,2020.0,2341,3131,4104,2623
58.0,40500.0,74.6296,338,42.8204,3.0,4.0,374,4.0,-999.0,1229,3131,4104,2623
57.0,34500.0,74.6358,1257,42.8111,2.0,9.0,2728,4.0,-999.0,2341,3131,4104,3143
59.0,33000.0,74.6438,1257,42.8401,2.0,9.0,2728,2.0,2020.0,2341,3131,4104,3143
45.0,30500.0,74.6412,1257,42.8465,1.0,9.0,2728,2.0,2020.0,2341,3131,277,3143
82.0,66000.0,74.5852,1257,42.8768,2.0,9.0,2728,4.0,-999.0,2341,3131,4104,3143
72.0,68000.0,74.6173,1372,42.9352,3.0,12.0,1189,7.0,2019.0,1775,716,4104,2623
159.0,183500.0,74.6148,939,42.8167,4.0,8.0,2728,4.0,2020.0,409,716,220,3143
64.0,55500.0,74.615,1510,42.8698,3.0,9.0,208,6.0,-999.0,2341,3131,4104,2623
78.0,62000.0,74.5928,1372,42.8665,2.0,10.0,2728,2.0,-999.0,2341,3131,4104,2623
34.0,34000.0,74.6201,1372,42.8238,1.0,4.0,374,3.0,-999.0,1229,3131,861,3143
61.0,48500.0,74.6261,1257,42.827,3.0,9.0,311,9.0,-999.0,2341,3131,861,3143
77.0,69000.0,74.6087,1372,42.8595,2.0,10.0,2728,2.0,-999.0,1775,3131,4104,2623
73.0,71500.0,74.609,1372,42.8594,2.0,10.0,2728,8.0,-999.0,1775,3131,4104,2623
117.0,102000.0,74.5834,1372,42.8683,3.0,9.0,2728,8.0,2015.0,1775,3131,4104,2623
156.0,210600.0,74.6124,1372,42.8277,3.0,15.0,2728,8.0,2016.0,1775,1148,220,2623
138.0,92000.0,74.6091,939,42.8288,3.0,12.0,2728,5.0,2019.0,409,716,4104,3143
43.0,38500.0,74.6044,1510,42.8314,2.0,5.0,374,3.0,-999.0,1229,3131,4104,2623
132.0,129000.0,74.5956,1372,42.8724,4.0,11.0,2728,10.0,2015.0,1775,3131,4104,2623
67.0,57000.0,74.6087,1372,42.8668,3.0,5.0,2728,4.0,-999.0,1775,771,4104,2623
50.0,44500.0,74.5672,1257,42.8308,2.0,12.0,2728,9.0,-999.0,2341,3131,4104,2623
64.0,51500.0,74.5642,1372,42.8347,2.0,9.0,2728,6.0,2021.0,1775,771,4104,2623
103.0,87000.0,74.6148,1510,42.8693,2.0,9.0,473,2.0,-999.0,1775,1148,4104,2623
87.1,49647.0,74.664,939,42.8553,2.0,9.0,2728,6.0,2020.0,1775,3131,277,3143
79.0,106650.0,74.6148,939,42.8167,2.0,8.0,2728,2.0,2020.0,2341,3131,861,3143
75.0,65000.0,74.5921,1510,42.8803,2.0,10.0,2728,6.0,2013.0,2341,3131,4104,3143
90.0,94500.0,74.6148,939,42.8167,2.0,8.0,2728,8.0,2020.0,2341,3131,861,3143
94.0,82000.0,74.5863,1257,42.8673,3.0,9.0,2728,2.0,-999.0,2341,3131,4104,2623
54.91,31848.0,74.5817,939,42.8821,3.0,12.0,2728,12.0,2021.0,2341,3131,4104,3143
72.72,43632.0,74.5786,939,42.8833,2.0,10.0,1189,10.0,2020.0,1775,3131,272,2623
54.0,33500.0,74.6255,194,42.8317,2.0,5.0,1189,1.0,-999.0,1229,1148,4104,2623
88.0,52800.0,74.5786,939,42.8833,2.0,10.0,1189,7.0,2020.0,1775,3131,272,2623
33.0,33000.0,74.6363,1510,42.8724,1.0,9.0,473,9.0,-999.0,1229,1148,4104,2623
85.0,63500.0,74.688,1372,42.8558,3.0,7.0,2728,6.0,2020.0,1775,716,4104,2623
40.0,33500.0,74.6147,1510,42.8483,1.0,9.0,473,4.0,-999.0,1775,771,4104,3143
44.0,35500.0,74.6069,338,42.8351,2.0,4.0,374,2.0,-999.0,1229,1148,4104,2623
50.0,39800.0,74.6254,1510,42.8366,2.0,4.0,374,2.0,-999.0,1229,3131,4104,2623
116.0,122000.0,74.5858,1510,42.8932,3.0,9.0,2728,2.0,2014.0,1775,1148,4104,3143
45.0,36500.0,74.6109,1510,42.8382,2.0,4.0,374,2.0,-999.0,1229,1148,4104,3143
90.0,74500.0,74.6033,1510,42.861,4.0,9.0,1189,5.0,1994.0,1775,1148,4104,3143
132.0,120000.0,74.5806,1372,42.8709,3.0,12.0,2728,5.0,-999.0,2341,3131,4104,2623
108.0,105000.0,74.6217,1372,42.8636,3.0,10.0,2728,5.0,-999.0,1775,3131,4104,2623
115.0,115000.0,74.5975,1372,42.8728,4.0,9.0,2728,8.0,2015.0,1775,771,4104,2623
220.0,200000.0,74.6078,1372,42.8601,4.0,7.0,2728,6.0,-999.0,409,771,4104,2623
104.0,80000.0,74.5796,1257,42.8402,3.0,10.0,2728,9.0,2018.0,2341,3131,272,2623
54.0,43500.0,74.603,1257,42.8292,2.0,5.0,473,3.0,-999.0,2341,3131,4104,2623
92.0,62500.0,74.6214,1372,42.823,3.0,9.0,311,4.0,-999.0,1775,771,4104,2623
70.0,52500.0,74.6359,1510,42.8726,3.0,9.0,473,7.0,-999.0,1775,1148,4104,2623
30.0,19200.0,74.5387,1257,42.8806,1.0,4.0,161,1.0,-999.0,2341,3131,277,2623
93.0,59500.0,74.6079,1372,42.8601,4.0,9.0,473,4.0,1995.0,2341,3131,4104,2623
80.0,32500.0,74.5344,1257,42.8887,3.0,3.0,1189,2.0,2010.0,2341,3131,861,2623
160.0,135000.0,74.6114,1257,42.8694,4.0,9.0,1189,8.0,-999.0,2341,3131,4104,2623
62.0,48000.0,74.6191,1510,42.8702,3.0,5.0,473,5.0,-999.0,2341,3131,4104,3143
42.0,18000.0,74.565,939,42.8414,1.0,10.0,1189,7.0,2020.0,1229,716,4104,3143
39.0,36000.0,74.6428,1372,42.846,1.0,12.0,2728,2.0,2019.0,2341,3131,220,2623
45.0,36500.0,74.6383,1372,42.8122,1.0,10.0,2728,9.0,2019.0,1229,716,4104,3143
87.0,60500.0,74.6318,939,42.8334,2.0,12.0,2728,1.0,-999.0,1775,716,272,3143
42.0,39000.0,74.5883,1372,42.8626,1.0,12.0,2728,7.0,-999.0,1229,716,4104,3143
83.0,80000.0,74.5854,1510,42.8756,3.0,3.0,56,2.0,-999.0,1229,771,4104,2623
34.0,28700.0,74.6307,1510,42.8514,1.0,9.0,473,6.0,1975.0,1229,716,4104,3143
60.0,42800.0,74.6209,1510,42.856,2.0,9.0,473,6.0,-999.0,1775,1148,4104,2623
26.0,20500.0,74.643,1510,42.8877,1.0,3.0,74,1.0,2019.0,1229,716,277,3143
46.0,44000.0,74.6204,1510,42.8765,2.0,4.0,374,2.0,-999.0,1229,771,4104,2623
117.0,87000.0,74.5645,1510,42.8436,3.0,9.0,2728,2.0,2017.0,1775,716,4104,2623
38.0,30000.0,74.6094,1510,42.8365,1.0,5.0,473,2.0,-999.0,1229,771,4104,2623
74.0,60500.0,74.6161,1510,42.8723,3.0,9.0,311,6.0,-999.0,1775,1148,4104,2623
34.0,28500.0,74.636,1372,42.8737,1.0,9.0,473,9.0,1975.0,1775,716,4104,3143
68.0,67000.0,74.5918,1372,42.8656,3.0,10.0,2728,7.0,-999.0,1775,3131,4104,2623
52.0,41000.0,74.5654,1510,42.8395,2.0,9.0,311,4.0,-999.0,1775,1148,4104,2623
100.0,46000.0,74.6956,1510,42.861,3.0,9.0,208,6.0,-999.0,1775,1148,4104,2623
68.0,72500.0,74.6225,1510,42.8201,3.0,18.0,1189,2.0,-999.0,1775,1148,4104,2623
59.0,39000.0,74.6132,194,42.8595,2.0,9.0,311,1.0,-999.0,1775,716,4104,2623
77.0,42741.0,74.6819,939,42.8757,3.0,9.0,2728,9.0,2021.0,1775,716,4104,3143
77.71,42741.0,74.6818,939,42.8759,3.0,9.0,2728,9.0,-999.0,1775,716,4104,3143
102.0,76200.0,74.6086,939,42.8442,3.0,14.0,2728,13.0,-999.0,1775,716,220,2623
52.0,42000.0,74.6087,1510,42.8299,3.0,4.0,374,1.0,-999.0,1229,716,4104,2623
68.0,54500.0,74.6204,1510,42.8812,3.0,5.0,473,1.0,-999.0,1775,771,4104,2623
37.0,31500.0,74.5668,1372,42.8305,1.0,13.0,2728,13.0,2016.0,1229,1148,861,2623
16.0,11500.0,74.5825,1510,42.8488,1.0,5.0,374,4.0,1987.0,1775,3131,4104,3143
52.0,39500.0,74.6059,1257,42.8669,2.0,7.0,1189,7.0,-999.0,2341,3131,861,2623
41.0,38000.0,74.6238,1510,42.8682,1.0,10.0,1189,2.0,2010.0,1229,771,4104,3143
85.0,63750.0,74.5985,939,42.8832,2.0,12.0,1189,12.0,2014.0,1775,716,861,2623
35.0,32000.0,74.6341,194,42.8122,1.0,5.0,473,4.0,-999.0,1229,1148,4104,2623
60.0,53000.0,74.6342,194,42.8122,3.0,5.0,473,2.0,-999.0,1775,1148,4104,2623
135.0,78000.0,74.6178,1510,42.8837,3.0,6.0,1189,2.0,-999.0,1229,1148,4104,2623
52.0,40000.0,74.6192,1510,42.8683,2.0,5.0,473,5.0,1975.0,1775,1148,4104,2623
47.0,38000.0,74.5927,194,42.8836,2.0,5.0,1189,2.0,-999.0,1775,1148,4104,3143
230.0,200000.0,74.6093,939,42.8354,4.0,9.0,1189,8.0,2010.0,1775,3131,4104,2623
35.0,29500.0,74.5776,1510,42.8728,1.0,5.0,1189,1.0,-999.0,1775,1148,4104,2623
66.0,42500.0,74.6569,1510,42.8789,3.0,4.0,1189,2.0,-999.0,1775,1148,4104,2623
50.0,46000.0,74.6344,1510,42.8723,2.0,5.0,473,3.0,-999.0,1775,1148,4104,3143
49.0,45000.0,74.639,1510,42.884,2.0,5.0,473,1.0,-999.0,1775,1148,4104,3143
66.0,37700.0,74.6345,1510,42.8457,2.0,10.0,208,9.0,2012.0,1775,1148,277,3143
56.0,37000.0,74.6363,1257,42.8758,3.0,5.0,1189,2.0,-999.0,2341,3131,4104,2623
70.0,45000.0,74.6327,1372,42.8452,2.0,10.0,208,9.0,2017.0,1775,771,277,3143
57.0,39500.0,74.6338,1372,42.8445,2.0,9.0,1189,5.0,2019.0,1229,3131,277,3143
119.0,98700.0,74.6317,1257,42.8265,3.0,10.0,2728,2.0,2019.0,2341,3131,4104,3143
70.0,49700.0,74.6417,1372,42.8463,2.0,10.0,208,9.0,2019.0,1775,771,277,3143
163.0,126000.0,74.6179,1510,42.8287,4.0,6.0,1189,5.0,-999.0,2341,3131,4104,2623
76.0,76500.0,74.5843,1372,42.8701,3.0,5.0,1189,3.0,-999.0,2341,3131,4104,2623
37.0,41500.0,74.5842,1372,42.8707,1.0,5.0,1189,3.0,-999.0,2341,3131,4104,2623
55.0,49000.0,74.6345,1372,42.8128,1.0,8.0,2728,2.0,-999.0,2341,3131,4104,2623
139.0,90000.0,74.5855,1257,42.8257,4.0,9.0,2728,7.0,2013.0,2341,3131,277,2623
151.0,180000.0,74.6164,338,42.8738,4.0,9.0,2728,1.0,2016.0,2341,3131,4104,2623
70.0,80000.0,74.5876,1257,42.8744,3.0,3.0,56,2.0,-999.0,2341,3131,4104,2623
61.0,47500.0,74.6239,1510,42.8254,3.0,9.0,311,9.0,-999.0,1775,1148,4104,3143
75.0,56250.0,74.5688,103,42.8455,2.0,12.0,2728,5.0,2019.0,1775,3131,4104,3143
58.0,43000.0,74.6231,1510,42.839,3.0,4.0,374,4.0,-999.0,1229,1148,4104,2623
72.5,56000.0,74.5995,1257,42.8648,2.0,12.0,2728,4.0,2018.0,2341,3131,4104,3143
56.0,40000.0,74.5915,939,42.8652,2.0,10.0,2728,5.0,2017.0,1229,3131,4104,2623
53.0,42000.0,74.5924,1372,42.8878,2.0,5.0,2728,3.0,2020.0,1229,1148,272,2623
55.0,27000.0,74.5905,939,42.8951,2.0,4.0,2728,2.0,2021.0,1229,3131,272,2623
46.0,22500.0,74.5904,939,42.895,1.0,4.0,2728,2.0,2021.0,1229,716,272,2623
44.0,26900.0,74.6334,939,42.8447,1.0,9.0,2728,7.0,2020.0,1229,716,277,2623
37.0,22000.0,74.6824,939,42.8585,1.0,7.0,2728,5.0,2021.0,1229,3131,4104,2623
47.0,36000.0,74.632,1510,42.8754,2.0,5.0,1189,2.0,-999.0,1775,716,4104,2623
74.0,68500.0,74.5683,1372,42.838,3.0,13.0,2728,8.0,2017.0,1775,3131,4104,2623
58.0,42400.0,74.6309,1372,42.825,2.0,9.0,208,9.0,-999.0,409,1148,4104,2623
49.0,45000.0,74.6093,1510,42.8646,2.0,12.0,1189,5.0,-999.0,1775,1148,4104,3143
92.0,73000.0,74.5669,1510,42.8307,3.0,9.0,2728,2.0,-999.0,409,716,4104,3143
118.0,115000.0,74.6011,1510,42.8826,3.0,10.0,2728,2.0,-999.0,1775,771,4104,3143
152.0,140000.0,74.5951,939,42.8791,4.0,12.0,2728,7.0,-999.0,409,3131,4104,3143
110.0,78000.0,74.5768,939,42.8289,3.0,12.0,2728,8.0,-999.0,1775,3131,861,3143
112.0,78000.0,74.6322,939,42.8412,3.0,12.0,2728,12.0,2021.0,1775,3131,861,3143
85.0,75000.0,74.6046,1510,42.8811,3.0,4.0,1189,3.0,-999.0,1229,771,4104,3143
54.0,44000.0,74.5681,1372,42.842,2.0,9.0,311,9.0,-999.0,1775,1148,4104,2623
70.0,69000.0,74.6194,338,42.8732,2.0,12.0,2728,3.0,2017.0,2341,1148,4104,2623
70.0,36500.0,74.6454,939,42.8415,2.0,9.0,1189,8.0,2020.0,2341,3131,220,2623
45.0,29000.0,74.6411,338,42.8406,1.0,9.0,208,2.0,2018.0,1229,1148,272,2623
60.0,44500.0,74.6208,1510,42.8372,3.0,4.0,374,4.0,-999.0,2341,1148,4104,3143
42.0,36500.0,74.6036,1510,42.835,2.0,4.0,374,1.0,-999.0,1229,3131,4104,3143
60.0,48500.0,74.6277,338,42.8176,3.0,5.0,473,5.0,1984.0,1229,716,4104,3143
110.0,60000.0,74.5661,1257,42.8389,4.0,9.0,473,1.0,-999.0,2341,3131,861,2623
72.0,44000.0,74.6172,1257,42.8665,3.0,9.0,473,9.0,-999.0,1775,1148,4104,2623
198.0,170000.0,74.6001,1510,42.8758,6.0,2.0,1189,2.0,-999.0,409,716,4104,3143
-999.0,520000.0,74.6077,1372,42.8672,6.0,10.0,36,10.0,2017.0,409,716,4104,3143
30.0,25600.0,74.5848,194,42.8423,1.0,4.0,161,3.0,-999.0,1229,3131,4104,2623
120.0,99500.0,74.5913,1372,42.8658,4.0,10.0,2728,3.0,2020.0,1775,3131,4104,2623
60.0,49700.0,74.5725,1372,42.8431,2.0,8.0,2728,8.0,-999.0,2341,771,4104,2623
