title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"3-комн. кв., 122 м2","Бишкек, Асанбай м-н, Аалы Токомбаева/Сухе Батора",$ 93 940,7 966 112 сом,$ 770/м2,65 296 сом/м2,Добавлено 1 день назад,,17,от собственника,монолитный,4 этаж из 14,,122 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 3х ком. кв 
Жк.""Английский квартал""
Дом премиум класса 

Этаж 4 из 14

Площадь 122 м2

«Английский квартал» расположился по улице Сухэ-Батора (пер. Юж.Магистраль) за отелем ""Jannat"".
Данный район окружен множеством парков: парк Асанбай, парк Победы, парк Г. Алиева, что позволяет комфортно гулять недалеко от дома в любое время года.
Из окон квартир жителям открывается живописный вид на горы с юга, а с севера-потрясающая панорама самого города.
Для удобной повседневной жизни вблизи комплекса расположен гипермаркет ""Globus"", школа Газпром Кыргызстан, мед.центр ""Эдельвейс"" и несколько государственных школ и дет.садиков.
","""42.8187""","""74.6134""",https://www.house.kg/details/3055994605b19cb276aa7-72734090
"Дом, 5-комн., 110 м2","Бишкек, Адилет 27/Суворова",$ 28 000,2 374 400 сом,$ 255/м2,21 585 сом/м2,Добавлено 1 день назад,,70,от собственника,другое,,,110 м2,7 соток,,электрическое,хорошее,нет,,,,,,,,септик,центральное водоснабжение,есть,нет,,,частично меблирована,паркет,3 м.,"пластиковые окна,                                             сад,                                             навес,                                             3 фазы",,,ключ на ключ,"

                                    Описание от продавца                            
Продаю 5к дом в районе ГЭС-2.
","""42.9142""","""74.6461""",https://www.house.kg/details/1199354605b19c2a02816-96274078
"1-комн. кв., 43.13 м2","Бишкек, Фрунзе 300/3/Гоголя",$ 50 000,4 240 000 сом,$ 1 159/м2,98 307 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,1710,от собственника,"монолитный, 2019 г.",8 этаж из 14,,43.13 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",пустая,,3 м.,"пластиковые окна,                                             неугловая,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продам 1-комнатную квартиру в ЖК ""Империал"" под ПСО .
тел : 0706082487
","""42.8797""","""74.6204""",https://www.house.kg/details/20299105e66430f338d16-83250840
"1-комн. кв., 40 м2","Бишкек, Аламедин-1 м-н, Мичурина",$ 17 500,1 484 000 сом,$ 438/м2,37 100 сом/м2,Добавлено 3 дня назад,Поднято 1 день назад,75,от собственника,кирпичный,6 этаж из 10,,40 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 к.квартиру ПСО в Аламедин-1 по Мичурина. 6 этаж из 10. Площадь 40 кв.м. Дом на стадии сдачи под самоотделку. Застройщик СК ""Каганат"". Цена 17500$, торг уместен в разумных пределах. Обращайтесь по номеру: 0702092478
","""42.8819""","""74.6872""",https://www.house.kg/details/84413966058b7988e0f93-81723014
"1-комн. кв., 32 м2","Бишкек, Манаса/Горького",$ 27 200,2 306 560 сом,$ 850/м2,72 080 сом/м2,Добавлено 4 месяца назад,Поднято 1 день назад,223,от собственника,кирпичный,5 этаж из 5,,32 м2,,хрущевка,центральное,требует ремонта,,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 к.квартиру площадью  32 кв.м., 5 этаж из 5, крыша капитальная шатровая, не протекает. Манаса/Горького, район Госрегистра, Азия Мол.
","""42.8569""","""74.5872""",https://www.house.kg/details/99193565fad1eee56f0b5-59924982
"3-комн. кв., 100 м2","Бишкек, Московская 189/Турусбекова",$ 85 000,7 208 000 сом,$ 850/м2,72 080 сом/м2,Добавлено 1 день назад,Поднято 1 день назад,37,от собственника,кирпичный,1 этаж из 6,,100 м2,,индивид. планировка,центральное,хорошее,есть,оптика,раздельный,застекленный балкон,металлическая,,,,,,,магистральный,,"решетки на окнах,                                             кодовый замок",,,,"кондиционер,                                             неугловая,                                             кладовка,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру в ""тихом"" центре, на пересечений улиц Московская - Турусбекова. Дом проектировался индивидуально для сотрудников Института Высоких Температур Российской Академии Наук. Выполнен по всем требованиям ГОСТов и СНИПов как РФ, так и КР (сейсмоустойчивость и эксплуатация в условиях высокогорья). Не нужно путать с современными ""элитками"" из китайской арматуры которые строят второпях лишь бы продать и приняться за постройку следующего ""карточного"" домика. Самый главный факт, что приемку дома выполняла российская сторона, что на тот момент исключала ""подкупы"" и ""закрытие глаз"" на недочеты. Квартира расположена на цокольном этаже, под консульство Канады и редакция ""Акипресс"", во дворе почетное консульство Австрии. В квартире 3 комнаты. Большой холл (коридор), Гостевая комната или Зал, есть где разместиться большому семейству. В лучшие годы в зале встречали и по 20-25 человек. Комфортно для проживания большой семьи. Отдельно заслуживает внимание кухня которая по размерам как зал, очень удобно как для встречи родственников и друзей, так и просто для семейных ужинов и приготовления пищи. Из кухни есть выход на застекленный балкон, по всей длине балкона есть погреб для хранения продуктов, консервации либо просто вещей которые в данный момент в квартире не нужны. Раздельный сан узел, 2 спальни, из одной из которых есть выход на застекленный балкон. Квартира очень теплая, стены в 2 кирпича не дадут замерзнуть зимой, а летом спасут от сильной жары. Соседи цвет интеллигенции Кыргызстана. Удобное местоположение, рядом 13 и 70я школа, детские сады, в 3 остановках Ошский рынок, в пешей доступности много ТРЦ и супермаркетов. Рассказывать можно очень много, но лучше один раз увидеть в живую и сделать свой выбор. Квартира однозначно стоит своих денег, этот дом простоит еще очень долго, а это инвестиция в будущее. Разумный и адекватный торг приветствуется, но с предложениями куплю за 50 хоть сейчас пожалуйста не тратьте ни свое ни мое время. Спешки в продаже нет.
","""42.8713""","""74.5833""",https://www.house.kg/details/7252905605b10f00665c5-61099550
"3-комн. кв., 136.7 м2","Бишкек, Советская/Скрябина 39/1",$ 87 351,7 407 390 сом,$ 639/м2,54 187 сом/м2,Добавлено 6 месяцев назад,Поднято 1 день назад,960,от собственника,"кирпичный, 2020 г.",2 этаж из 10,,136.7 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
Продам 3-ком квартиру в новом жилом доме ""Дом на Скрябина"" в центральной части города, Советская/Скрябина (район ресторана Золотой Дракон) от строительной компании ""Кантская ПМК"".
Площадь кв.: 136.7 м2.
Коммуникации: центральные.
Ввод в эксплуатацию: сентябрь 2020 г.

Планировка свободная
Есть балкон
Большие панорамные окна
Во дворе детская площадка
Подземный и гостевой паркинг

В шаговой доступности супермаркеты ""Глобус"", ""Народный"", физкультурный сквер, частная школа ""Эврика"", 12-ая школа!

Цена: 639 $ за м2. 
Торг уместен, возможен обмен на авто.
Тел.: 0 552 08 18 25
","""42.8505""","""74.6112""",https://www.house.kg/details/88678255f6055ba98dee3-85763372
"2-комн. кв., 64.9 м2","Бишкек, Скрябина 39/1/Элебаева",$ 41 471,3 516 749 сом,$ 639/м2,54 187 сом/м2,Добавлено 6 месяцев назад,Поднято 1 день назад,1059,от собственника,"кирпичный, 2020 г.",4 этаж из 10,,64.9 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
Продам 2-ком квартиры студии в новом жилом доме ""Дом на Скрябина"" в центральной части города, Советская/Скрябина (район ресторана Золотой Дракон) от строительной компании ""Кантская ПМК"".
Площадь кв.: 64.9 м2;  75,9 м2.
Коммуникации: центральные.
Ввод в эксплуатацию: сентябрь 2020 г.

Планировка свободная
Есть балкон
Большие панорамные окна
Во дворе детская площадка
Подземный, гостевой паркинг

В шаговой доступности супермаркеты ""Глобус"", ""Народный"", физкультурный сквер, частная школа ""Эврика"", 12-ая школа!

Цена: 639 $ за м2. Торг уместен, возможен обмен на авто.
Тел.: 0 552 08 18 25.
","""42.8506""","""74.6112""",https://www.house.kg/details/43705415f6050546c85e7-74111041
"3-комн. кв., 58.4 м2",Бишкек,$ 42 000,3 561 600 сом,$ 719/м2,60 986 сом/м2,Добавлено 1 день назад,,20,от агента,панельный,1 этаж из 5,,58.4 м2,,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3ком.кв в центре. Ул. Гоголя/Фрунзе. Этаж 1/5. Серия 104. Площадь 58,4м2. С ремонтом и ч/мебель. Окна пластиковые, решетки везде. На полу корейсий теплый пол. Расположение отличное. Рядом гм.Фрунзе, аптека,  новая и золотая мечеть. 
$ 42 000
0702497292 Айсулуу
","""42.8809""","""74.6198""",https://www.house.kg/details/4459954605b1491921108-96972287
"Участок, 4 соток","Бишкек, Ак-Ордо ж/м, Арча-Тор",$ 15 500,1 314 400 сом,,,Добавлено 1 день назад,,43,от собственника,,,,,4 соток,,,,,,,,,,"свет,                                             вода,                                             телефон,                                             интернет",,,,,,,,,,,ровный,,,обмен на авто,"

                                    Описание от продавца                            
Ак-ордо 4 соток ,кызыл китеп бар !!!  Уй салганга бут уруксаты менен документи. Госрегистрден оформления кылып берем. Тегиз жер,свет,суу кирген. Тегерегинде уйлор тушкон . Коомдук транспорт журот . Арча-Тор кочосу (Тагай  Бийге жакын ) Уй салганга баардык шарты бар . Шашылыш турдо сатылып жатат !!! Машинага обмен бар Баасы 15500 $  0706223346
","""42.8399""","""74.4961""",https://www.house.kg/details/9474818605b12a5cd0069-54752902
"Дом, 6 и более комнат, 248 м2","Бишкек, Темирова 40/Горького",$ 155 000,13 144 000 сом,$ 625/м2,53 000 сом/м2,Добавлено 7 месяцев назад,Поднято 1 день назад,1550,от собственника,"кирпичный, 2007 г.",,2,248 м2,5 соток,,смешанное,хорошее,возможно подключение,проводной,2 с/у и более,,,,,,септик,центральное водоснабжение,есть,автономный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             охрана,                                             видеонаблюдение",частично меблирована,дерево,2 м.,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаём дом в тихом  центре Бишкека (Горького - Панфилова) общая площадь 250 м2 участок 5 соток, дом с ремонтом, отдадим частично с мебелью, сигнализация,  видео наблюдение, автоматический полив,  шикарный хвойный сад,  ворота на пульте,  отопление газ,  электричество, уголь (теплый пол + батареи) идеальный дом для жизни.  ЗАХОДИ И ЖИВИ.
","""42.8563""","""74.6007""",https://www.house.kg/details/36458945f5761bdb61fc1-43226763
"2-комн. кв., 56 м2",Бишкек,$ 43 500,3 688 800 сом,$ 777/м2,65 871 сом/м2,Добавлено 1 день назад,,16,от собственника,панельный,8 этаж из 9,,56 м2,,106 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2х  комнатная квартира
в мкр. Юг -2.

Общая площадь -56м2. 
Этаж - 8/9.
Серия - 106.
Санузел - раздельный.
Состояние - хорошее.
Аура квартиры Светлая и Благоприятная.
Цена - $43500
Тел. - 0550900700,0221900900

Дополнительно: Очень Чистый подъезд,камеры наблюдения 24/7
На каждой площадке и во дворе.
Рядом Школы 69 и 29.
садики, магазины, ТРЦ VEFA, и т.д. находятся в шаговой доступности.
","""42.8615""","""74.6066""",https://www.house.kg/details/4736271605b11ab5c0602-30978529
"Участок, 4 соток","Бишкек, Ак-Ордо ж/м, Ак-Сай кочосу",$ 15 600,1 322 880 сом,,,Добавлено 2 месяца назад,Поднято 1 день назад,407,от собственника,,,,,4 соток,,,,,,,,,,,в городе,,,,,,,,,,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Ак-ордо 4 соток , свет , суу,  кызыл китеп бар, документы законный Госрегистрден оформления кылып берем . Тагай Бий Трассадан 400-500 метр.  Тегерегинде уйлор тушкон . Шашылыш турдо сатылып жатат . Чалгыла !!! 15600$  0706223346
","""42.8387""","""74.497""",https://www.house.kg/details/9719663601e5cc00bb6f5-11375886
"1-комн. кв., 32 м2","Бишкек, 5 м-н 61",$ 30 500,2 586 400 сом,$ 953/м2,80 825 сом/м2,Добавлено 1 день назад,,54,от собственника,кирпичный,1 этаж из 4,,32 м2,,104 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Цена: 30500 USD
Площадь (кв.м.): 32
Этаж: 1
Обмен: Нет
Город: Бишкек

Срочно продаю 1 ком квартиру в 5мкр по ул.Юнусалиева, рядом школа №3 и десткий сад №138.
Квартира на 1м этаже из 4х.
Большой балкон с гостинной и с кухни, расширина, застеклена и утеплена.
Окна пластиковые с решетками.
Санузел в кафеле, трубы пластик.
Развитая инфраструктура Орто-Сай р-к, школы, дет.сады, Бета-сторес-2, ТРЦ Космопарк и т.д
Цена : 30500 долл
Тел: 0552959393
0702112283
","""42.8294""","""74.6255""",https://www.house.kg/details/7277063605b10faa329b7-50207360
"6 и более комнат кв., 250 м2","Бишкек, 7 м-н, Юнусалиева 173",$ 200 000,16 960 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3727,от собственника,кирпичный,11 этаж из 11,,250 м2,,пентхаус,центральное,,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Продается двухуровневый пентхаус в районе Космопарка.Адрес Юнусалиева 173. Дом завершён, есть техпаспорт. Площадь 250 м2. Закрытая терраса 70 м2 в подарок.
","""42.8296""","""74.6203""",https://www.house.kg/details/51927245da5485d402f46-40978860
"6 и более комнат кв., 250 м2","Бишкек, 7 м-н, Юнусалиева 173",$ 200 000,16 960 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3729,от собственника,кирпичный,11 этаж из 11,,250 м2,,пентхаус,центральное,,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Продается двухуровневый пентхаус в районе Космопарка.Адрес Юнусалиева 173. Дом завершён, есть техпаспорт. Площадь 250 м2. Закрытая терраса 70 м2 в подарок.
","""42.8296""","""74.6203""",https://www.house.kg/details/51927245da5485d402f46-40978860
"6 и более комнат кв., 250 м2","Бишкек, 7 м-н, Юнусалиева 173",$ 200 000,16 960 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3738,от собственника,кирпичный,11 этаж из 11,,250 м2,,пентхаус,центральное,,,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Продается двухуровневый  просторный пентхаус по адресу7 мкр Юнусалиева 173. Район отличный!Площадь 250 м2. Цена за м2 800$.В подарок закрытая терраса 70м2!!!Дом завершён и сдан в эксплуатацию!!!!Есть техпаспорт!!!Рассматривается обмен на авто!!!
","""42.8301""","""74.6205""",https://www.house.kg/details/98917565da9774d9af782-01965468
"2-комн. кв., 71 м2","Бишкек, Исакеева 18/18",$ 42 600,3 612 480 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2828,от собственника,кирпичный,8 этаж из 9,,71 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,обмен на авто,"

                                    Описание от продавца                            
Срочно продаю 2шку.Площадь 71 м2.Сквозная.Есть бартер на авто!
","""42.8587""","""74.6813""",https://www.house.kg/details/10314075dcbefb19bbf62-69812461
"2-комн. кв., 59 м2","Бишкек, Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2533,от собственника,кирпичный,9 этаж из 9,,59 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,28 м.,,,,обмен на авто,"

                                    Описание от продавца                            
Срочно продаю 2х комнатную квартиру.Исакеева 18/18.Возле Аю Гранд Комфорт.Площадь 59 м2.Дом кирпичный.Все коммуникации центральные!!Рассматриваем бартер на авто!!
","""42.8587""","""74.6813""",https://www.house.kg/details/19758995dcfb6e1468f26-00452535
"2-комн. кв., 59 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3643,от собственника,"монолитный, 2019 г.",9 этаж из 9,,59 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 2х комнатная квартира в ЖК Алатоо. Адрес Исакеева 18/18. Площадь 59 м2. Цена за м2  600$.Район хороший. Дом завершён и сдан под самоотделку.
","""42.8587""","""74.6813""",https://www.house.kg/details/68420975da54aa6970c31-00010821
"2-комн. кв., 59 м2","Бишкек, Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2634,от собственника,кирпичный,8 этаж из 9,,59 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,28 м.,,,,обмен на авто,"

                                    Описание от продавца                            
СК Премиум Девелопмент продает последние 2х комнатные квартиры в ЖК Алатоо.Адрес Исакеева 18/18.Район Аю Гранд Комфорт.Площадь 59м2 и 71м2.Дом завершён и сдан под самоотделку!!Коммуникации все центральные!!!Бартер на авто!!!
","""42.8587""","""74.6813""",https://www.house.kg/details/14291205dd3ca98754445-37593244
"2-комн. кв., 59 м2","Бишкек, Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2880,от собственника,"монолитный, 2019 г.",9 этаж из 9,,59 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
Срочно продаю 2х комнатную квартиру в ЖК Алатоо.Район Аю Гранд Комфорт.Площадь 59 м2.Дом кирпичный.Все коммуникации центральные.Есть бартер на авто!
","""42.8587""","""74.6813""",https://www.house.kg/details/50615175dcbdcbc71f547-26483503
"2-комн. кв., 59 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3605,от собственника,"монолитный, 2019 г.",9 этаж из 9,,59 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
СК Премиум Девелопмент продает последние 2х комнатные квартиры в ЖК Алатоо по адресу Исакеева 18\18,возле университета Алатоо.Площадь 59м2.Цена за м2 600$!!!Дом завершён и сдан под самоотделку!!!!Все коммуникации центральные!!!
","""42.8587""","""74.6813""",https://www.house.kg/details/21621155da95701594cb4-33447091
"2-комн. кв., 71 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18",$ 42 600,3 612 480 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2953,от собственника,"монолитный, 2019 г.",9 этаж из 9,,71 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,есть,нет,обмен на авто,"

                                    Описание от продавца                            
СК Премиум Девелопмент продает последние 2х комнатные квартиры в ЖК Алатоо.Адрес Исакеева 18/18.Район Аю Гранд Комфорт.Площадь 71 м2.Сквозная.Коммуникации все центральные!!Дом завершён и сдан под самоотделку!Рассматриваем обмен на авто!При 100% оплате предусмотрена скидка!
","""42.8587""","""74.6813""",https://www.house.kg/details/94868545dc681980001e8-11563985
"2-комн. кв., 59 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18",$ 35 400,3 001 920 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3262,от собственника,кирпичный,9 этаж из 9,,59 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,,,есть,нет,обмен на авто,"

                                    Описание от продавца                            
Продаю 2шку в мкр Тунгуч.Площадь 59 м2.Коммуникации все центральные!Есть бартер на авто!
","""42.8579""","""74.6814""",https://www.house.kg/details/4959905dbbfe06afd293-38814904
"2-комн. кв., 73 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18/ул. Исакеева 18/1",$ 43 800,3 714 240 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3975,от собственника,"монолитный, 2019 г.",7 этаж из 9,,73 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 2х комнатная квартира В ЖК Алатоо. Адрес улица Исакеева 18/18. Дом завершенный, сдан под самоотделку.Коммуникации центральные.
","""42.8587""","""74.6813""",https://www.house.kg/details/31511995da04021179174-24455932
"2-комн. кв., 71 м2","Бишкек,  ул. Исакеева 18/18 ул. Исакеева 18/18",$ 42 600,3 612 480 сом,$ 600/м2,50 880 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3465,от собственника,"монолитный, 2019 г.",9 этаж из 9,,71 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
СК Премиум Девелопмент продает последние 2х комнатные квартиры в ЖК Алатоо по адресу Исакеева 18/18.Район Аю Гранд Комфорт. Площадь 71м2. Цена за м2 600$.Район хороший, с развитой инфраструктурой.Рассматриваем бартер на авто!!!При 100 % оплате предусмотрена скидка!!!
","""42.8587""","""74.6813""",https://www.house.kg/details/12834415da958aebfb260-72500363
"Коммерческая недвижимость, 200 м2","Бишкек, Восток-5 м-н",$ 200 000,16 960 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3710,от собственника,кирпичный,,9,200 м2,,,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается коммерческое помещение в мкр Восток 5.Помещение с отдельным центральным входом, с высокими потолками и со всеми центральными коммуникациями.Площадь 200 м2.
","""42.875""","""74.6306""",https://www.house.kg/details/67451455da841ffa9d8d9-73637559
"Коммерческая недвижимость, 30 м2","Бишкек, 7 м-н, Безымянная 37/2/Юнусалиева",$ 55 000,4 664 000 сом,$ 1 833/м2,155 467 сом/м2,Добавлено 2 месяца назад,Поднято 1 день назад,536,от собственника,"монолитный, 2019 г.",,5,30 м2,,,автономное,евроремонт,возможно подключение,оптика,,,,,,,,,,,,"охрана,                                             видеонаблюдение,                                             сигнализация",,,3 м.,,,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаю бутик в ТЦ Seoul Plaza за Космо Парком в районе Орто-Сайского рынка ,

ул Безымянная 37/2 

30 кв.м. под собственность имеется тех паспорт. право собственности.  никакой аренды 


стоимость бутика : 55000$  торг есть 


тел: 0552 705207
","""42.8344""","""74.6197""",https://www.house.kg/details/5658353601a84d58b7648-42039574
"1-комн. кв., 37.8 м2","Бишкек, Асанбай м-н, мкрн Асанбай, 52/3",$ 33 500,2 840 800 сом,$ 886/м2,75 153 сом/м2,Добавлено 10 месяцев назад,Поднято 1 день назад,3580,от собственника,"монолитный, 2019 г.",10 этаж из 11,,37.8 м2,,элитка,на газе,евроремонт,возможно подключение,оптика,совмещенный,,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеонаблюдение",пустая,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор,                                             удобно под бизнес",,,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1 ком квартиру в 12 мкр Асанбай с ремонтом , дом класса комфорт , один подъезд на 10 этаже . Прям напротив АУЦА , вид на горы и на университет, чистый воздух , два лифта и т.д   цена 33500$ есть торг с реальным клиентом   0552 705207
","""42.8132""","""74.627""",https://www.house.kg/details/57321475ee3b1abd99590-41686680
"1-комн. кв., 57.21 м2","Бишкек, Восток-5 м-н",$ 37 187,3 153 415 сом,$ 650/м2,55 120 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3486,от собственника,"кирпичный, 2021 г.",5 этаж из 9,,57.21 м2,,элитка,центральное,недостроено,,,,,,,,,,,,,,,,,,,есть,,обмен на авто,"

                                    Описание от продавца                            
Продается 1 комнатная квартира в жилом доме ""V"" в мкр Восток 5.Площадь 57,21 м2.Рассрочка на 2года.Сдача 2021 год.
","""42.8751""","""74.6312""",https://www.house.kg/details/96293725dae9c2eaa7c88-46063674
"1-комн. кв., 58.2 м2","Бишкек, 7 м-н, 7 микрорайон 49/2/Сухие-Батор , Южная Магистраль",$ 60 000,5 088 000 сом,$ 1 031/м2,87 423 сом/м2,Добавлено 10 месяцев назад,Поднято 1 день назад,1888,от собственника,"монолитный, 2015 г.",6 этаж из 7,,58.2 м2,,элитка,центральное,евроремонт,возможно подключение,оптика,совмещенный,,бронированная,паркинг,,,,,,магистральный,,домофон,полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1 ком квартиру (58.2 м2 ) в 7 микрорайоне в элитном доме  49/2 с евроремонтом из качественных материалов, с мебелью ! все коммуникации центральные. готовая квартира , со всеми удобствами ! заходи и живи!  этаж 6 этаж из 7.скоростной бесшумный лифт. всего 51 квартира на 3 подъезда. большой , озелененный , ухоженный двор с детской площадкой и беседкой.  в шаговой доступности гипермаркет Глобус, школы , садики, парки, рестораны и т.д  цена: 60000$ реальным клиентам есть торг .   тел: 0552 70 52 07
","""42.8249""","""74.6184""",https://www.house.kg/details/95236765ee3ad52032121-52587656
"6 и более комнат кв., 250 м2","Бишкек, 7 м-н, Юнусалиева 173",$ 200 000,16 960 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,2765,от собственника,кирпичный,10 этаж из 11,,250 м2,,пентхаус,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,нет,нет,обмен на авто,"

                                    Описание от продавца                            
Срочно продаю двухуровневый пентхаус в 7 мкр.Район Космопарка.Площадь 250 м2, плюс закрытая терраса 70 м2 в подарок !!Все коммуникации центральные!!Дом завершён.Есть техпаспорт!!!Рассматриваем бартер на авто!!
","""42.8301""","""74.6214""",https://www.house.kg/details/98365205dcfc31bdc20b3-65833911
"2-комн. кв., 62 м2","Бишкек, Восток-5 м-н",$ 40 300,3 417 440 сом,$ 650/м2,55 120 сом/м2,Добавлено 1 год назад,Поднято 1 день назад,3812,от собственника,"кирпичный, 2021 г.",4 этаж из 9,,62 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,есть,,,"

                                    Описание от продавца                            
В новом строящемся жилом доме ""V"" продаются 2х комнатные квартиры.Площадь 62,21 м2.Коммуникации все центральные.Адрес Восток 5.Рядом с домом есть всё!Школа №66,№53,садики,университеты,поликлиники,рынок Мадина итд.Цена за м2 650$.Сдача 2021 год.Рассрочка на 2 года!!!!
","""42.8751""","""74.6343""",https://www.house.kg/details/314345da97d79d319f7-51690984
