title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"1-комн. кв., 35 м2","Бишкек, 6 м-н",$ 31 500,2 671 200 сом,$ 900/м2,76 320 сом/м2,Добавлено 3 месяца назад,Поднято 10 часов назад,448,от агента,панельный,3 этаж из 4,,35 м2,,104 серия,центральное,среднее,,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком.

Количество комнат: 1
Адрес: 6 мкр
Серия: 104
Этаж: 3 из 4
Площадь: 35м²
Комуникации: Центральные
Состояние: Среднее
Мебель: По договоренности
Документы: На руках
Цена: 31500$ 

Подробности: Квартира не угловая. Дом находится по старой дороге. Абсолютно все в шаговой доступности. Юридически чистая.

Контакты: 0505250003
","""42.8224""","""74.6226""",https://www.house.kg/details/68305545fdc7b97bad8f3-96156484
"2-комн. кв., 50 м2","Бишкек, 12 м-н, Каралаева",$ 55 000,4 664 000 сом,$ 1 100/м2,93 280 сом/м2,Добавлено 13 дней назад,Поднято 10 часов назад,126,от собственника,"кирпичный, 2014 г.",6 этаж из 10,,50 м2,,элитка,центральное,евроремонт,,проводной,совмещенный,,,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,ламинат,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 2 ком.

Количество комнат: 2 студия
Адрес: 12 микрорайон 
Серия: Элитка
Этаж: 6 из 10
Застройщик: СК ""Имарат строй""
Год постройки: 2014
Площадь: 50м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: Евроремонт
Мебель: Полностью мебелирована, кроме спальни
Документы: На руках
Цена: 55000$ 

Контакты: 0505250003

Подробности: Дом находится в самом экологическом районе. Огороженный двор. Рядом школы, парки, сады, магазины. С парковкой проблем нет, автоматические ворота. 



#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8154""","""74.6397""",https://www.house.kg/details/2762007604b08cbcceec9-47835487
"4-комн. кв., 81 м2","Бишкек, 12 м-н",$ 63 000,5 342 400 сом,$ 778/м2,65 956 сом/м2,Добавлено 3 месяца назад,Поднято 10 часов назад,467,от собственника,панельный,6 этаж из 9,,81 м2,,105 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3+сушилка ком.

Количество комнат: 4
Адрес: 12 микрорайон
Серия: 105
Этаж: 6 из 9
Тип строения: Панельный
Площадь: 81м²
Комуникации: Центральные
Состояние: Хорошее
Мебель: Частично мебелирована
Документы: На руках
Цена: 63000$

Подробности: В спальном тихом районе. Сушилка узаконена, в сушилке есть отопление. Кухня расширена за счёт лоджии. На окнах решетки. Абсолютно все в шаговой доступности. Юридически чистая.
","""42.8151""","""74.6345""",https://www.house.kg/details/45224385fd73bc7573a38-80739236
"1-комн. кв., 35 м2","Бишкек, 6 м-н",$ 31 500,2 671 200 сом,$ 900/м2,76 320 сом/м2,Добавлено 3 месяца назад,Поднято 10 часов назад,450,от агента,панельный,3 этаж из 4,,35 м2,,104 серия,центральное,среднее,,,,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком.

Количество комнат: 1
Адрес: 6 мкр
Серия: 104
Этаж: 3 из 4
Площадь: 35м²
Комуникации: Центральные
Состояние: Среднее
Мебель: По договоренности
Документы: На руках
Цена: 31500$ 

Подробности: Квартира не угловая. Дом находится по старой дороге. Абсолютно все в шаговой доступности. Юридически чистая.

Контакты: 0505250003
","""42.8224""","""74.6226""",https://www.house.kg/details/68305545fdc7b97bad8f3-96156484
"2-комн. кв., 50 м2","Бишкек, 12 м-н, Каралаева",$ 55 000,4 664 000 сом,$ 1 100/м2,93 280 сом/м2,Добавлено 13 дней назад,Поднято 10 часов назад,128,от собственника,"кирпичный, 2014 г.",6 этаж из 10,,50 м2,,элитка,центральное,евроремонт,,проводной,совмещенный,,,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,ламинат,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 2 ком.

Количество комнат: 2 студия
Адрес: 12 микрорайон 
Серия: Элитка
Этаж: 6 из 10
Застройщик: СК ""Имарат строй""
Год постройки: 2014
Площадь: 50м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: Евроремонт
Мебель: Полностью мебелирована, кроме спальни
Документы: На руках
Цена: 55000$ 

Контакты: 0505250003

Подробности: Дом находится в самом экологическом районе. Огороженный двор. Рядом школы, парки, сады, магазины. С парковкой проблем нет, автоматические ворота. 



#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8154""","""74.6397""",https://www.house.kg/details/2762007604b08cbcceec9-47835487
"1-комн. кв., 40 м2","Бишкек, Усенбаева 3",$ 35 000,2 968 000 сом,$ 875/м2,74 200 сом/м2,Добавлено 15 дней назад,Поднято 10 часов назад,55,от собственника,панельный,7 этаж из 9,,40 м2,,106 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 ком.

Количество комнат: 1
Адрес: Усенбаева 3 (Вечерний Бишкек)
Серия: 106
Этаж: 7 из 9
Площадь: 40м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: Хорошее
Мебель: По договорности
Документы: На руках 
Цена: 35000$ без торга!

Контакты: 0505250003

Подробности: Центр города, квартира не угловая. Все в шаговой доступности. Идеально под сдачу. 



#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8649""","""74.6135""",https://www.house.kg/details/1582956604888d03b0697-45891373
"Коммерческая недвижимость, 60 м2","Бишкек, 5 м-н",$ 90 000,7 632 000 сом,$ 1 500/м2,127 200 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,289,от агента,кирпичный,,10,60 м2,,,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается коммерческое помещение (готовый бизнес)-студия красоты. Или сдаётся в аренду.
Расположен по ул.Каралаева 40/4 (5мкр),на первом этаже жилого дома (застройщик ELITE HOUSE)
Площадь помещения 60кв.м.
В салоне имеются:
-Три парикмахерских кресла
-Три рабочих места маникюра
-Кабинет эпиляции или ресниц
-Место для педикюра
-Оборудованное место для визажиста
-Оборудованная кухня
-1.сан узел
-Шкафы для инструментов , личных вещей и тд.
Проделан качественный ремонт с участием дизайнера!
Хорошая проходимость и приятная атмосфера.
Возможен вариант обмена.

Цена- 90000$
","""42.8319""","""74.6316""",https://www.house.kg/details/8894835601a8256823581-59979352
"2-комн. кв., 57 м2","Бишкек, Мира/Боконбаева",$ 36 000,3 052 800 сом,$ 632/м2,53 558 сом/м2,Добавлено 16 дней назад,Поднято 10 часов назад,114,от агента,панельный,7 этаж из 9,,57 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира в центре !
Адрес : Манаса / Боконбаева .
Этаж : 7 из 9 .
Площадь : 57.5м² с лоджиями 70м²  .
Состояние : БЕЗ РЕМОНТА .
Окна выходят : на Юг и Запад .
Лоджии : 2 .
Санузел : раздельный. 
Коммуникации : всё центральное !
Документы : Техпаспорт .
Квартира : угловая, но солнечная сторона .
Цена : $36000
Тел : 0505250003

Отличный район с развитой инфраструктурой ! 
Рядом школы √• 70 и √• 13 , и огромное кол-во садиков .
","""42.8674""","""74.5877""",https://www.house.kg/details/977898660473adb8195a3-60359075
"2-комн. кв., 52 м2",Бишкек,$ 39 500,3 349 600 сом,$ 760/м2,64 415 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,378,от агента,кирпичный,2 этаж из 5,,52 м2,,индивид. планировка,автономное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся Квартира в одном из лучших районов города , а именно Медерова/Карла Маркса.
Большой семье - просторная 2-х комнатная квартира СТУДИЯ. Все в шаговой доступности , школы  , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится.

☑ 2 из 5

☑ 52 м2/Новостройка
Индивидуальный проект

☑ хороший ремонт , Встроенная кухонная мебель

☑ сан. узел совмещённый 100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
Звоните сейчас, завтра цены будут дороже: 39.500 USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8528""","""74.6285""",https://www.house.kg/details/78730166013be0158e311-65716369
"3-комн. кв., 60 м2","Бишкек, 12 м-н",$ 63 000,5 342 400 сом,$ 1 050/м2,89 040 сом/м2,Добавлено 7 месяцев назад,Поднято 10 часов назад,634,от собственника,панельный,6 этаж из 9,,60 м2,,106 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру
+Сушилка
12-ый микрорайон
Этаж 6/9
60кв2м
С мебелью
Срочно!
","""42.8145""","""74.6363""",https://www.house.kg/details/42354205f523607d74b01-31197161
"4-комн. кв., 80 м2","Бишкек, 5 м-н, Шопена",$ 76 000,6 444 800 сом,$ 950/м2,80 560 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,167,от собственника,панельный,2 этаж из 5,,80 м2,,105 серия,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4х 
Количество комнат: 4х 
Адрес: В  5мкр по набережной
Серия: 105 
Этаж:  2 из 5
Площадь: жилая 80м²
Комуникации: центральные
Состояние:хорошее
Документы: техпаспорт
Цена:76000$ 

Подробности: Ремонт делали осенью,не угловая,3 спальни,гостевая+кладовая, Оснащен двор и на всех площадках видеокамерами,можно смотреть через телефон онлайн, Дверь бронированая,окна пластиковые, все замки новые,Батерие новые,С  хорошим ремонтом, Сантехника заменена: смесители канализационные и водопроводные трубы новые ,Хорошие люстры , Частично мебель остаётся.
Двор огорожен,детская площадка,на площадке 2 квартиры .

В шаговой доступности: кофейни ,школы,садики , развлекательный и т.д.
Транспортная развязка развита
Контакты: 0505250003
","""42.8291""","""74.6255""",https://www.house.kg/details/235825160237b9ab78c77-68269506
"1-комн. кв., 33 м2","Бишкек, 10 м-н",$ 28 000,2 374 400 сом,$ 848/м2,71 952 сом/м2,Добавлено 6 дней назад,Поднято 10 часов назад,52,от агента,панельный,2 этаж из 5,,33 м2,,104 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся кв.1 ком.
Район :10 мкр
Комнат:1
Площадь:33
Этаж:2/5
 Состояние :среднее
Ком:центральное 
Санузел:совмещённый 
Газ:магистральный
Разное:пластиковые окна
Мебель:частично  
Цена:28000 окончательно
 

Тел:0505250003
","""42.8316""","""74.6035""",https://www.house.kg/details/64789966054417470d764-37640010
