title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"4-комн. кв., 107 м2","Бишкек, Сухэ Батора/Магистраль",$ 92 000,7 801 600 сом,$ 860/м2,72 912 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,174,от собственника,"кирпичный, 2019 г.",9 этаж из 10,,107 м2,,элитка,электрическое,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4 ком.

Количество комнат: 4
Адрес: Магистраль/Сухэ Батора
Серия: Элитка
Этаж: 9 из 10
Застройщик: СК ""Давос""
Год постройки: 2019
Тип строения: Кирпичный
Площадь: 107м²
Комуникации: Центральные
Отопление: Электрическое
Состояние: С ремонтом
Мебель: Частично мебелировна
Документы: На руках
Цена: 92000$ 



Подробности: Дом находится в самом экологическом районе. Элитка бизнес класса, вокруг парки, чистый воздух. Огороженный двор, у входа охрана+ выкупленное место паркинга. Электрическое отопление намного дешевле обходится, чем газовое. 

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8209""","""74.6133""",https://www.house.kg/details/7942770602caf2f1c74c4-01639357
"2-комн. кв., 48 м2","Бишкек, 5 м-н",$ 39 000,3 307 200 сом,$ 813/м2,68 900 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,165,от агента,кирпичный,2 этаж из 5,,48 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,нет,нет,,"

                                    Описание от продавца                            
Продаю 
Количество комнат: 2х
Адрес: Расположена в 5 мкр
Серия: индивидуальный проект
Этаж:  2 из 5
Площадь:   48
Комуникации: центральные
Состояние: среднее
Документы: техпаспорт
Цена:39000$* 

Подробности: состояние среднее, частично остаётся мебель, домофон , .В пешей доступности,
Транспортная развязка развита

Контакты:
","""42.8315""","""74.6256""",https://www.house.kg/details/2993949602c9ce7bd1b55-04681973
"3-комн. кв., 90 м2","Бишкек, Боконбаева/Панфилова",$ 75 000,6 360 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 20 дней назад,Поднято 10 часов назад,135,от агента,"кирпичный, 2011 г.",5 этаж из 9,,90 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 ком.

Количество комнат: 3
Адрес: Панфилова/Боконбаева
Серия: Элитка
Этаж: 5 из 9
Застройщик: Экспострой
Год постройки: 2011
Тип строения: Кирпичный 
Площадь: 90м²
Комуникации: Центральные
Отопление: Центральное 
Состояние: С ремонтом
Мебель: По договорённости 
Документы: На руках 
Цена: 75000$ 

Контакты: 0505250003

Подробности: Центр города, квартира не угловая. Небольшой торг. Все в шаговой доступности.



#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8673""","""74.6005""",https://www.house.kg/details/70834666041d07732cb34-90804303
"2-комн. кв., 48 м2","Бишкек, 12 м-н",$ 37 500,3 180 000 сом,$ 781/м2,66 250 сом/м2,Добавлено 21 день назад,Поднято 10 часов назад,162,от собственника,панельный,5 этаж из 5,,48 м2,,105 серия,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2 ком.

Количество комнат: 2
Адрес: 12 микрорайон 
Серия: 105
Этаж: 5 из 5
Тип строения: Панельный 
Площадь: 48м²
Комуникации: Центральные
Отопление: Центральное
Состояние: Среднее
Мебель: Пустая
Документы: На руках 
Цена: 37500$ 

Контакты: 0505250003

Подробности: Дом находится по первой линии улицы Магистраль. Чистый воздух, спокойный район, удобная развязка. В залоге и аресте не состоит. 



#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8129""","""74.6337""",https://www.house.kg/details/59273206040842a0e0df8-33901332
"3-комн. кв., 54 м2",Бишкек,$ 46 500,3 943 200 сом,$ 861/м2,73 022 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,144,от агента,кирпичный,2 этаж из 4,,54 м2,,хрущевка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 комнатная квартира в Ахунбаева/Абая
Хрущевка
Общая площадь-54м2
Этаж-2/4
Не угловая
Все коммуникации центральные
Состояние хорошее,
Тихий район,с развитой инфраструктурой:школа, детские сады, гипермаркет  и т.д.
Детская площадка
Цена-46500долл.
","""42.8435""","""74.6016""",https://www.house.kg/details/3888420602633333d3372-05861895
"4-комн. кв., 85 м2","Бишкек, 12 м-н",$ 62 000,5 257 600 сом,$ 729/м2,61 854 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,187,от агента,панельный,3 этаж из 9,,85 м2,,106 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается квартира: 3 + сушилка комнаты, 85 кв. м
Этаж:3
Количество этажей:9
Район:Южные микрорайоны
В 12 Микрарайоне 106 серии
- 3/9 этаж не угловая. Сушилка узаконена.
Хорошее состояние квартиры
Все коммуникации центральные
Чистый подъезд и ухоженный двор с большой детской площадкой.
Цена: 62000 $
","""42.8149""","""74.6342""",https://www.house.kg/details/905751160334a8b6bccb5-10532844
"2-комн. кв., 74 м2","Бишкек, Верхний Джал м-н",$ 63 000,5 342 400 сом,$ 851/м2,72 195 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,269,от агента,кирпичный,9 этаж из 12,,74 м2,,элитка,,евроремонт,,,раздельный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
СРОЧНО! ОЧЕНЬ СРОЧНО ПРОДАЮ!!!
Если вы в поиске роскошной и комфортной квартиры с отличным дизайном , то вы пришли по адресу 
Продаётся Квартира в тихом центре на улице Тыналиева/ Магистраль. 
Просторная 2-комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится. Большой , закрытый двор с детской площадкой .
Застройщик KG Групп

☑ 9 из 12 тёплая и уютная квартира .

☑ 74 м2/Новостройка
KG Групп  

☑ Евроремонт

☑ сан.узел раздельный   

☑ полный пакет документов 

Вам повезло с ценой!
 63.000 USD с МЕБЕЛЬЮ  ( по телефону не торгуюсь)
","""42.8319""","""74.5682""",https://www.house.kg/details/402539660000ede943cc7-51912334
"3-комн. кв., 68 м2","Бишкек, Асанбай м-н",$ 66 000,5 596 800 сом,$ 971/м2,82 306 сом/м2,Добавлено 5 месяцев назад,Поднято 10 часов назад,423,от агента,панельный,3 этаж из 5,,68 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 к. кв.

Количество комнат: 3
Адрес: Асанбай
Серия: 105
Этаж: 3 из 5
Санузел: раздельный
Тип строения: панельный
Площадь: 68м²
Комуникации: центральные
Состояние: с ремонтом
Мебель: частично мебелирована
Документы: в наличии
Цена: 66000$ торг уместен

Подробности: Не угловая. В хорошем спальном районе. Сделан хороший евро ремонт. В квартире сделали перепланировку расширили прихожую+ванную комнату. Зал и спальня расширены за счёт вынесенных лоджий, вся перепланировка узаконена. В шаговой доступности  школы, магазины. Удобная транспортная развязка. Юридически чистая. 

Контакты: 0505250003
","""42.8158""","""74.6292""",https://www.house.kg/details/50587695fa3d8a29b8804-20237923
"1-комн. кв., 45 м2",Бишкек,$ 47 500,4 028 000 сом,$ 1 056/м2,89 511 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,131,от агента,кирпичный,6 этаж из 12,,45 м2,,элитка,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 1-комнатная.
Квартира с евроремонтом! Ахунбаева Алматинка. Застройщик «МС- груп »..
6/12
Дом утеплён, двор огорожен, детская площадка, парковка.
В шаговой доступности детские сады, магазины, школа, аптеки, супермаркеты. 
45м2
Кирпичный 
47,500$
","""42.8414""","""74.6364""",https://www.house.kg/details/6179638602770e9115298-19379815
"2-комн. кв., 76 м2","Бишкек, Средний Джал м-н",$ 59 500,5 045 600 сом,$ 783/м2,66 389 сом/м2,Добавлено 4 месяца назад,Поднято 10 часов назад,516,от собственника,"кирпичный, 2010 г.",4 этаж из 10,,76 м2,,индивид. планировка,центральное,хорошее,,,раздельный,лоджия,,,,,,,,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
Продаётся Квартира в одном из лучших районов города , а именно в Ср.Джале.
Большой семье - просторная 2-х комнатная квартира. Все в шаговой доступности  детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится.

☑ 4 из 10 если вы думаете , что в квартире сыро , спешу вас удивить  сказав , что это не так , в квартире нету сырости , тёплая и уютная квартира .

☑ 76 м2/Новостройка

☑ не угловая 

☑ хороший ремонт , частичная мебель 

☑ сан. узел раздельный 100% кафель 

☑ лоджия утеплённая (расширенная)

☑ полный пакет документов 

Вам повезло с ценой!
Звоните сейчас, завтра цены будут дороже: 59.500 USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.839""","""74.5683""",https://www.house.kg/details/80442775fbb7c7e3bfc43-72880378
"Дом, 3-комн., 100 м2","Бишкек, Красный Строитель ж/м, рабочая 11/бельская",$ 15 000,1 272 000 сом,$ 150/м2,12 720 сом/м2,Добавлено 3 дня назад,Поднято 10 часов назад,135,от собственника,кирпичный,,1,"100 м2, жилая: 44 м2, кухня: 15 м2",1 соток,,,среднее,,проводной,раздельный,,,,,,септик,центральное водоснабжение,есть,возможно подключение,,,,дерево,,,есть,есть,,"

                                    Описание от продавца                            
продаю дом. барачного типа,3 комнаты, санузел и душ во дворе, маленький дворик на 2 машины. в доме вода, свет, интернет, газ проходит рядом с домом(можно подключится). реальному покупателю реальный торг.
","""42.9462""","""74.5922""",https://www.house.kg/details/6947509605827bf57a401-90519337
"2-комн. кв., 71 м2","Бишкек, Асанбай м-н",$ 62 000,5 257 600 сом,$ 873/м2,74 051 сом/м2,Добавлено 3 месяца назад,Поднято 10 часов назад,427,от агента,кирпичный,7 этаж из 9,,71 м2,,индивид. планировка,,евроремонт,,,совмещенный,,,,,,,,,,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске роскошной и комфортной квартиры с отличным дизайном , то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно в Асанбай. 
Просторная 2-х комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя , в качестве ремонта и отделки можете не беспокоится. Большой , закрытый двор с детской площадкой и круглосуточной охраной.
Застройщик Дианур строй  

☑ 7 из 9 тёплая и уютная квартира .

☑ 71 м2/ Индивидуальный проект  

☑ хороший ремонт , с  мебелью и частичной техникой  

☑ сан.узел совмещённый  100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
 62.000USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8205""","""74.6163""",https://www.house.kg/details/49559185fe2f0a0532957-28064230
"2-комн. кв., 80 м2","Бишкек, Восток-5 м-н",$ 64 000,5 427 200 сом,$ 800/м2,67 840 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,289,от агента,кирпичный,9 этаж из 14,,80 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
!! ПО ТЕЛЕФОНУ НЕ ТОРГУЮСЬ !! 
Если вы в поиске комфортной квартиры  то вы пришли по адресу 
Продаётся Квартира в одном из лучших районов города , а именно в районе Восток-5
Чуй/Алматинка. 
Просторная 2 комнатная квартира. Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.
Место, куда Вы будете с гордостью звать гостей и не только.
Квартиру делали для себя ,в качестве ремонта и отделки можете не беспокоится.
Застройщик Aventa Строй

☑ 9 из 14 тёплая и уютная квартира .

☑ 80 м2/ Новостройка
Застройщик Aventa Строй

☑ Евроремонт 

☑ сан.узел раздельный  100% кафель 

☑ полный пакет документов 

Вам повезло с ценой!
64.000USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8761""","""74.6364""",https://www.house.kg/details/69645276002b75be61a62-46736121
"3-комн. кв., 88 м2",Бишкек,$ 99 000,8 395 200 сом,$ 1 125/м2,95 400 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,199,от агента,кирпичный,11 этаж из 15,,88 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Строительная компания
 «Кап строй» 
3 комнатная квартира СТУДИЯ находится на пересечении Бокомбаева  Турусбекова
 Квартира стоит по Турусбекова окна смотрит на восток и на запад 
Центральные коммуникации  
Красная книга 
Квартира 11-й этаж из 15
(Кухня зал совмещенная)
Две спальни
Два санузла
Кладовка 
общая площадь 88.4 кв  
Евро ремонт  
Корпусная мебель:  кухня ,  два шкафа 
техника Zanussi  Samsung 
Три кондиционера Medea
Цена: 99000$
","""42.8721""","""74.586""",https://www.house.kg/details/3776114601a6b8fdb2018-51335672
"Коммерческая недвижимость, 615 м2",Бишкек,$ 550 000,46 640 000 сом,$ 894/м2,75 837 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,220,от собственника,кирпичный,,5,615 м2,,,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся коммерческое помещение на ул. Жукеева-Пудовкина/Горького. 
1-я линия
4,5 сотки
613м2
5 этаж (с цоколем)
пожарная лестница
современный ремонт
3 фазы, газовое отопление 
генератор на 60 кВт 
год постройки 2008
Подойдёт под мед.центр, финтнес центр, швейный цех, детский сад, отель и т.д.
Все документы в порядке, не в залоге. Красная книга.
550.000$
","""42.8578""","""74.6178""",https://www.house.kg/details/6701620601be2f536b150-12338757
"Дом, 6 и более комнат, 140 м2",Бишкек,$ 60 000,5 088 000 сом,$ 429/м2,36 343 сом/м2,Добавлено 2 месяца назад,Поднято 10 часов назад,235,от агента,кирпичный,,1,140 м2,,,на газе,хорошее,,,,,,,,,,,,,,,,,,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продается дом,в 110 квартале
Участок-6-соток
Общая площадь-140м2
Немецкий дом, кирпичный
Тип строения-2кирпича
Все коммуникации центральные!
Газ есть
Септик
Также имеются:подвал,баня, благоустроенный двор
Дом огорожен

Цена-60000
","""42.8907""","""74.534""",https://www.house.kg/details/4426479602102213f7e12-53058255
"4-комн. кв., 80 м2",Бишкек,$ 62 000,5 257 600 сом,$ 775/м2,65 720 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,194,от агента,кирпичный,3 этаж из 5,,80 м2,,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 4к. Квартира районе Боконбаева/Уметалиева
Индивидуальный проект
Этаж-3/5
Общая площадь-80м2
сан.узел совмещённый 100% кафель 
полный пакет документов
Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка. 


Цена: 62.000USD
","""42.8717""","""74.5813""",https://www.house.kg/details/4174648602a30828bc550-43752601
"3-комн. кв., 75 м2","Бишкек, 6 м-н",$ 60 000,5 088 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,275,от агента,панельный,2 этаж из 9,,75 м2,,106 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3 к. Квартира районе 6мкр. 
Просторная 3 комнатная квартира+ Сушилка
Этаж-2/9
Общая площадь-75м2
сан.узел раздельный 100% кафель 
полный пакет документов
Все в шаговой доступности школы , детские сады , поликлиники , магазины , хорошая транспортная развязка. 


Цена: 60.000USD
","""42.8243""","""74.631""",https://www.house.kg/details/1915863602a1d8fb053c8-21467069
"1-комн. кв., 45 м2","Бишкек, ул. Абая 40/Горького",$ 45 000,3 816 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 14 дней назад,Поднято 10 часов назад,105,от собственника,монолитный,7 этаж из 10,,45 м2,,элитка,центральное,евроремонт,возможно подключение,проводной,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             охрана,                                             видеонаблюдение",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 1 комнатную квартиру в центре города, Боконбаева/Уметалиева, СК ""Эмарк Строй"".
Квартира с евро ремонтом.
7 этаж из 10, 45м2, окна выходят на восток.
Все коммуникации центральные, газ есть.
Дом сдан в эксплуатацию, тех паспорт на руках.
Вся мебель и техника остаётся.
Двор закрытый, охраняется, видео наблюдение, детская площадка.
Цена: 45000$, торг уместен.
Тел: 0770 710770.
","""42.868""","""74.5799""",https://www.house.kg/details/8234424604a39f77ae5f2-56514553
"3-комн. кв., 114 м2","Бишкек, Ажыбек Батыра 9/.",$ 68 400,5 800 320 сом,$ 600/м2,50 880 сом/м2,Добавлено 3 месяца назад,Поднято 10 часов назад,462,от агента,"кирпичный, 2020 г.",8 этаж из 11,,"114 м2, жилая: 80 м2, кухня: 24 м2",,элитка,на газе,под самоотделку (псо),возможно подключение,проводной,2 с/у и более,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",пустая,пробковое,3 м.,"пластиковые окна,                                             улучшенная,                                             комнаты изолированы,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаётся 3 комнатная квартира 
ПСО (под само отделку готов) в районе Старого Аэропорта.Ак Кеме.
8 этаж из 11.
Общая площадь:114 м 2.
Дом кирпичный,все коммуникации центральные.
Отличный район.
В шаговой доступности школы,университеты,кинотеатр Манас,супермаркеты,детские сады.
Цена: 68400$(600$ за м 2)
По всем вопросам обращаться по номеру: 0559773181
","""42.8403""","""74.5822""",https://www.house.kg/details/86703785ff74801741e13-57717708
"2-комн. кв., 62 м2","Бишкек, Сухе Батора 1",$ 45 000,3 816 000 сом,$ 726/м2,61 548 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,200,от агента,"кирпичный, 2022 г.",2 этаж из 16,,"62 м2, жилая: 18 м2, кухня: 24 м2",,элитка,центральное,недостроено,возможно подключение,adsl,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"охрана,                                             кодовый замок",пустая,пробковое,3 м.,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             неугловая,                                             комнаты изолированы",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2 комнатную квартиру Студию в строящемся доме в рассрочку.
Асанбай.
Жилой комплекс Кут Tower строится в 
Южной части города.
Сухе/Батора-Аалы Токомбаева, 
напротив школы Газпром.
2-этаж из 16.
Общая площадь: 62,29 м 2.
Престижный район,отличное расположение.
Дом премиум класса.
Коммуникации центральные.
Современная автономное система отопления.
Фасад из травертина.
Высота потолков 3,3 м.
Сдача ПСО 2-квартал 2022 года.
Застройщик Кут Строй.
В шаговой доступности: Асанбай Центр,Глобус,школа Газпром, отель Жаннат, магазины,аптеки, детские сады.
Стоимость за наличку: 45000$
Рассматривается варианты обмена на авто с доплатой нам.
По всем вопросам обращаться по номеру:
0559773181

#квартирабишкек
#элиткабишкек
#домпремиумкласса
#застройщиккутстрой
#квартираврассрочку
#бартернаавто
#престижныйрайон
#недвижимость312
","""42.8228""","""74.6152""",https://www.house.kg/details/426542460232fe5c85f99-66715708
"2-комн. кв., 40 м2","Бишкек, 8 м-н, Советская 1",$ 35 500,3 010 400 сом,$ 888/м2,75 260 сом/м2,Добавлено 4 дня назад,Поднято 10 часов назад,76,от агента,"кирпичный, 1975 г.",4 этаж из 5,,"40 м2, жилая: 24 м2, кухня: 14 м2",,104 серия,центральное,требует ремонта,нет,проводной,совмещенный,балкон,деревянная,рядом охраняемая стоянка,,,,,,автономный,,"домофон,                                             кодовый замок",частично меблирована,линолеум,2 м.,кладовка,,,,"

                                    Описание от продавца                            
Продаю 2 комнатную квартиру 104-серии.
8 мкр, по Советской.
4-этаж из 5.
Квартира в среднем состоянии.
В шаговой доступности школы,детские сады,Южные ворота,аптеки,базарчик,магазины.
Отличный район.
Стоимость:37500$,мини торг.
0559773181 ан 
#квартирабишкек
#8мкр
","""42.8296""","""74.6078""",https://www.house.kg/details/56365346056bea76c2896-76346401
"2-комн. кв., 40 м2","Бишкек, 8 м-н, Советская 1",$ 35 500,3 010 400 сом,$ 888/м2,75 260 сом/м2,Добавлено 4 дня назад,Поднято 10 часов назад,78,от агента,"кирпичный, 1975 г.",4 этаж из 5,,"40 м2, жилая: 24 м2, кухня: 14 м2",,104 серия,центральное,требует ремонта,нет,проводной,совмещенный,балкон,деревянная,рядом охраняемая стоянка,,,,,,автономный,,"домофон,                                             кодовый замок",частично меблирована,линолеум,2 м.,кладовка,,,,"

                                    Описание от продавца                            
Продаю 2 комнатную квартиру 104-серии.
8 мкр, по Советской.
4-этаж из 5.
Квартира в среднем состоянии.
В шаговой доступности школы,детские сады,Южные ворота,аптеки,базарчик,магазины.
Отличный район.
Стоимость:37500$,мини торг.
0559773181 ан 
#квартирабишкек
#8мкр
","""42.8296""","""74.6078""",https://www.house.kg/details/56365346056bea76c2896-76346401
"2-комн. кв., 64 м2","Бишкек, Магистраль- Сухэ Батора",$ 45 500,3 858 400 сом,$ 711/м2,60 288 сом/м2,Добавлено 4 месяца назад,Поднято 10 часов назад,500,от агента,"монолитный, 2022 г.",3 этаж из 16,,"64 м2, жилая: 35 м2, кухня: 18 м2",,элитка,центральное,недостроено,возможно подключение,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",пустая,пробковое,3 м.,"новая сантехника,                                             неугловая,                                             комнаты изолированы",есть,,обмен на авто,"

                                    Описание от продавца                            
Продаю 1 комнатную квартиру в 
строящемся доме в рассрочку.
Асанбай.
Жилой комплекс Кут Tower строится в 
Южной части города.
Сухе/Батора-Аалы Токомбаева, 
напротив школы Газпром.
3-этаж из 16.
Общая площадь: 64м 2.
Престижный район,отличное расположение.
Дом премиум класса.
Коммуникации центральные.
Современная автономное система отопления.
Фасад из травертина.
Высота потолков 3,3 м.
Сдача ПСО 2-квартал 2022 года.
Застройщик Кут Строй.
В шаговой доступности: Асанбай Центр,Глобус,школа Газпром, отель Жаннат, магазины,аптеки, детские сады.
Стоимость: 45500$
Рассматривается варианты обмена на авто с доплатой нам.
По всем вопросам обращаться по номеру:
0559773181
#квартирабишкек
#элиткабишкек
#домпремиумкласса
#застройщиккутстрой
#квартираврассрочку
#бартернаавто
#престижныйрайон
#недвижимость312
","""42.8228""","""74.6152""",https://www.house.kg/details/45926345fc1dbd37777d6-85339013
"2-комн. кв., 49 м2","Бишкек, Карпинка, Суюмбаева 5/Боконбаева",$ 40 500,3 434 400 сом,$ 827/м2,70 090 сом/м2,Добавлено 1 месяц назад,Поднято 10 часов назад,251,от агента,"панельный, 1975 г.",2 этаж из 5,,"49 м2, жилая: 21 м2, кухня: 7 м2",,105 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня",,,,"

                                    Описание от продавца                            
Продаю 2 комнатную  квартиру 105 -серии.
Боконбаева/Суюмбаева(Карпинка)
2-этаж из 5.
Общая площадь: 49м2
Все коммуникации центральные.
Квартира частично с мебелью и с бытовой техникой.
Комнаты изолированные, санузел раздельный.
Всё в шаговой доступности: мечеть,школы, детские сады, гос.учреждения,Глобус,1000 мелочей,Карвен Клуб,Дордой Плаза,ЦУМ,ГУМ. 
Прошу:40500$,торг.
По всем вопросам обращаться по номеру:
0559773181
#квартирабишкек
#недвижимостьбишкек 
#105-серия
#районмечети
#дордойплаза
","""42.8681""","""74.6236""",https://www.house.kg/details/43698696031d263a88975-74658387
"1-комн. кв., 50 м2","Бишкек, Абдымомунова 244/Тоголок Молдо",$ 36 500,3 095 200 сом,$ 730/м2,61 904 сом/м2,Добавлено 8 месяцев назад,Поднято 10 часов назад,1234,от агента,"кирпичный, 2019 г.",10 этаж из 12,,"50 м2, жилая: 35 м2, кухня: 5 м2",,элитка,центральное,под самоотделку (псо),нет,adsl,совмещенный,балкон,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"видеонаблюдение,                                             кодовый замок,                                             домофон",пустая,,3 м.,"пластиковые окна,                                             кухня-студия,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю 1 комнатную квартиру Студию.
Под самоотделку.
Район Дворца Спорта Кожомкул.
Тоголок Молдо/Абдымомунова.
10-этаж из 12.
Общая площадь:50 м 2.
Дом заселён,люди живут.
Все коммуникации центральные.
Отличный район,в шаговой доступности 
культурные места города,Белый Дом,супермаркеты,парки, торговые центры.
Стоимость: 36500$$$
0559773181
#квартирабишкек 
#подсамоотделку 
#Новыйдом 
#недвижимость312
","""42.88""","""74.5941""",https://www.house.kg/details/73121685f2008ebe146a8-53688940
"2-комн. кв., 90 м2","Бишкек, Исанова 64",$ 67 500,5 724 000 сом,$ 750/м2,63 600 сом/м2,Добавлено 4 дня назад,Поднято 10 часов назад,35,от собственника,"кирпичный, 2021 г.",4 этаж из 13,,"90 м2, жилая: 60 м2, кухня: 25 м2",,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             видеонаблюдение",пустая,пробковое,3 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор,                                             удобно под бизнес",есть,,обмен на авто,"

                                    Описание от продавца                            
Продаю  2 комнатную квартиру 
в строящемся доме в рассрочку.
Исанова/Токтогула.
Район Бишкек Парка.
Золотой квадрат.
4- этаж из 13.
Общая площадь: 90,18 м 2.
Можно переделать в 3х комнатную.
Застройщик Кут строй.
- 13- этажный дом бизнес-класса отлично подойдет как для ведения бизнеса, так и для проживания. 
⠀
- 3 этажа коммерческих помещений;
- Подземный и надземный паркинг;
- Монолитно-кирпичная конструкция;
- Утеплённый и вентилируемый фасад из керамогранита;
- Все центральные коммуникации;
- Современная детская площадка;
- Бесшумные и скоростные лифты;
- Охраняемая и безопасная территория.
-Сдача ПСО 4-квартал 2021-года.
- Стоимость: 67500$$$
- Цена ниже чем у застройщика.
-Рассматривается варианты обмена на авто и рассрочка.
По всем вопросам обращаться по номеру:
0559773181 
#кутстрой
#квартиры
#районбишкекпарка
#элитка
#золотойквадрат
","""42.8735""","""74.5917""",https://www.house.kg/details/96716206056dbda4fd7c6-22778022
