Общая площадь,Цена,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
60.0,54500.0,74.6351,,42.814,2.0,14.0,индивид. планировка,12.0,,,,,от агента
104.0,85000.0,74.6353,,42.8149,3.0,9.0,106 серия,1.0,,,,,от агента
42.0,33500.0,74.5687,,42.8374,2.0,3.0,хрущевка,2.0,,,,,от агента
85.0,88000.0,74.5929,,42.8657,2.0,10.0,элитка,4.0,2017.0,,,,от агента
50.0,44500.0,74.5842,,42.8159,2.0,9.0,индивид. планировка,8.0,,,,,от агента
87.0,68000.0,74.5648,,42.8421,2.0,9.0,индивид. планировка,9.0,,,,,от агента
71.0,80000.0,74.6003,,42.8822,2.0,16.0,элитка,15.0,2017.0,,,центральное,от агента
69.0,36000.0,74.6226,,42.8855,2.0,12.0,индивид. планировка,12.0,,,,,от агента
86.0,82000.0,74.6214,,42.8295,2.0,10.0,элитка,8.0,,,,центральное,от агента
51.0,41310.0,74.6162,,42.8188,1.0,9.0,элитка,3.0,2021.0,,,центральное,от агента
104.0,92500.0,74.5924,евроремонт,42.865,3.0,10.0,элитка,8.0,2016.0,раздельный,полностью меблирована,центральное,от собственника
57.0,70000.0,74.6287,евроремонт,42.8309,3.0,4.0,104 серия улучшенная,3.0,2001.0,совмещенный,полностью меблирована,центральное,от собственника
58.0,45000.0,74.6056,хорошее,42.8609,3.0,4.0,104 серия,4.0,1999.0,совмещенный,частично меблирована,центральное,от собственника
80.0,68000.0,74.6134,евроремонт,42.8303,2.0,4.0,элитка,3.0,2018.0,2 с/у и более,частично меблирована,центральное,от собственника
53.0,55500.0,74.63,,42.8181,2.0,9.0,106 серия,5.0,1990.0,,,центральное,от агента
75.0,56500.0,74.632,,42.8717,3.0,9.0,элитка,4.0,,,,центральное,от собственника
45.0,35500.0,74.5883,евроремонт,42.8626,1.0,12.0,элитка,9.0,2019.0,раздельный,пустая,,от агента
76.0,58000.0,74.5686,евроремонт,42.8389,2.0,10.0,элитка,4.0,2018.0,2 с/у и более,частично меблирована,центральное,от собственника
70.0,40500.0,74.6321,хорошее,42.846,2.0,9.0,106 серия улучшенная,9.0,,раздельный,частично меблирована,электрическое,от агента
75.0,61500.0,74.5817,хорошее,42.8683,4.0,5.0,индивид. планировка,1.0,1990.0,совмещенный,частично меблирована,центральное,от агента
75.0,65000.0,74.611,евроремонт,42.8576,2.0,10.0,элитка,2.0,2018.0,раздельный,пустая,центральное,от собственника
61.0,46000.0,74.6424,хорошее,42.8454,2.0,12.0,элитка,3.0,2018.0,раздельный,частично меблирована,электрическое,от агента
45.0,33500.0,74.6324,хорошее,42.8685,1.0,9.0,106 серия улучшенная,2.0,2020.0,совмещенный,частично меблирована,центральное,от агента
68.0,65000.0,74.6137,евроремонт,42.8582,4.0,4.0,индивид. планировка,3.0,,совмещенный,частично меблирована,центральное,от агента
61.0,57100.0,74.5806,евроремонт,42.8743,3.0,5.0,106 серия,5.0,,раздельный,,центральное,от собственника
39.0,34000.0,74.6268,евроремонт,42.8131,1.0,11.0,элитка,3.0,2018.0,совмещенный,пустая,на газе,от собственника
38.0,33000.0,74.6248,хорошее,42.8138,1.0,10.0,элитка,2.0,2020.0,совмещенный,пустая,автономное,от собственника
47.0,43000.0,74.6248,евроремонт,42.8138,1.0,10.0,элитка,2.0,2018.0,совмещенный,полностью меблирована,на газе,от собственника
50.0,37000.0,74.5884,черновая отделка,42.8545,1.0,10.0,элитка,8.0,2018.0,,пустая,центральное,от агента
56.0,46000.0,74.5842,черновая отделка,42.8229,1.0,12.0,элитка,2.0,2020.0,совмещенный,пустая,,от собственника
81.0,83000.0,74.6268,евроремонт,42.8131,3.0,11.0,элитка,3.0,2018.0,раздельный,пустая,на газе,от агента
107.0,63000.0,74.6278,хорошее,42.8329,3.0,9.0,индивид. планировка,9.0,2012.0,совмещенный,частично меблирована,центральное,от агента
70.0,73500.0,74.5861,евроремонт,42.9112,2.0,10.0,элитка,4.0,2016.0,раздельный,полностью меблирована,центральное,от агента
57.0,20000.0,74.6799,под самоотделку (псо),42.8812,2.0,9.0,элитка,9.0,,раздельный,,центральное,от собственника
105.0,125000.0,74.611,евроремонт,42.8577,3.0,10.0,элитка,6.0,,раздельный,полностью меблирована,центральное,от собственника
65.0,65000.0,74.5836,евроремонт,42.8782,1.0,12.0,элитка,2.0,2017.0,совмещенный,полностью меблирована,центральное,от собственника
34.0,26900.0,74.616,,42.8495,1.0,9.0,105 серия,6.0,,,частично меблирована,центральное,от собственника
42.0,38000.0,74.6327,хорошее,42.8697,1.0,9.0,индивид. планировка,4.0,2019.0,совмещенный,частично меблирована,центральное,от собственника
84.0,60000.0,74.632,,42.8357,3.0,10.0,элитка,1.0,,,,,от агента
60.0,40000.0,74.5664,,42.835,2.0,6.0,элитка,2.0,2018.0,,,электрическое,от собственника
51.0,39500.0,74.5671,,42.8463,2.0,13.0,элитка,13.0,2019.0,,,центральное,от собственника
43.0,30000.0,74.689,,42.8544,1.0,9.0,106 серия,4.0,,,,центральное,от собственника
122.0,86620.0,74.6134,,42.8187,3.0,14.0,элитка,5.0,2019.0,,,центральное,от собственника
89.0,67640.0,74.5822,,42.8403,3.0,12.0,элитка,11.0,2018.0,,,центральное,от собственника
86.0,53000.0,74.5786,,42.8833,3.0,10.0,элитка,8.0,2020.0,,,на газе,от собственника
39.0,26520.0,74.6134,,42.8592,2.0,15.0,элитка,5.0,2020.0,,,,от собственника
87.0,71340.0,74.5934,,42.8738,3.0,14.0,элитка,10.0,,,,центральное,от собственника
113.0,71200.0,74.632,,42.8717,3.0,9.0,элитка,7.0,2020.0,,,центральное,от собственника
90.0,65000.0,74.6736,,42.8545,3.0,10.0,элитка,5.0,2016.0,,,центральное,от собственника
63.0,39500.0,74.6358,,42.8686,2.0,9.0,элитка,4.0,2021.0,,,центральное,от собственника
108.0,54000.0,74.6438,,42.8401,3.0,10.0,элитка,10.0,2020.0,,,центральное,от собственника
278.0,186260.0,74.6134,,42.8187,6.0,14.0,элитка,13.0,2019.0,,,центральное,от собственника
63.0,49000.0,74.6736,,42.8545,2.0,10.0,элитка,9.0,2016.0,,,центральное,от собственника
53.0,38500.0,74.632,,42.8717,2.0,5.0,105 серия,4.0,,,,центральное,от собственника
56.0,43000.0,74.6337,,42.8428,2.0,10.0,элитка,5.0,,,,электрическое,от собственника
44.0,26500.0,74.5664,,42.835,1.0,9.0,105 серия,5.0,,,,электрическое,от собственника
109.0,62000.0,74.5913,,42.8658,3.0,10.0,элитка,8.0,2020.0,,,центральное,от собственника
38.0,38000.0,74.5822,,42.8403,1.0,12.0,элитка,8.0,2018.0,,,центральное,от собственника
89.0,52700.0,74.5883,,42.8626,3.0,12.0,элитка,6.0,2019.0,,,,от собственника
100.0,90000.0,74.6003,,42.8822,3.0,16.0,элитка,11.0,2017.0,,,центральное,от собственника
43.0,35000.0,74.6319,,42.8501,2.0,5.0,104 серия,4.0,,,,центральное,от собственника
87.0,66500.0,74.6085,,42.8502,2.0,12.0,элитка,9.0,2018.0,,,центральное,от собственника
58.0,35000.0,74.6358,,42.8686,1.0,9.0,элитка,6.0,2021.0,,,центральное,от собственника
45.0,33750.0,74.6162,,42.8188,1.0,8.0,элитка,5.0,2021.0,,,центральное,от собственника
133.0,74000.0,74.6029,,42.871,3.0,13.0,элитка,13.0,,,,центральное,от собственника
83.0,46900.0,74.5861,,42.8258,2.0,12.0,элитка,9.0,2020.0,,,центральное,от собственника
45.0,30150.0,74.586,,42.8277,1.0,14.0,элитка,4.0,2021.0,,,,от собственника
84.0,57000.0,74.6412,,42.8465,3.0,9.0,106 серия улучшенная,6.0,2020.0,,,электрическое,от собственника
175.0,187000.0,74.6004,,42.8833,6.0,7.0,элитка,6.0,,,,центральное,от собственника
61.0,42000.0,74.5769,,42.8289,2.0,12.0,элитка,3.0,2018.0,,,,от собственника
64.0,51500.0,74.5656,,42.8303,2.0,12.0,элитка,11.0,2019.0,,,,от собственника
43.0,35000.0,74.626,,42.8237,1.0,9.0,106 серия,7.0,,,,центральное,от собственника
113.0,130000.0,74.6248,,42.8186,4.0,10.0,элитка,10.0,,,,центральное,от собственника
55.0,34600.0,74.564,,42.842,2.0,9.0,элитка,4.0,2020.0,,,центральное,от собственника
52.0,40000.0,74.6145,,42.8679,1.0,14.0,элитка,10.0,,,,,от собственника
123.0,82410.0,74.6087,,42.8443,3.0,14.0,элитка,10.0,2019.0,,,центральное,от собственника
47.0,45500.0,74.6143,,42.835,2.0,9.0,элитка,9.0,,,,на газе,от собственника
107.0,58920.0,74.5789,,42.8311,3.0,9.0,элитка,7.0,2021.0,,,,от собственника
101.0,70000.0,74.6087,,42.8443,3.0,14.0,элитка,11.0,2019.0,,,центральное,от собственника
68.0,45500.0,74.6361,,42.8116,2.0,9.0,элитка,4.0,2019.0,,,,от собственника
110.0,110000.0,74.585,,42.8767,3.0,10.0,элитка,3.0,,,,центральное,от собственника
97.0,72750.0,74.5841,,42.8228,2.0,12.0,элитка,2.0,2020.0,,,,от собственника
83.0,62250.0,74.6168,,42.829,2.0,12.0,элитка,2.0,2020.0,,,центральное,от собственника
33.0,26500.0,74.6844,,42.8771,1.0,5.0,105 серия,3.0,,,,центральное,от собственника
85.0,89000.0,74.5822,,42.8403,3.0,12.0,элитка,6.0,2018.0,,,центральное,от собственника
50.0,34500.0,74.5939,,42.8656,1.0,10.0,элитка,9.0,2020.0,,,центральное,от собственника
97.0,72750.0,74.5813,,42.8393,2.0,10.0,элитка,3.0,2020.0,,,центральное,от собственника
146.0,69000.0,74.592,,42.8849,4.0,8.0,элитка,7.0,2015.0,,,центральное,от собственника
92.0,69000.0,74.6321,,42.8317,3.0,12.0,элитка,2.0,2017.0,,,центральное,от собственника
45.0,31000.0,74.632,,42.8717,1.0,9.0,106 серия улучшенная,3.0,,,,центральное,от собственника
105.0,69000.0,74.6125,,42.8823,3.0,7.0,элитка,7.0,,,,,от собственника
56.0,47600.0,74.5853,,42.8712,1.0,15.0,элитка,13.0,,,,центральное,от собственника
75.0,63750.0,74.5846,,42.8739,2.0,15.0,элитка,12.0,,,,центральное,от собственника
177.0,180000.0,74.6814,евроремонт,42.8594,6.0,10.0,элитка,9.0,2019.0,2 с/у и более,частично меблирована,центральное,от собственника
75.0,55500.0,74.5866,евроремонт,42.8474,2.0,9.0,элитка,2.0,,2 с/у и более,полностью меблирована,центральное,от собственника
77.0,49500.0,74.6843,евроремонт,42.8775,2.0,9.0,индивид. планировка,5.0,2017.0,раздельный,пустая,центральное,от собственника
46.4,27500.0,74.6145,хорошее,42.8484,1.0,9.0,105 серия,6.0,1986.0,совмещенный,частично меблирована,центральное,от собственника
74.0,67000.0,74.6214,среднее,42.8204,3.0,17.0,индивид. планировка,2.0,1995.0,раздельный,частично меблирована,центральное,от собственника
40.0,27800.0,74.5883,под самоотделку (псо),42.8626,1.0,12.0,элитка,10.0,2019.0,,,центральное,от собственника
85.0,73500.0,74.6019,хорошее,42.8433,3.0,10.0,элитка,3.0,,,полностью меблирована,,от агента
77.0,52000.0,74.5915,черновая отделка,42.8652,2.0,10.0,элитка,6.0,2018.0,раздельный,,центральное,от собственника
71.0,48000.0,74.5915,под самоотделку (псо),42.8652,2.0,10.0,элитка,9.0,2018.0,раздельный,,центральное,от собственника
48.0,85000.0,74.6101,среднее,42.8294,3.0,4.0,105 серия,1.0,,раздельный,пустая,центральное,от собственника
72.0,63000.0,74.5901,под самоотделку (псо),42.873,2.0,17.0,элитка,3.0,2018.0,,,центральное,от собственника
48.0,36000.0,74.5928,под самоотделку (псо),42.8716,1.0,14.0,элитка,8.0,2020.0,,,центральное,от собственника
36.0,32000.0,74.6345,хорошее,42.8682,1.0,9.0,105 серия,2.0,,совмещенный,частично меблирована,центральное,от собственника
90.0,61000.0,74.6736,евроремонт,42.8545,3.0,10.0,элитка,8.0,,раздельный,пустая,центральное,от собственника
111.0,97000.0,74.6258,евроремонт,42.8273,3.0,10.0,элитка,3.0,,,,,от собственника
145.0,114000.0,74.5813,хорошее,42.8756,4.0,10.0,элитка,9.0,,раздельный,частично меблирована,,от собственника
110.0,90000.0,74.6139,хорошее,42.8227,3.0,10.0,элитка,5.0,2013.0,,,,от собственника
107.0,115000.0,74.6038,хорошее,42.8193,3.0,9.0,элитка,8.0,2011.0,раздельный,полностью меблирована,на газе,от собственника
85.0,89000.0,74.5822,,42.8403,3.0,12.0,элитка,6.0,2018.0,,,центральное,от собственника
100.0,66500.0,74.5658,евроремонт,42.8352,3.0,9.0,106 серия улучшенная,2.0,,,,центральное,от собственника
140.0,113000.0,74.5738,хорошее,42.8798,4.0,10.0,элитка,8.0,,,полностью меблирована,,от собственника
150.0,110000.0,74.622,хорошее,42.8348,3.0,9.0,элитка,8.0,,,,,от собственника
126.0,158000.0,74.5648,евроремонт,42.835,3.0,4.0,индивид. планировка,2.0,,,,,от собственника
76.0,101000.0,74.5991,евроремонт,42.881,3.0,12.0,элитка,8.0,2018.0,,,центральное,от собственника
77.0,38500.0,74.577,под самоотделку (псо),42.8682,2.0,14.0,элитка,11.0,2019.0,раздельный,,центральное,от собственника
72.0,55000.0,74.6007,,42.8306,3.0,5.0,104 серия,5.0,1973.0,,,центральное,от собственника
46.0,38500.0,74.6376,евроремонт,42.8159,1.0,10.0,элитка,2.0,,раздельный,полностью меблирована,центральное,от собственника
170.0,99900.0,74.6093,евроремонт,42.874,3.0,9.0,элитка,5.0,,,,центральное,от агента
70.0,44000.0,74.6338,евроремонт,42.8447,2.0,9.0,106 серия улучшенная,9.0,2018.0,раздельный,частично меблирована,электрическое,от собственника
177.0,180000.0,74.6817,евроремонт,42.8587,6.0,10.0,элитка,9.0,,2 с/у и более,полностью меблирована,центральное,от собственника
39.0,32500.0,74.6248,хорошее,42.8138,1.0,10.0,элитка,2.0,,совмещенный,частично меблирована,на газе,от собственника
81.0,83500.0,74.6268,хорошее,42.8131,3.0,11.0,элитка,3.0,,раздельный,частично меблирована,на газе,от собственника
103.0,51800.0,74.6335,хорошее,42.8454,3.0,9.0,106 серия улучшенная,4.0,2014.0,раздельный,,электрическое,от собственника
64.0,58000.0,74.6122,хорошее,42.8657,3.0,9.0,106 серия,8.0,,раздельный,частично меблирована,центральное,от собственника
178.0,128000.0,74.6171,евроремонт,42.8255,5.0,6.0,индивид. планировка,5.0,1999.0,2 с/у и более,полностью меблирована,центральное,от агента
55.0,40900.0,74.5669,евроремонт,42.836,2.0,9.0,106 серия улучшенная,2.0,,раздельный,частично меблирована,центральное,от собственника
45.0,30500.0,74.5651,,42.8427,1.0,9.0,106 серия улучшенная,1.0,,,,центральное,от агента
34.0,28500.0,74.5651,,42.8426,1.0,9.0,105 серия,1.0,,,,,от собственника
58.0,36500.0,74.5928,хорошее,42.8449,3.0,4.0,хрущевка,4.0,,совмещенный,,центральное,от агента
130.0,94000.0,74.5925,,42.8578,3.0,9.0,элитка,6.0,2017.0,,,центральное,от агента
80.0,76000.0,74.6192,хорошее,42.8221,3.0,9.0,106 серия,6.0,,,полностью меблирована,центральное,от агента
122.0,115000.0,74.5889,евроремонт,42.8758,3.0,12.0,индивид. планировка,4.0,,2 с/у и более,,центральное,от агента
38.0,34800.0,74.6268,евроремонт,42.8131,1.0,11.0,элитка,3.0,2018.0,,,на газе,от агента
54.0,42500.0,74.5658,хорошее,42.8419,2.0,9.0,106 серия,1.0,,,полностью меблирована,центральное,от агента
77.0,44000.0,74.581,,42.8438,2.0,13.0,элитка,10.0,,совмещенный,пустая,электрическое,от собственника
35.0,26000.0,74.6,требует ремонта,42.831,1.0,5.0,105 серия,5.0,,,,центральное,от агента
18.0,11500.0,74.6501,хорошее,42.8557,1.0,2.0,индивид. планировка,1.0,,совмещенный,,на газе,от агента
120.0,94000.0,74.5913,евроремонт,42.8644,3.0,9.0,элитка,6.0,2017.0,,,центральное,от агента
32.0,37000.0,74.6223,хорошее,42.8854,2.0,12.0,индивид. планировка,6.0,1990.0,совмещенный,пустая,центральное,от агента
34.0,28500.0,74.5627,хорошее,42.8437,1.0,9.0,105 серия,5.0,,,пустая,центральное,от агента
18.0,15000.0,74.6235,хорошее,42.8355,1.0,5.0,малосемейка,5.0,1980.0,раздельный,пустая,центральное,от агента
45.0,44000.0,74.5866,хорошее,42.8678,2.0,5.0,индивид. планировка,3.0,,совмещенный,пустая,центральное,от агента
62.0,42000.0,74.6236,хорошее,42.871,2.0,9.0,106 серия,1.0,,раздельный,,центральное,от агента
140.0,97000.0,74.6119,евроремонт,42.8359,4.0,4.0,индивид. планировка,3.0,,,полностью меблирована,центральное,от собственника
180.0,116000.0,74.617,хорошее,42.8741,3.0,10.0,элитка,4.0,2016.0,,частично меблирована,автономное,от собственника
70.0,70000.0,74.6092,,42.8564,2.0,14.0,элитка,5.0,2022.0,,,центральное,от собственника
67.0,68000.0,74.5649,евроремонт,42.8302,2.0,11.0,106 серия улучшенная,11.0,,раздельный,частично меблирована,центральное,от собственника
80.0,54000.0,74.6251,хорошее,42.8553,4.0,9.0,105 серия улучшенная,5.0,1994.0,раздельный,полностью меблирована,центральное,от собственника
132.0,130000.0,74.5922,евроремонт,42.8813,4.0,9.0,элитка,7.0,,,полностью меблирована,на газе,от собственника
58.0,42000.0,74.6225,требует ремонта,42.8296,3.0,4.0,104 серия,4.0,,совмещенный,пустая,центральное,от агента
34.0,29000.0,74.6882,хорошее,42.8545,1.0,9.0,105 серия,4.0,,,,центральное,от агента
36.0,34000.0,74.6162,требует ремонта,42.8333,1.0,9.0,106 серия,7.0,,,,центральное,от агента
68.0,53600.0,74.5648,евроремонт,42.8385,2.0,9.0,элитка,4.0,,совмещенный,частично меблирована,центральное,от собственника
39.0,20696.0,74.6005,под самоотделку (псо),42.8485,1.0,12.0,элитка,3.0,,совмещенный,пустая,центральное,от собственника
92.0,67000.0,74.6861,хорошее,42.8801,3.0,11.0,элитка,6.0,2017.0,совмещенный,частично меблирована,центральное,от собственника
93.0,49351.0,74.6014,под самоотделку (псо),42.8452,3.0,12.0,элитка,2.0,2022.0,раздельный,пустая,центральное,от собственника
39.0,30000.0,74.6114,хорошее,42.8302,1.0,5.0,104 серия,2.0,,совмещенный,частично меблирована,центральное,от собственника
153.0,110000.0,74.6115,хорошее,42.8745,3.0,12.0,элитка,2.0,,,частично меблирована,центральное,от собственника
120.0,115000.0,74.6117,хорошее,42.833,4.0,9.0,элитка,5.0,,2 с/у и более,полностью меблирована,центральное,от собственника
91.1,58000.0,74.5918,под самоотделку (псо),42.8656,3.0,10.0,элитка,5.0,2015.0,раздельный,пустая,центральное,от собственника
77.0,55000.0,74.5978,под самоотделку (псо),42.8607,2.0,11.0,элитка,6.0,,,,центральное,от агента
166.0,110000.0,74.5817,евроремонт,42.8746,3.0,7.0,элитка,2.0,2005.0,2 с/у и более,пустая,центральное,от собственника
47.58,31200.0,74.5917,под самоотделку (псо),42.8655,1.0,10.0,элитка,3.0,,,,центральное,от собственника
43.0,39000.0,74.6265,среднее,42.8375,2.0,4.0,104 серия,2.0,,совмещенный,частично меблирована,центральное,от собственника
93.0,49351.0,74.6004,под самоотделку (псо),42.8483,3.0,12.0,элитка,2.0,2022.0,раздельный,пустая,центральное,от собственника
56.0,34000.0,74.62,хорошее,42.9201,3.0,4.0,сталинка,2.0,1960.0,раздельный,полностью меблирована,центральное,от собственника
58.0,38000.0,74.5709,евроремонт,42.8706,3.0,5.0,104 серия,5.0,,совмещенный,частично меблирована,центральное,от собственника
56.0,50000.0,74.6957,евроремонт,42.874,3.0,4.0,индивид. планировка,2.0,,совмещенный,частично меблирована,центральное,от собственника
62.0,34100.0,74.6811,под самоотделку (псо),42.8812,2.0,9.0,106 серия улучшенная,6.0,2022.0,раздельный,,центральное,от собственника
50.0,36500.0,74.5939,под самоотделку (псо),42.8656,1.0,10.0,элитка,9.0,2020.0,,,центральное,от собственника
68.0,48500.0,74.6323,евроремонт,42.846,2.0,9.0,106 серия улучшенная,6.0,2014.0,раздельный,полностью меблирована,электрическое,от собственника
118.0,106200.0,74.6096,под самоотделку (псо),42.8733,3.0,7.0,индивид. планировка,5.0,2022.0,раздельный,,центральное,от собственника
80.0,38500.0,74.6914,хорошее,42.8783,3.0,5.0,индивид. планировка,5.0,,раздельный,частично меблирована,центральное,от собственника
30.0,25000.0,74.567,евроремонт,42.8833,1.0,3.0,элитка,2.0,2017.0,совмещенный,полностью меблирована,электрическое,от агента
91.0,65000.0,74.5939,под самоотделку (псо),42.8656,3.0,10.0,элитка,7.0,2020.0,совмещенный,пустая,центральное,от агента
130.0,78000.0,74.5794,под самоотделку (псо),42.8407,4.0,10.0,элитка,9.0,2018.0,2 с/у и более,,автономное,от собственника
64.0,41600.0,74.5795,под самоотделку (псо),42.8403,2.0,9.0,элитка,2.0,2018.0,раздельный,пустая,на газе,от собственника
95.0,65000.0,74.5688,,42.8297,2.0,10.0,хрущевка,8.0,,,полностью меблирована,,от агента
122.0,115000.0,74.5889,,42.8818,3.0,12.0,элитка,4.0,,,,центральное,от собственника
250.0,215000.0,74.6179,,42.8287,6.0,11.0,пентхаус,10.0,,,,центральное,от собственника
109.0,69000.0,74.637,,42.814,3.0,9.0,элитка,3.0,2020.0,,,центральное,от собственника
91.0,54500.0,74.6335,под самоотделку (псо),42.8422,3.0,9.0,элитка,2.0,2021.0,раздельный,,центральное,от собственника
95.0,45600.0,74.643,под самоотделку (псо),42.8393,3.0,9.0,элитка,1.0,2020.0,,,автономное,от собственника
83.0,73000.0,74.6182,евроремонт,42.8823,3.0,9.0,элитка,4.0,,раздельный,,центральное,от собственника
56.0,50000.0,74.6006,евроремонт,42.8645,2.0,15.0,элитка,9.0,2018.0,совмещенный,полностью меблирована,центральное,от собственника
107.0,58850.0,74.6365,под самоотделку (псо),42.8758,2.0,14.0,элитка,13.0,,2 с/у и более,,центральное,от собственника
63.0,62000.0,74.6879,хорошее,42.8535,2.0,12.0,элитка,4.0,2019.0,2 с/у и более,полностью меблирована,центральное,от собственника
83.0,61000.0,74.5848,евроремонт,42.8439,3.0,7.0,элитка,3.0,,,,центральное,от агента
82.0,30000.0,74.5922,хорошее,42.8484,2.0,9.0,элитка,2.0,2020.0,раздельный,частично меблирована,,от собственника
43.0,39000.0,74.6051,хорошее,42.8416,2.0,4.0,хрущевка,3.0,1964.0,совмещенный,частично меблирована,центральное,от собственника
132.0,95000.0,74.5845,,42.8682,4.0,15.0,элитка,10.0,2021.0,,,центральное,от собственника
30.0,25000.0,74.5856,хорошее,42.8437,1.0,12.0,элитка,4.0,2015.0,,,центральное,от собственника
76.0,46500.0,74.6174,,42.8241,2.0,13.0,элитка,11.0,,,,,от собственника
68.0,43000.0,74.5695,евроремонт,42.8066,2.0,9.0,106 серия улучшенная,9.0,2019.0,раздельный,частично меблирована,центральное,от собственника
42.0,29500.0,74.6134,под самоотделку (псо),42.8592,1.0,15.0,элитка,4.0,,,,центральное,от агента
64.0,54500.0,74.6845,евроремонт,42.8773,3.0,5.0,105 серия,2.0,,2 с/у и более,полностью меблирована,центральное,от собственника
50.0,55000.0,74.6003,евроремонт,42.8822,2.0,16.0,элитка,8.0,,совмещенный,полностью меблирована,центральное,от собственника
137.0,185000.0,74.6167,хорошее,42.8254,4.0,12.0,элитка,6.0,2015.0,,,центральное,от собственника
120.0,105000.0,74.6165,хорошее,42.8244,3.0,8.0,индивид. планировка,8.0,,2 с/у и более,,,от собственника
124.0,115000.0,74.6221,хорошее,42.8323,3.0,10.0,элитка,9.0,,,,,от собственника
136.0,180000.0,74.582,евроремонт,42.8792,3.0,10.0,элитка,4.0,2015.0,совмещенный,,центральное,от собственника
43.0,37500.0,74.6097,хорошее,42.8595,2.0,3.0,индивид. планировка,2.0,,,частично меблирована,центральное,от собственника
94.0,108000.0,74.5973,евроремонт,42.8653,3.0,9.0,элитка,8.0,2017.0,раздельный,,центральное,от собственника
83.0,58000.0,74.6162,евроремонт,42.8674,3.0,9.0,106 серия,5.0,,раздельный,полностью меблирована,центральное,от собственника
64.0,41000.0,74.5795,под самоотделку (псо),42.8403,2.0,9.0,элитка,2.0,2018.0,совмещенный,пустая,на газе,от собственника
130.0,78000.0,74.5795,под самоотделку (псо),42.8403,4.0,9.0,элитка,9.0,2018.0,,пустая,на газе,от агента
133.0,126000.0,74.5814,евроремонт,42.8711,3.0,10.0,элитка,5.0,,2 с/у и более,,центральное,от собственника
42.32,22000.0,74.6912,под самоотделку (псо),42.8709,1.0,9.0,элитка,7.0,2022.0,раздельный,пустая,центральное,от собственника
109.0,90000.0,74.5644,евроремонт,42.8382,3.0,11.0,элитка,5.0,2016.0,2 с/у и более,полностью меблирована,центральное,от собственника
72.35,46000.0,74.5817,под самоотделку (псо),42.8821,2.0,12.0,элитка,10.0,2021.0,раздельный,пустая,центральное,от собственника
140.0,161000.0,74.5842,,42.8245,3.0,11.0,элитка,11.0,2017.0,,,электрическое,от собственника
94.0,42000.0,74.5323,хорошее,42.8885,3.0,3.0,индивид. планировка,2.0,2012.0,раздельный,частично меблирована,на газе,от собственника
44.0,28000.0,74.5914,хорошее,42.895,1.0,3.0,индивид. планировка,1.0,2018.0,совмещенный,полностью меблирована,на газе,от собственника
35.0,29300.0,74.5631,хорошее,42.8423,1.0,9.0,105 серия,8.0,,совмещенный,,центральное,от агента
40.0,29500.0,74.6929,евроремонт,42.8737,1.0,11.0,элитка,3.0,2019.0,раздельный,,центральное,от собственника
112.0,90000.0,74.625,евроремонт,42.8515,3.0,12.0,индивид. планировка,12.0,2014.0,раздельный,пустая,центральное,от собственника
64.0,69000.0,74.5662,евроремонт,42.8374,3.0,10.0,элитка,9.0,2018.0,,частично меблирована,электрическое,от собственника
89.0,60000.0,74.5638,хорошее,42.8457,3.0,6.0,индивид. планировка,2.0,1998.0,раздельный,частично меблирована,центральное,от собственника
155.0,110000.0,74.5937,евроремонт,42.8739,3.0,9.0,элитка,2.0,,2 с/у и более,,центральное,от собственника
91.0,60000.0,74.6205,хорошее,42.8211,3.0,18.0,106 серия,8.0,1991.0,раздельный,,центральное,от собственника
76.0,53000.0,74.6618,евроремонт,42.8797,4.0,4.0,индивид. планировка,1.0,,раздельный,частично меблирована,центральное,от собственника
60.0,53500.0,74.6115,хорошее,42.8332,3.0,5.0,индивид. планировка,5.0,,,частично меблирована,центральное,от собственника
87.6,135000.0,74.593,евроремонт,42.8725,3.0,12.0,элитка,8.0,2015.0,2 с/у и более,частично меблирована,центральное,от собственника
74.0,63000.0,74.6179,евроремонт,42.8245,3.0,9.0,106 серия,4.0,,,частично меблирована,центральное,от собственника
50.0,41000.0,74.625,,42.818,2.0,5.0,105 серия,5.0,,,,центральное,от собственника
39.0,34500.0,74.6268,евроремонт,42.8131,1.0,11.0,элитка,8.0,2018.0,раздельный,частично меблирована,на газе,от собственника
45.0,34000.0,74.5908,под самоотделку (псо),42.8438,1.0,12.0,элитка,4.0,2020.0,совмещенный,пустая,центральное,от собственника
67.0,57000.0,74.6307,евроремонт,42.8122,2.0,10.0,элитка,6.0,2020.0,совмещенный,полностью меблирована,автономное,от собственника
84.0,50000.0,74.6372,под самоотделку (псо),42.8153,2.0,14.0,элитка,2.0,2017.0,,,центральное,от собственника
40.0,36500.0,74.567,евроремонт,42.8302,1.0,13.0,элитка,4.0,2017.0,совмещенный,частично меблирована,центральное,от собственника
100.0,85000.0,74.5941,под самоотделку (псо),42.8555,3.0,3.0,элитка,1.0,2020.0,,,,от собственника
35.0,31700.0,74.62,хорошее,42.8698,1.0,5.0,105 серия,2.0,,совмещенный,полностью меблирована,центральное,от собственника
67.0,56000.0,74.6347,евроремонт,42.8423,2.0,9.0,106 серия,7.0,,раздельный,пустая,центральное,от собственника
