Общая площадь,Цена,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
31.0,16000.0,74.5562,хорошее,42.8884,1.0,6.0,индивид. планировка,1.0,2019.0,совмещенный,пустая,электрическое,от агента
45.0,33500.0,74.5876,среднее,42.8548,2.0,4.0,104 серия,3.0,1977.0,совмещенный,пустая,центральное,от агента
125.0,90000.0,74.6128,евроремонт,42.8239,3.0,12.0,элитка,3.0,2018.0,2 с/у и более,частично меблирована,электрическое,от собственника
45.0,43000.0,74.6361,хорошее,42.8116,1.0,9.0,элитка,3.0,,совмещенный,полностью меблирована,центральное,от собственника
32.0,26000.0,74.5917,хорошее,42.8951,2.0,3.0,индивид. планировка,1.0,2017.0,совмещенный,пустая,центральное,от собственника
46.0,37500.0,74.6034,хорошее,42.8353,2.0,4.0,104 серия,2.0,,совмещенный,частично меблирована,центральное,от собственника
82.0,72000.0,74.595,,42.8791,2.0,10.0,элитка,7.0,2017.0,,,,от собственника
32.0,35000.0,74.6284,хорошее,42.8189,1.0,4.0,104 серия улучшенная,2.0,1974.0,совмещенный,полностью меблирована,центральное,от агента
68.0,52000.0,74.606,требует ремонта,42.8828,3.0,2.0,сталинка,1.0,,раздельный,пустая,центральное,от собственника
91.0,75000.0,74.5883,,42.8288,3.0,10.0,элитка,5.0,,,,центральное,от собственника
47.0,22000.0,74.5449,,42.8583,2.0,10.0,элитка,10.0,,,,центральное,от агента
57.0,24000.0,74.5449,,42.8583,2.0,10.0,элитка,6.0,,,,центральное,от агента
48.0,27000.0,74.5244,,42.8801,2.0,3.0,105 серия,2.0,,,,центральное,от агента
45.0,36500.0,74.6116,,42.8309,2.0,4.0,104 серия,4.0,,,,центральное,от собственника
138.6,155000.0,74.6023,евроремонт,42.865,4.0,10.0,элитка,7.0,2015.0,2 с/у и более,частично меблирована,центральное,от собственника
105.0,65000.0,74.5684,черновая отделка,42.8314,3.0,12.0,элитка,3.0,2015.0,2 с/у и более,,центральное,от собственника
61.0,41000.0,74.6839,среднее,42.8791,3.0,5.0,105 серия,5.0,,раздельный,частично меблирована,центральное,от агента
33.0,29000.0,74.6909,хорошее,42.8748,1.0,9.0,105 серия,3.0,,совмещенный,частично меблирована,центральное,от агента
49.0,43500.0,74.567,хорошее,42.8302,2.0,13.0,элитка,9.0,2016.0,совмещенный,полностью меблирована,центральное,от агента
62.0,44500.0,74.6865,хорошее,42.8536,3.0,9.0,105 серия,1.0,,раздельный,,центральное,от агента
46.0,36500.0,74.6128,хорошее,42.8611,2.0,4.0,104 серия,1.0,,совмещенный,полностью меблирована,центральное,от агента
32.0,31000.0,74.6136,хорошее,42.8346,1.0,4.0,104 серия,1.0,,,,,от собственника
76.0,76500.0,74.5843,,42.871,3.0,5.0,индивид. планировка,3.0,,,,центральное,от агента
62.0,52000.0,74.6362,,42.875,4.0,9.0,105 серия,2.0,,,,,от агента
112.0,88500.0,74.5772,евроремонт,42.8419,3.0,11.0,элитка,10.0,2016.0,2 с/у и более,,центральное,от агента
82.0,82000.0,74.6224,евроремонт,42.8293,3.0,8.0,элитка,2.0,,раздельный,полностью меблирована,центральное,от агента
33.0,36000.0,74.5836,,42.8838,1.0,10.0,элитка,9.0,2018.0,,,центральное,от агента
30.0,23800.0,74.5847,среднее,42.8449,1.0,4.0,хрущевка,1.0,,совмещенный,,центральное,от агента
116.0,62500.0,74.5635,,42.8539,3.0,14.0,элитка,8.0,2019.0,,,центральное,от агента
64.0,46720.0,74.5864,,42.8384,2.0,14.0,элитка,8.0,2022.0,,,,от собственника
62.0,36000.0,74.6815,под самоотделку (псо),42.8585,2.0,7.0,элитка,2.0,2020.0,,,,от собственника
52.0,52500.0,74.6381,хорошее,42.8128,2.0,9.0,106 серия,7.0,1991.0,раздельный,частично меблирована,центральное,от собственника
42.0,33500.0,74.6229,,42.8395,2.0,4.0,104 серия,1.0,,,,центральное,от собственника
72.0,55500.0,74.5998,под самоотделку (псо),42.865,2.0,12.0,элитка,4.0,2018.0,,,центральное,от собственника
63.0,47000.0,74.5998,под самоотделку (псо),42.865,2.0,12.0,элитка,4.0,2018.0,,,центральное,от собственника
42.0,28800.0,74.6298,хорошее,42.884,1.0,9.0,106 серия улучшенная,5.0,,совмещенный,,центральное,от агента
53.0,44000.0,74.6338,,42.8445,2.0,9.0,106 серия улучшенная,7.0,,,,электрическое,от агента
65.0,65000.0,74.5824,,42.8392,2.0,12.0,элитка,7.0,2017.0,,,центральное,от собственника
140.0,90000.0,74.5657,,42.8435,3.0,5.0,индивид. планировка,3.0,,,,,от собственника
44.0,38000.0,74.6028,,42.8649,1.0,10.0,элитка,9.0,,,,центральное,от собственника
52.0,41000.0,74.6155,,42.8664,2.0,9.0,106 серия,8.0,,,,центральное,от собственника
120.0,93500.0,74.6322,евроремонт,42.8249,3.0,10.0,элитка,2.0,,,,центральное,от агента
65.0,42000.0,74.6405,,42.8346,2.0,9.0,106 серия улучшенная,4.0,,,,,от собственника
36.0,34800.0,74.6274,,42.8254,1.0,9.0,106 серия,7.0,,,,центральное,от собственника
80.0,59500.0,74.6221,хорошее,42.8714,3.0,9.0,106 серия улучшенная,4.0,,,,центральное,от собственника
44.0,34000.0,74.6322,,42.8412,1.0,12.0,элитка,6.0,2021.0,,,,от собственника
67.0,67000.0,74.5884,,42.8767,2.0,10.0,индивид. планировка,9.0,,,,центральное,от собственника
112.0,79000.0,74.6322,,42.8412,3.0,12.0,элитка,12.0,2021.0,,,центральное,от собственника
85.0,77000.0,74.6032,хорошее,42.8807,3.0,4.0,индивид. планировка,3.0,,,,центральное,от собственника
200.0,173000.0,74.5838,,42.8753,4.0,10.0,элитка,6.0,2018.0,,,центральное,от собственника
118.0,114000.0,74.6003,,42.8822,3.0,10.0,элитка,2.0,2017.0,,,центральное,от собственника
110.0,81000.0,74.5769,,42.8289,3.0,12.0,элитка,8.0,2018.0,,,автономное,от собственника
101.0,68000.0,74.5869,,42.8264,2.0,12.0,элитка,5.0,2016.0,,,центральное,от собственника
30.0,18900.0,74.5364,,42.8641,1.0,9.0,сталинка,8.0,,,,электрическое,от собственника
65.0,61500.0,74.5998,,42.865,2.0,12.0,элитка,7.0,2018.0,,,центральное,от собственника
53.0,32000.0,74.632,,42.8852,1.0,9.0,106 серия улучшенная,1.0,,,,,от собственника
12.0,11500.0,74.5922,,42.8486,1.0,4.0,малосемейка,4.0,,,,центральное,от собственника
13.0,12500.0,74.6008,хорошее,42.8407,1.0,4.0,индивид. планировка,2.0,,,,центральное,от собственника
82.0,82000.0,74.6213,,42.8277,3.0,10.0,элитка,2.0,2015.0,,,центральное,от собственника
60.0,35000.0,74.5956,,42.8724,1.0,10.0,элитка,7.0,,,,,от агента
160.0,110000.0,74.5844,,42.873,3.0,7.0,элитка,7.0,,,,центральное,от собственника
112.0,89500.0,74.5772,,42.8419,3.0,11.0,элитка,10.0,,,,центральное,от собственника
60.0,46500.0,74.618,,42.8342,2.0,9.0,105 серия,9.0,,,,центральное,от собственника
62.0,44500.0,74.6247,требует ремонта,42.8351,3.0,5.0,индивид. планировка,1.0,1969.0,раздельный,частично меблирована,центральное,от агента
74.0,54500.0,74.5862,,42.8692,4.0,5.0,индивид. планировка,5.0,,,,,от агента
60.0,65000.0,74.585,,42.8777,1.0,9.0,элитка,2.0,,,,центральное,от собственника
78.0,42500.0,74.5561,,42.8744,3.0,4.0,индивид. планировка,1.0,,,,центральное,от агента
103.0,85000.0,74.5824,,42.8392,3.0,12.0,элитка,2.0,2017.0,,,центральное,от собственника
68.0,46500.0,74.6441,евроремонт,42.8431,2.0,10.0,106 серия улучшенная,9.0,,,,электрическое,от собственника
43.0,33500.0,74.5953,,42.8431,2.0,4.0,хрущевка,4.0,,,,центральное,от собственника
56.0,51500.0,74.634,,42.8509,2.0,12.0,элитка,5.0,2018.0,,,центральное,от собственника
91.0,60000.0,74.5813,под самоотделку (псо),42.8756,2.0,10.0,элитка,8.0,2020.0,,,центральное,от собственника
67.0,56000.0,74.6824,евроремонт,42.8554,2.0,9.0,элитка,2.0,2020.0,,,центральное,от собственника
48.0,41500.0,74.5909,требует ремонта,42.8772,2.0,5.0,индивид. планировка,4.0,,раздельный,пустая,центральное,от агента
98.0,44500.0,74.5437,,42.8519,3.0,9.0,106 серия,2.0,,,,центральное,от собственника
44.6,29500.0,74.6299,хорошее,42.8844,1.0,9.0,106 серия улучшенная,2.0,2016.0,совмещенный,частично меблирована,центральное,от агента
101.0,98000.0,74.5901,,42.873,3.0,16.0,элитка,12.0,2018.0,,,центральное,от агента
45.0,32300.0,74.6232,требует ремонта,42.8359,2.0,4.0,104 серия,3.0,1969.0,совмещенный,пустая,центральное,от агента
74.0,72000.0,74.6026,,42.8314,2.0,10.0,элитка,9.0,,,,центральное,от агента
56.0,44500.0,74.6334,,42.8452,2.0,10.0,106 серия улучшенная,5.0,,,,электрическое,от собственника
62.0,43000.0,74.5678,евроремонт,42.8471,2.0,12.0,элитка,6.0,,,,электрическое,от собственника
63.0,46000.0,74.6454,евроремонт,42.8126,2.0,9.0,106 серия улучшенная,2.0,,,,электрическое,от собственника
77.0,44500.0,74.5855,под самоотделку (псо),42.8266,2.0,12.0,элитка,10.0,2018.0,,,электрическое,от собственника
106.0,69500.0,74.6478,евроремонт,42.8151,4.0,9.0,106 серия улучшенная,2.0,2016.0,,,центральное,от собственника
105.0,103000.0,74.5688,,42.8455,3.0,14.0,элитка,14.0,2019.0,,,центральное,от собственника
100.0,67000.0,74.5652,евроремонт,42.8368,4.0,9.0,элитка,4.0,2017.0,,,центральное,от собственника
38.0,34800.0,74.6265,евроремонт,42.8148,1.0,10.0,элитка,2.0,2020.0,,,центральное,от собственника
73.0,59500.0,74.5998,под самоотделку (псо),42.865,2.0,12.0,элитка,4.0,2018.0,,,центральное,от собственника
102.0,87000.0,74.6314,,42.851,4.0,12.0,элитка,1.0,2019.0,2 с/у и более,,центральное,от собственника
33.0,33500.0,74.5882,хорошее,42.8703,1.0,9.0,индивид. планировка,3.0,,,,центральное,от собственника
126.0,63000.0,74.6152,,42.8852,4.0,2.0,индивид. планировка,1.0,2015.0,,,смешанное,от собственника
55.0,40900.0,74.5674,,42.8361,2.0,9.0,элитка,2.0,2019.0,,,,от собственника
95.0,46800.0,74.5945,,42.8716,2.0,16.0,элитка,13.0,2022.0,,,центральное,от собственника
187.0,150000.0,74.5778,,42.8426,5.0,6.0,элитка,5.0,,,,электрическое,от собственника
87.0,75008.0,74.6314,,42.851,3.0,12.0,элитка,3.0,2019.0,,,центральное,от собственника
103.0,87000.0,74.6314,,42.851,4.0,12.0,элитка,1.0,2019.0,,,центральное,от собственника
110.0,123000.0,74.6215,,42.8169,3.0,12.0,элитка,5.0,2017.0,,,,от собственника
130.0,180000.0,74.5855,евроремонт,42.88,4.0,8.0,элитка,4.0,2016.0,,,центральное,от собственника
164.0,210000.0,74.6149,,42.8228,4.0,15.0,элитка,8.0,2020.0,,,центральное,от собственника
146.0,142000.0,74.6023,евроремонт,42.8708,3.0,10.0,элитка,10.0,2014.0,раздельный,частично меблирована,центральное,от агента
58.0,36000.0,74.6261,требует ремонта,42.8856,3.0,13.0,индивид. планировка,12.0,1989.0,раздельный,частично меблирована,центральное,от агента
285.0,122550.0,74.5772,под самоотделку (псо),42.8679,,15.0,пентхаус,15.0,2018.0,раздельный,пустая,центральное,от собственника
36.0,27500.0,74.6904,евроремонт,42.8774,1.0,9.0,105 серия,8.0,,совмещенный,полностью меблирована,центральное,от агента
46.0,31500.0,74.5786,под самоотделку (псо),42.8833,2.0,10.0,элитка,3.0,,раздельный,,на газе,от собственника
40.0,33500.0,74.5817,евроремонт,42.8835,1.0,12.0,элитка,9.0,2020.0,совмещенный,,центральное,от собственника
46.0,24380.0,74.591,под самоотделку (псо),42.8249,1.0,9.0,108 серия,3.0,2022.0,совмещенный,пустая,автономное,от собственника
68.0,53900.0,74.6211,среднее,42.8733,3.0,9.0,106 серия,7.0,1989.0,раздельный,частично меблирована,центральное,от собственника
46.0,24380.0,74.6023,под самоотделку (псо),42.8236,1.0,9.0,108 серия,5.0,2021.0,совмещенный,,на газе,от агента
50.0,33800.0,74.5787,,42.8834,2.0,10.0,индивид. планировка,4.0,2021.0,раздельный,,на газе,от агента
61.0,61000.0,74.6238,хорошее,42.8662,3.0,9.0,105 серия,2.0,,раздельный,полностью меблирована,центральное,от агента
63.0,46500.0,74.6262,евроремонт,42.8378,2.0,9.0,индивид. планировка,9.0,1973.0,раздельный,частично меблирована,центральное,от агента
75.0,69000.0,74.6114,хорошее,42.8316,3.0,8.0,элитка,7.0,,раздельный,,центральное,от агента
178.0,320000.0,74.607,евроремонт,42.8672,4.0,11.0,элитка,9.0,,раздельный,полностью меблирована,центральное,от агента
19.0,13500.0,74.5578,среднее,42.873,1.0,2.0,индивид. планировка,1.0,,,полностью меблирована,центральное,от агента
68.0,41000.0,74.6408,евроремонт,42.8344,2.0,9.0,индивид. планировка,1.0,2015.0,раздельный,частично меблирована,электрическое,от агента
80.0,58000.0,74.6133,евроремонт,42.8584,4.0,9.0,105 серия,8.0,,раздельный,,центральное,от собственника
40.0,35000.0,74.5817,евроремонт,42.8835,1.0,12.0,элитка,6.0,2020.0,совмещенный,пустая,центральное,от собственника
70.0,46500.0,74.6859,хорошее,42.8548,3.0,5.0,индивид. планировка,2.0,,,,,от собственника
44.0,34000.0,74.6023,требует ремонта,42.8297,2.0,5.0,104 серия,1.0,,совмещенный,пустая,центральное,от собственника
55.0,55500.0,74.6117,хорошее,42.8695,3.0,5.0,индивид. планировка,5.0,,совмещенный,,,от агента
48.0,43500.0,74.6203,требует ремонта,42.8738,2.0,5.0,105 серия,4.0,,раздельный,частично меблирована,центральное,от собственника
87.0,44000.0,74.5661,хорошее,42.8392,2.0,13.0,пентхаус,13.0,,,пустая,,от собственника
35.0,26000.0,74.6889,среднее,42.854,1.0,9.0,105 серия,8.0,,совмещенный,пустая,центральное,от собственника
45.0,31500.0,74.5657,среднее,42.838,1.0,9.0,106 серия,1.0,,совмещенный,пустая,центральное,от собственника
110.0,66000.0,74.6168,хорошее,42.8664,4.0,9.0,106 серия,8.0,,совмещенный,,центральное,от собственника
53.0,34000.0,74.5748,требует ремонта,42.8732,3.0,5.0,индивид. планировка,1.0,,совмещенный,частично меблирована,центральное,от собственника
64.0,44000.0,74.6235,хорошее,42.8708,2.0,9.0,106 серия,1.0,,раздельный,полностью меблирована,центральное,от собственника
46.0,40000.0,74.6808,евроремонт,42.857,1.0,8.0,элитка,2.0,,раздельный,частично меблирована,центральное,от собственника
388.0,450000.0,74.6035,евроремонт,42.8673,6.0,11.0,элитка,10.0,,раздельный,частично меблирована,центральное,от собственника
26.0,13500.0,74.5288,хорошее,42.8746,1.0,3.0,индивид. планировка,1.0,,совмещенный,,электрическое,от собственника
70.0,51000.0,74.6207,евроремонт,42.8663,3.0,6.0,индивид. планировка,5.0,,раздельный,частично меблирована,центральное,от собственника
74.0,65000.0,74.5782,хорошее,42.8693,4.0,5.0,индивид. планировка,2.0,,совмещенный,частично меблирована,центральное,от агента
113.0,57500.0,74.6947,среднее,42.8707,4.0,9.0,индивид. планировка,1.0,,раздельный,полностью меблирована,центральное,от агента
70.0,73000.0,74.575,хорошее,42.8419,2.0,12.0,элитка,11.0,2017.0,раздельный,полностью меблирована,центральное,от собственника
110.0,79000.0,74.6293,хорошее,42.8722,5.0,5.0,105 серия улучшенная,3.0,,раздельный,полностью меблирована,центральное,от собственника
122.4,90500.0,74.6134,под самоотделку (псо),42.8187,3.0,14.0,элитка,4.0,2020.0,раздельный,пустая,центральное,от собственника
122.0,90500.0,74.6134,под самоотделку (псо),42.8187,3.0,14.0,элитка,3.0,2020.0,нет,пустая,автономное,от собственника
129.0,93000.0,74.6306,евроремонт,42.8516,4.0,7.0,индивид. планировка,4.0,2002.0,2 с/у и более,полностью меблирована,центральное,от собственника
106.0,110000.0,74.6186,евроремонт,42.8229,3.0,12.0,элитка,9.0,2014.0,2 с/у и более,частично меблирована,центральное,от собственника
41.0,25500.0,74.5654,под самоотделку (псо),42.8451,1.0,14.0,элитка,13.0,2021.0,совмещенный,,на газе,от агента
48.0,40500.0,74.6208,требует ремонта,42.869,2.0,5.0,105 серия,1.0,,раздельный,пустая,центральное,от агента
44.0,25500.0,74.6818,черновая отделка,42.8759,1.0,9.0,элитка,3.0,2020.0,,,центральное,от собственника
97.0,61800.0,74.5827,под самоотделку (псо),42.8501,3.0,9.0,элитка,8.0,2019.0,2 с/у и более,пустая,на газе,от агента
37.0,41500.0,74.5844,,42.8711,1.0,5.0,индивид. планировка,3.0,,,,центральное,от агента
32.0,28000.0,74.6892,среднее,42.8751,1.0,9.0,105 серия,6.0,,совмещенный,,центральное,от агента
36.0,17500.0,74.5608,,42.8802,1.0,9.0,элитка,9.0,2022.0,,,центральное,от собственника
170.0,200000.0,74.5876,евроремонт,42.8781,4.0,12.0,элитка,3.0,2019.0,раздельный,полностью меблирована,центральное,от собственника
98.0,68000.0,74.5845,,42.8682,3.0,15.0,элитка,15.0,2019.0,,,центральное,от агента
43.0,29670.0,74.5786,,42.8833,,10.0,элитка,4.0,,,,на газе,от собственника
52.0,35500.0,74.5786,под самоотделку (псо),42.8837,2.0,10.0,элитка,4.0,,,,на газе,от собственника
98.0,99999.0,74.5974,,42.8652,3.0,10.0,элитка,1.0,2020.0,,,центральное,от собственника
45.6,31500.0,74.5786,,42.8833,1.0,10.0,элитка,3.0,2020.0,,,на газе,от собственника
47.0,38500.0,74.6241,хорошее,42.8313,2.0,5.0,индивид. планировка,5.0,,раздельный,,центральное,от собственника
50.0,43500.0,74.5908,,42.8438,2.0,12.0,элитка,8.0,2021.0,,,центральное,от собственника
42.0,41000.0,74.5913,хорошее,42.847,1.0,9.0,элитка,3.0,2011.0,совмещенный,частично меблирована,центральное,от собственника
59.0,46500.0,74.688,евроремонт,42.8558,2.0,7.0,элитка,6.0,,раздельный,,центральное,от собственника
73.0,72000.0,74.5999,евроремонт,42.8652,3.0,12.0,элитка,8.0,,совмещенный,полностью меблирована,центральное,от собственника
101.0,66000.0,74.5859,евроремонт,42.8298,2.0,9.0,элитка,5.0,,,частично меблирована,центральное,от агента
125.0,100000.0,74.5785,хорошее,42.8813,3.0,10.0,индивид. планировка,5.0,2017.0,2 с/у и более,частично меблирована,центральное,от агента
64.0,37760.0,74.5806,недостроено,42.8409,2.0,10.0,элитка,6.0,2021.0,,,,от собственника
105.0,73000.0,74.594,под самоотделку (псо),42.8719,3.0,14.0,элитка,10.0,,раздельный,,центральное,от собственника
57.0,45000.0,74.601,хорошее,42.8706,2.0,5.0,индивид. планировка,5.0,,раздельный,частично меблирована,центральное,от собственника
43.0,30000.0,74.5982,требует ремонта,42.8501,2.0,4.0,хрущевка,2.0,1965.0,,,центральное,от собственника
72.7,59500.0,74.5624,евроремонт,42.8461,2.0,7.0,элитка,3.0,2019.0,,частично меблирована,центральное,от агента
46.0,43000.0,74.6193,хорошее,42.8816,2.0,5.0,104 серия,5.0,,совмещенный,полностью меблирована,центральное,от собственника
97.0,72000.0,74.6392,хорошее,42.876,3.0,10.0,элитка,10.0,2017.0,раздельный,полностью меблирована,центральное,от собственника
48.6,52000.0,74.5724,хорошее,42.8988,2.0,5.0,индивид. планировка,1.0,1975.0,раздельный,частично меблирована,центральное,от агента
42.6,28000.0,74.5751,среднее,42.893,2.0,3.0,хрущевка,3.0,1969.0,раздельный,,центральное,от агента
35.0,26500.0,74.5424,хорошее,42.8496,1.0,5.0,106 серия,3.0,,,,,от собственника
48.0,34000.0,74.593,под самоотделку (псо),42.8653,2.0,10.0,элитка,4.0,2020.0,раздельный,пустая,центральное,от собственника
33.0,22500.0,74.542,среднее,42.8645,1.0,3.0,сталинка,3.0,1970.0,совмещенный,пустая,центральное,от собственника
24.0,17000.0,74.5426,среднее,42.8491,1.0,5.0,малосемейка,1.0,1970.0,совмещенный,пустая,центральное,от собственника
72.0,38800.0,74.6428,под самоотделку (псо),42.846,2.0,9.0,элитка,3.0,2020.0,раздельный,пустая,на газе,от собственника
74.0,65500.0,74.6197,требует ремонта,42.8308,3.0,9.0,105 серия улучшенная,6.0,,,,центральное,от собственника
56.0,39500.0,74.5774,,42.83,1.0,12.0,элитка,4.0,2019.0,,,центральное,от собственника
76.36,53800.0,74.5774,под самоотделку (псо),42.83,2.0,12.0,элитка,4.0,2020.0,,,электрическое,от собственника
70.0,80000.0,74.575,хорошее,42.8775,3.0,3.0,сталинка,3.0,,совмещенный,частично меблирована,центральное,от собственника
82.0,67000.0,74.6028,,42.8649,3.0,10.0,элитка,7.0,,,,центральное,от собственника
78.0,65000.0,74.5805,хорошее,42.8743,3.0,5.0,индивид. планировка,1.0,,раздельный,частично меблирована,центральное,от собственника
49.0,42000.0,74.6081,,42.8603,2.0,9.0,105 серия,9.0,,раздельный,,центральное,от собственника
88.0,92000.0,74.5962,евроремонт,42.8732,3.0,10.0,элитка,5.0,2015.0,2 с/у и более,,центральное,от собственника
51.0,40800.0,74.6162,под самоотделку (псо),42.8188,1.0,8.0,элитка,4.0,2021.0,,,центральное,от собственника
30.0,26000.0,74.5547,хорошее,42.8638,1.0,5.0,индивид. планировка,3.0,,,частично меблирована,центральное,от собственника
63.0,56000.0,74.5794,хорошее,42.8733,3.0,5.0,индивид. планировка,1.0,1977.0,раздельный,,центральное,от агента
48.0,43500.0,74.6279,хорошее,42.8217,2.0,4.0,104 серия,2.0,,совмещенный,частично меблирована,центральное,от собственника
53.0,56000.0,74.6149,хорошее,42.8663,2.0,9.0,106 серия,6.0,,раздельный,частично меблирована,центральное,от собственника
110.0,75000.0,74.5916,хорошее,42.8675,2.0,10.0,элитка,7.0,2011.0,раздельный,частично меблирована,центральное,от собственника
41.0,32000.0,74.6445,,42.876,2.0,3.0,хрущевка,3.0,,,,центральное,от собственника
35.0,33500.0,74.6087,,42.8345,2.0,4.0,индивид. планировка,1.0,,,,центральное,от собственника
26.0,11500.0,74.5286,,42.8754,1.0,3.0,малосемейка,1.0,,,,электрическое,от собственника
61.0,44999.0,74.5676,среднее,42.8353,3.0,5.0,105 серия,1.0,,раздельный,,центральное,от собственника
34.0,31000.0,74.6297,,42.8158,1.0,5.0,105 серия,5.0,,,,,от собственника
66.0,57000.0,74.6124,,42.8299,3.0,9.0,106 серия,1.0,,,,,от собственника
102.0,86500.0,74.6352,,42.8726,4.0,9.0,106 серия,3.0,,,,центральное,от собственника
74.0,66500.0,74.6374,евроремонт,42.8157,2.0,10.0,элитка,7.0,,,,центральное,от собственника
52.0,43000.0,74.6948,евроремонт,42.878,2.0,5.0,индивид. планировка,5.0,,раздельный,полностью меблирована,центральное,от собственника
53.0,47500.0,74.5655,,42.8316,2.0,9.0,106 серия улучшенная,9.0,,,,,от собственника
81.0,76000.0,74.6262,хорошее,42.834,2.0,10.0,элитка,5.0,,совмещенный,,центральное,от собственника
40.0,24000.0,74.5433,под самоотделку (псо),42.8757,1.0,7.0,элитка,5.0,2021.0,раздельный,,автономное,от агента
80.0,60000.0,74.6162,под самоотделку (псо),42.8188,2.0,9.0,элитка,9.0,,,,центральное,от агента
81.0,100000.0,74.6195,евроремонт,42.8217,3.0,9.0,106 серия,3.0,,раздельный,полностью меблирована,центральное,от собственника
74.0,68000.0,74.575,евроремонт,42.8421,2.0,12.0,элитка,3.0,,раздельный,пустая,центральное,от собственника
56.0,43500.0,74.6086,хорошее,42.8599,2.0,9.0,106 серия,8.0,1980.0,раздельный,частично меблирована,центральное,от собственника
82.0,65000.0,74.6164,под самоотделку (псо),42.8181,3.0,10.0,элитка,8.0,2021.0,,,центральное,от агента
67.0,45500.0,74.6817,евроремонт,42.8587,2.0,8.0,элитка,8.0,2017.0,раздельный,частично меблирована,центральное,от агента
70.0,41500.0,74.6486,под самоотделку (псо),42.8163,2.0,9.0,элитка,3.0,2020.0,,,центральное,от агента
45.0,34500.0,74.6048,хорошее,42.8337,2.0,4.0,104 серия,1.0,,совмещенный,частично меблирована,центральное,от агента
63.0,43700.0,74.6014,хорошее,42.8325,3.0,5.0,105 серия,5.0,,раздельный,частично меблирована,центральное,от агента
55.0,42700.0,74.6336,евроремонт,42.8452,2.0,9.0,элитка,1.0,,,,электрическое,от агента
72.0,71000.0,74.6118,евроремонт,42.8645,2.0,12.0,элитка,12.0,2019.0,совмещенный,частично меблирована,центральное,от агента
62.0,57000.0,74.6104,хорошее,42.8284,3.0,9.0,105 серия,1.0,,раздельный,частично меблирована,центральное,от агента
133.0,232750.0,74.6156,евроремонт,42.8242,3.0,12.0,элитка,7.0,2016.0,2 с/у и более,частично меблирована,центральное,от собственника
43.0,35500.0,74.6047,хорошее,42.8394,2.0,4.0,хрущевка,1.0,,совмещенный,частично меблирована,центральное,от агента
75.0,67000.0,74.6068,евроремонт,42.8544,3.0,5.0,индивид. планировка,1.0,,раздельный,частично меблирована,центральное,от агента
103.0,68000.0,74.6215,под самоотделку (псо),42.8169,3.0,10.0,элитка,2.0,2017.0,раздельный,пустая,автономное,от агента
69.0,75000.0,74.58,хорошее,42.8718,3.0,5.0,индивид. планировка,4.0,1978.0,раздельный,,центральное,от собственника
45.0,29500.0,74.6477,евроремонт,42.8201,1.0,9.0,106 серия улучшенная,2.0,,совмещенный,частично меблирована,электрическое,от агента
70.0,45700.0,74.6264,евроремонт,42.8326,3.0,5.0,индивид. планировка,5.0,,совмещенный,частично меблирована,центральное,от агента
75.0,75000.0,74.6321,евроремонт,42.8317,2.0,12.0,элитка,2.0,2017.0,раздельный,пустая,центральное,от агента
50.0,32000.0,74.6012,евроремонт,42.8699,3.0,6.0,индивид. планировка,6.0,,совмещенный,полностью меблирована,центральное,от агента
55.0,48000.0,74.5823,,42.8406,2.0,10.0,элитка,4.0,,,,центральное,от агента
68.0,64500.0,74.6149,евроремонт,42.8298,3.0,9.0,106 серия,4.0,,раздельный,,центральное,от агента
42.0,37000.0,74.6192,,42.8322,1.0,9.0,106 серия,1.0,,,,центральное,от собственника
80.0,53000.0,74.6123,требует ремонта,42.8668,4.0,9.0,105 серия,7.0,,,,центральное,от собственника
52.0,39500.0,74.6201,,42.8701,2.0,5.0,105 серия,5.0,,,,центральное,от агента
46.0,32000.0,74.6309,хорошее,42.8473,1.0,9.0,106 серия улучшенная,1.0,,,,центральное,от агента
80.0,55000.0,74.5776,,42.8707,4.0,9.0,индивид. планировка,5.0,,,,,от собственника
60.0,40500.0,74.6211,среднее,42.824,3.0,4.0,104 серия,4.0,1989.0,,,центральное,от агента
48.0,42500.0,74.5644,хорошее,42.8387,2.0,5.0,105 серия,4.0,1995.0,раздельный,,центральное,от агента
140.0,89999.0,74.5631,хорошее,42.8437,3.0,5.0,индивид. планировка,2.0,2016.0,раздельный,,центральное,от агента
41.0,27500.0,74.6322,под самоотделку (псо),42.8412,1.0,12.0,102 серия,4.0,,,,центральное,от агента
71.0,66500.0,74.5652,,42.8436,3.0,12.0,элитка,2.0,,,,центральное,от агента
48.0,27000.0,74.6023,под самоотделку (псо),42.8444,1.0,12.0,элитка,11.0,2020.0,,,центральное,от агента
66.3,45000.0,74.6573,хорошее,42.8789,3.0,5.0,индивид. планировка,3.0,1988.0,раздельный,пустая,центральное,от собственника
42.0,35000.0,74.5971,,42.8464,2.0,4.0,104 серия,2.0,,,,центральное,от собственника
64.0,56000.0,74.606,хорошее,42.8613,3.0,9.0,105 серия,3.0,1998.0,раздельный,полностью меблирована,центральное,от агента
58.0,52000.0,74.6214,евроремонт,42.8295,1.0,11.0,элитка,5.0,2011.0,раздельный,полностью меблирована,центральное,от агента
63.0,70000.0,74.6291,евроремонт,42.8308,3.0,4.0,104 серия,3.0,2021.0,совмещенный,полностью меблирована,центральное,от собственника
