,Общая площадь,Долгота,Состояние,Широта,Количество комнат,Количество просмотров,Всего этажей,Серия,Этаж,Длина описания,Год постройки,Высота потолков,Мебель,Возможность обмена,Отопление,Тип предложения,Санузел,кондиционер
2457,58.0,74.5812,1257,42.8731,2.0,1055,5.0,1189,3.0,190,1976.0,-999.0,3131,909,4104,2623,2341,0
2458,34.0,74.6202,1257,42.8697,1.0,449,5.0,473,5.0,172,1981.0,-999.0,3131,3843,4104,2623,2341,0
2459,32.0,74.626,194,42.8395,1.0,55,4.0,374,1.0,113,1980.0,-999.0,3131,909,4104,2623,1229,0
2460,40.0,74.6295,194,42.8153,1.0,79,17.0,1189,1.0,117,1989.0,-999.0,716,909,4104,2623,2341,0
2461,64.0,74.6248,1510,42.8517,2.0,1419,12.0,2728,5.0,177,2015.0,-999.0,3131,909,4104,2623,1775,0
2462,44.0,74.6591,1372,42.8787,2.0,59,4.0,374,3.0,189,1980.0,-999.0,771,909,4104,2623,1229,0
2463,44.0,74.6285,194,42.8355,2.0,2275,4.0,51,3.0,203,1975.0,-999.0,716,909,4104,2623,1229,0
2464,44.0,74.6332,1257,42.8512,2.0,186,5.0,51,5.0,177,1988.0,-999.0,3131,3843,861,2623,2341,0
2465,72.0,74.5952,1510,42.8716,3.0,341,3.0,1189,2.0,172,-999.0,-999.0,3131,3843,861,2623,2341,0
2466,70.0,74.6764,1372,42.8736,2.0,716,10.0,2728,1.0,225,2016.0,-999.0,1148,3843,4104,2623,2341,0
2467,53.0,74.5909,1510,42.8691,1.0,466,5.0,1189,1.0,195,1990.0,-999.0,3131,3843,4104,2623,2341,0
2468,45.0,74.577,1510,42.8751,2.0,905,5.0,1189,4.0,379,1980.0,-999.0,3131,3843,4104,2623,2341,0
2469,102.0,74.5927,939,42.8084,3.0,4788,4.0,2728,3.0,144,2019.0,3.0,3131,909,26,2623,2341,0
2470,30.0,74.5921,1510,42.8463,1.0,5129,4.0,161,1.0,162,1960.0,2.0,3131,3843,4104,2623,1229,0
2471,32.0,74.6071,1257,42.8368,1.0,66,4.0,374,4.0,138,1980.0,-999.0,3131,3843,861,2623,2341,0
2472,12.0,74.6071,939,42.8573,2.0,70,11.0,2728,7.0,217,2020.0,-999.0,3131,3843,4104,2623,2341,0
2473,70.0,74.5331,1257,42.8868,2.0,1156,5.0,208,2.0,458,2016.0,-999.0,3131,3843,861,2623,2341,0
2474,61.0,74.6788,194,42.8761,3.0,192,5.0,473,4.0,688,-999.0,-999.0,3131,3843,4104,2623,2341,0
2475,62.0,74.6879,1510,42.8535,2.0,132,12.0,2728,5.0,408,-999.0,2.8,3131,3843,4104,3143,2341,0
2476,63.0,74.6131,1257,42.8663,3.0,35,9.0,473,6.0,228,-999.0,-999.0,3131,3843,4104,2623,2341,0
2477,48.0,74.5766,1257,42.8488,2.0,40,4.0,473,3.0,599,-999.0,-999.0,3131,3843,861,2623,2341,0
2478,40.0,74.5966,1257,42.8443,2.0,102,5.0,161,5.0,3,-999.0,-999.0,3131,3843,861,2623,2341,0
2479,70.0,74.5676,1510,42.8446,3.0,201,14.0,2728,14.0,576,-999.0,-999.0,3131,3843,861,2623,2341,0
2480,130.0,74.6275,1510,42.8322,3.0,253,12.0,2728,8.0,246,-999.0,-999.0,3131,3843,4104,3143,2341,0
2481,117.0,74.5677,1510,42.8437,3.0,257,10.0,2728,8.0,364,2019.0,-999.0,3131,3843,4104,2623,1775,0
2482,30.0,74.583,1510,42.8428,1.0,1461,4.0,161,3.0,223,-999.0,-999.0,3131,3843,4104,3143,2341,0
2483,78.0,74.6258,103,42.8319,2.0,188,12.0,2728,12.0,255,-999.0,-999.0,3131,3843,4104,3143,2341,0
2484,58.0,74.5807,1257,42.8682,3.0,440,5.0,374,3.0,246,-999.0,-999.0,3131,3843,4104,2623,2341,0
2485,50.0,74.6241,1510,42.8777,2.0,512,5.0,473,5.0,250,-999.0,-999.0,3131,3843,4104,3143,2341,0
2486,58.0,74.6093,194,42.8318,3.0,822,4.0,374,4.0,253,-999.0,-999.0,3131,3843,4104,2623,2341,0
2487,48.0,74.6076,194,42.8426,2.0,1696,4.0,1189,3.0,337,-999.0,-999.0,3131,3843,277,3143,2341,0
2488,44.0,74.5677,1372,42.8521,1.0,769,3.0,1189,1.0,280,-999.0,-999.0,3131,3843,272,3143,2341,0
2489,30.0,74.6068,1257,42.8366,1.0,1227,4.0,161,3.0,206,-999.0,-999.0,3131,3843,4104,3143,2341,0
2490,35.0,74.6225,1510,42.8326,1.0,2271,5.0,1189,4.0,263,-999.0,-999.0,3131,3843,4104,2623,2341,0
2491,19.0,74.5631,1510,42.8761,1.0,473,4.0,74,2.0,327,-999.0,-999.0,3131,3843,4104,3143,2341,0
2492,64.0,74.5667,1257,42.8454,3.0,129,5.0,473,5.0,380,-999.0,-999.0,3131,3843,4104,2623,2341,0
2493,43.0,74.6231,1510,42.8806,2.0,272,5.0,374,5.0,221,-999.0,-999.0,3131,3843,4104,3143,2341,0
2494,50.0,74.6027,1510,42.8318,2.0,953,9.0,473,7.0,181,-999.0,-999.0,3131,3843,4104,3143,2341,0
2495,43.0,74.612,1257,42.8342,1.0,75,5.0,374,3.0,3,-999.0,-999.0,3131,3843,861,2623,2341,0
2496,43.0,74.6339,1372,42.8447,1.0,56,9.0,473,5.0,735,2018.0,-999.0,1148,3843,277,3143,1229,0
2497,77.0,74.6192,1510,42.8826,3.0,102,9.0,311,7.0,770,-999.0,-999.0,1148,3843,861,3143,1775,0
2498,76.0,74.6152,1257,42.8228,2.0,218,16.0,1189,7.0,3,2021.0,3.3,3131,721,4104,3143,2341,0
2499,64.0,74.5652,1257,42.8388,3.0,16,9.0,311,6.0,294,-999.0,-999.0,3131,3843,4104,3143,2341,0
2500,43.0,74.6462,1257,42.8763,2.0,18,3.0,161,2.0,269,-999.0,-999.0,3131,3843,861,2623,2341,0
2501,-999.0,74.6115,1372,42.866,5.0,1389,10.0,2728,10.0,745,2018.0,-999.0,1148,909,4104,3143,409,1
2502,65.0,74.5872,1257,42.868,3.0,19,5.0,1189,5.0,247,-999.0,-999.0,3131,3843,861,2623,2341,0
2503,80.0,74.6364,1372,42.8758,2.0,272,14.0,2728,9.0,362,2019.0,3.2,1148,909,4104,3143,1775,0
2504,48.0,74.6479,1372,42.8768,2.0,357,10.0,2728,5.0,487,2019.0,3.0,716,90,4104,3143,1229,0
2505,67.0,74.6109,1510,42.8742,3.0,674,12.0,1189,7.0,456,1988.0,3.0,1148,721,4104,2623,1229,0
2506,50.0,74.6377,15,42.8689,1.0,791,16.0,2728,12.0,299,2022.0,3.0,716,190,861,3143,1229,0
2507,48.0,74.6376,15,42.8694,1.0,395,16.0,2728,15.0,317,2022.0,3.0,716,721,4104,3143,1229,1
2508,100.0,74.6375,1510,42.8696,3.0,15,16.0,2728,12.0,354,2022.0,3.0,716,190,4104,2623,409,0
2509,63.0,74.6376,1510,42.8696,1.0,17,16.0,2728,10.0,354,2022.0,3.0,716,190,4104,2623,1229,0
2510,44.0,74.6375,38,42.8696,1.0,23,16.0,2728,15.0,354,2022.0,3.0,716,190,4104,2623,1229,0
2511,50.0,74.6376,38,42.8693,1.0,245,16.0,2728,7.0,347,2022.0,3.0,716,721,4104,3143,409,1
2512,34.0,74.5855,1257,42.8457,2.0,92,5.0,1189,5.0,203,-999.0,-999.0,3131,3843,4104,3143,2341,0
2513,61.0,74.5855,1257,42.8506,3.0,142,5.0,1189,4.0,308,-999.0,-999.0,3131,3843,4104,2623,2341,0
2514,52.0,74.5562,338,42.8647,1.0,794,9.0,2728,6.0,356,2018.0,3.0,1148,909,4104,3143,1229,0
2515,52.0,74.5556,1510,42.8643,2.0,728,9.0,311,3.0,437,1992.0,3.0,3131,721,4104,3143,1775,0
2516,45.0,74.691,1372,42.8792,2.0,15,12.0,2728,7.0,583,2020.0,3.0,716,3843,4104,3143,1229,0
2517,83.0,74.594,939,42.8799,2.0,772,12.0,2728,8.0,309,2018.0,3.0,3131,3843,4104,3143,2341,0
2518,46.0,74.6155,103,42.8195,1.0,649,12.0,2728,7.0,201,2019.0,3.0,3131,3843,4104,3143,2341,0
2519,228.0,74.6038,1372,42.8372,5.0,948,5.0,2728,2.0,522,-999.0,-999.0,771,721,4104,3143,409,1
2520,120.0,74.5948,1372,42.8798,3.0,783,10.0,2728,8.0,514,-999.0,-999.0,771,3843,4104,3143,1775,1
2521,103.0,74.5836,939,42.8838,3.0,821,9.0,2728,6.0,285,2018.0,3.0,3131,3843,4104,3143,2341,0
2522,47.0,74.6361,1257,42.8523,1.0,158,10.0,2728,4.0,243,2020.0,-999.0,3131,3843,861,3143,2341,0
2523,45.0,74.6176,1257,42.8304,2.0,12,4.0,374,4.0,236,-999.0,-999.0,3131,3843,4104,2623,2341,0
2524,90.0,74.6042,1372,42.8445,2.0,30,12.0,2728,8.0,489,-999.0,3.0,3131,909,4104,3143,1775,0
2525,43.0,74.6437,1372,42.876,2.0,87,4.0,161,4.0,3,-999.0,-999.0,1148,3843,4104,3143,1775,0
2526,47.0,74.5395,939,42.8581,2.0,33,10.0,2728,10.0,413,2021.0,2.8,3131,3843,4104,3143,1229,0
2527,57.0,74.5654,1257,42.8462,2.0,109,4.0,1189,1.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
2528,32.0,74.5879,1257,42.8536,1.0,79,4.0,374,3.0,189,-999.0,-999.0,3131,3843,4104,2623,2341,0
2529,63.0,74.6326,1510,42.9402,3.0,38,5.0,1189,5.0,219,-999.0,-999.0,3131,3843,4104,2623,2341,0
2530,60.0,74.623,1510,42.8748,2.0,741,9.0,1189,2.0,892,-999.0,2.7,1148,909,4104,3143,1775,0
2531,55.0,74.629,1510,42.8894,2.0,70,12.0,1189,5.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
2532,78.0,74.5662,1257,42.8731,3.0,87,6.0,1189,6.0,253,-999.0,-999.0,3131,3843,4104,2623,2341,0
2533,83.0,74.619,1510,42.8835,3.0,98,9.0,208,6.0,237,-999.0,-999.0,3131,3843,861,2623,2341,0
2534,42.0,74.6929,1257,42.8737,1.0,93,11.0,2728,10.0,273,2019.0,3.0,3131,3843,4104,2623,2341,0
2535,45.0,74.6348,1372,42.845,1.0,110,9.0,208,7.0,266,2020.0,-999.0,3131,3843,277,2623,2341,0
2536,48.0,74.6382,1372,42.8505,2.0,539,12.0,1189,8.0,342,2020.0,2.8,3131,3843,861,3143,2341,0
2537,33.0,74.6283,1257,42.8317,1.0,199,9.0,473,8.0,167,-999.0,-999.0,3131,3843,4104,2623,2341,0
2538,16.0,74.6966,1257,42.8513,1.0,225,2.0,1189,1.0,253,-999.0,-999.0,3131,3843,4104,3143,2341,0
2539,56.0,74.6242,1257,42.8317,3.0,232,5.0,1189,3.0,238,-999.0,-999.0,3131,3843,4104,3143,2341,0
2540,75.0,74.6872,338,42.8549,3.0,450,9.0,473,6.0,321,1990.0,-999.0,1148,90,4104,3143,1775,1
2541,143.0,74.563,1257,42.8434,4.0,650,5.0,2728,2.0,824,2015.0,-999.0,3131,721,4104,3143,2341,0
2542,70.6,74.6438,939,42.8401,2.0,18,9.0,2728,8.0,398,2020.0,3.0,3131,3843,4104,2623,2341,0
2543,60.0,74.6874,1257,42.8795,3.0,77,5.0,1189,4.0,294,-999.0,-999.0,3131,3843,4104,2623,2341,0
2544,58.0,74.6219,1257,42.8384,3.0,543,4.0,374,2.0,428,-999.0,-999.0,3131,3843,4104,2623,2341,0
2545,72.0,74.6051,1510,42.8329,4.0,233,4.0,1189,3.0,303,-999.0,-999.0,3131,909,4104,2623,1775,0
2546,27.0,74.5364,1257,42.8643,1.0,124,2.0,56,2.0,413,-999.0,-999.0,3131,3843,277,2623,2341,0
2547,71.0,74.6129,1372,42.8207,2.0,333,9.0,2728,3.0,318,2020.0,3.0,3131,909,4104,2623,2341,0
2548,65.0,74.6059,1372,42.8562,2.0,201,12.0,2728,7.0,341,2017.0,3.0,3131,909,4104,2623,1775,0
2549,34.0,74.5663,1257,42.8372,1.0,94,9.0,473,4.0,233,-999.0,-999.0,3131,3843,4104,2623,2341,0
2550,44.0,74.6053,1257,42.867,1.0,161,10.0,2728,9.0,803,-999.0,3.0,3131,3843,4104,2623,2341,0
2551,33.0,74.6445,1257,42.8527,1.0,115,9.0,473,2.0,173,-999.0,-999.0,3131,3843,4104,2623,2341,0
2552,77.0,74.5855,939,42.8271,2.0,833,12.0,2728,10.0,297,-999.0,3.0,3131,3843,277,3143,2341,0
2553,73.0,74.5883,1257,42.8544,2.0,40,10.0,2728,9.0,325,-999.0,-999.0,3131,3843,4104,2623,2341,0
2554,48.0,74.6031,1257,42.8311,1.0,30,5.0,1189,1.0,313,-999.0,-999.0,3131,3843,4104,2623,2341,0
2555,18.0,74.6274,1257,42.8341,1.0,46,5.0,74,5.0,408,-999.0,-999.0,3131,3843,4104,2623,2341,0
2556,46.0,74.5998,1257,42.865,2.0,458,12.0,2728,4.0,374,2018.0,3.0,3131,3843,4104,2623,2341,0
2557,52.0,74.5634,1257,42.8299,1.0,308,9.0,2728,8.0,642,2021.0,-999.0,3131,3843,277,3143,2341,0
2558,72.0,74.5998,1257,42.865,2.0,385,12.0,2728,4.0,656,2018.0,3.0,3131,3843,4104,3143,2341,0
2559,35.0,74.6291,1257,42.8277,1.0,86,9.0,311,7.0,388,-999.0,-999.0,3131,3843,4104,2623,2341,0
2560,101.0,74.5869,1257,42.8264,2.0,103,12.0,2728,5.0,868,2016.0,3.0,3131,3843,4104,2623,2341,0
2561,220.0,74.5967,1257,42.8438,4.0,295,7.0,2728,1.0,651,2009.0,-999.0,3131,3843,4104,3143,2341,0
2562,63.0,74.5677,1257,42.8472,2.0,362,12.0,2728,6.0,394,-999.0,-999.0,3131,3843,4104,2623,2341,0
2563,164.0,74.6149,939,42.8228,4.0,513,15.0,2728,8.0,571,-999.0,3.3,3131,3843,4104,2623,2341,0
2564,52.0,74.5818,1257,42.8233,2.0,179,4.0,2728,2.0,446,-999.0,-999.0,3131,3843,272,2623,2341,0
2565,81.0,74.6194,1257,42.8218,4.0,650,9.0,311,6.0,243,-999.0,-999.0,3131,3843,861,3143,2341,0
2566,55.0,74.6222,1257,42.8848,3.0,66,12.0,1189,5.0,409,-999.0,-999.0,3131,3843,4104,2623,2341,0
2567,44.0,74.5861,1257,42.8438,2.0,35,4.0,161,4.0,369,-999.0,-999.0,3131,3843,4104,2623,2341,0
2568,90.0,74.5655,1257,42.834,3.0,50,9.0,311,6.0,203,-999.0,-999.0,3131,3843,4104,2623,2341,0
2569,44.0,74.6256,1257,42.8382,2.0,44,4.0,374,4.0,315,-999.0,-999.0,3131,3843,861,2623,2341,0
2570,43.0,74.6219,1510,42.8394,2.0,119,4.0,374,3.0,483,1975.0,2.6,1148,909,4104,2623,1229,0
2571,67.0,74.5862,338,42.8242,2.0,142,10.0,1189,6.0,383,2017.0,2.8,716,909,277,2623,1229,0
2572,60.0,74.6942,194,42.8772,3.0,103,5.0,1189,5.0,470,1977.0,2.8,1148,909,4104,2623,1775,1
2573,125.0,74.5932,1372,42.8744,3.0,40,15.0,2728,3.0,451,-999.0,3.2,771,3843,4104,2623,409,1
2574,46.0,74.6103,1510,42.8645,2.0,136,5.0,1189,1.0,388,1975.0,2.8,1148,909,4104,2623,1229,0
2575,103.0,74.6372,1372,42.8127,3.0,33,10.0,2728,8.0,250,-999.0,2.8,771,3843,4104,2623,409,1
2576,162.0,74.5901,939,42.8475,3.0,108,7.0,2728,6.0,666,2005.0,3.5,716,909,4104,2623,409,0
2577,45.0,74.6842,1510,42.8547,1.0,32,9.0,208,7.0,312,2007.0,2.8,3131,3843,4104,2623,1229,1
2578,67.0,74.6173,194,42.8659,3.0,119,5.0,1189,5.0,425,1980.0,2.8,1148,909,4104,2623,1775,0
2579,75.0,74.6013,1257,42.845,2.0,24,12.0,2728,7.0,372,2021.0,-999.0,3131,3843,861,2623,2341,0
2580,29.0,74.6616,1510,42.8779,1.0,70,5.0,1189,1.0,301,1994.0,2.8,1148,3843,4104,3143,1229,0
2581,68.0,74.6351,1257,42.8424,3.0,35,9.0,311,3.0,212,-999.0,-999.0,3131,3843,4104,3143,2341,0
2582,35.0,74.6288,1510,42.8158,1.0,128,5.0,473,5.0,255,1990.0,2.8,1148,3843,4104,3143,1229,0
2583,62.0,74.6321,338,42.8491,3.0,109,5.0,473,5.0,272,1980.0,2.8,1148,909,4104,2623,1775,0
2584,34.0,74.6084,338,42.8348,1.0,105,5.0,1189,3.0,567,1980.0,2.8,1148,909,4104,2623,1229,0
2585,49.0,74.6828,1510,42.8797,2.0,109,5.0,473,3.0,374,1988.0,2.8,1148,3843,4104,2623,1775,0
2586,74.0,74.6815,939,42.8585,2.0,156,7.0,2728,2.0,341,-999.0,3.0,3131,3843,4104,3143,1775,0
2587,43.0,74.6913,338,42.8754,2.0,36,5.0,374,3.0,352,1980.0,2.6,716,909,4104,2623,1229,0
2588,70.0,74.6089,1510,42.8304,3.0,892,6.0,1189,5.0,553,1985.0,2.7,1148,3843,4104,3143,409,0
2589,90.0,74.6347,194,42.8706,4.0,175,9.0,311,8.0,220,1988.0,2.8,716,3843,4104,3143,1775,0
2590,32.0,74.6121,338,42.832,1.0,76,5.0,374,3.0,512,1980.0,2.6,1148,909,4104,2623,1229,0
2591,106.0,74.5911,1372,42.8774,3.0,166,16.0,2728,13.0,378,2018.0,3.0,716,3843,4104,2623,1775,0
2592,48.0,74.6893,1510,42.8787,2.0,189,5.0,473,3.0,286,1986.0,2.8,771,3843,4104,2623,1775,0
2593,45.0,74.6339,1372,42.8464,1.0,158,9.0,208,8.0,304,-999.0,2.8,716,3843,4104,3143,1229,0
2594,70.0,74.585,1372,42.871,3.0,333,5.0,1189,3.0,308,1990.0,-999.0,1148,3843,4104,3143,1775,0
2595,62.0,74.5918,1372,42.8378,2.0,715,12.0,2728,12.0,268,-999.0,3.0,1148,3843,4104,3143,1229,0
2596,226.0,74.5647,939,42.8374,6.0,866,13.0,36,13.0,329,2016.0,3.0,716,721,277,3143,1775,0
2597,38.0,74.6306,1510,42.8491,1.0,216,9.0,473,2.0,225,-999.0,2.8,3131,3843,4104,2623,1229,0
2598,185.0,74.61,1510,42.8679,6.0,817,13.0,36,12.0,214,2014.0,3.1,716,3843,4104,3143,409,0
2599,30.4,74.6108,338,42.8665,1.0,396,5.0,1189,4.0,353,1986.0,2.8,771,3843,4104,3143,1229,0
2600,80.0,74.5913,1372,42.8744,2.0,598,10.0,2728,2.0,348,2017.0,3.0,1148,3843,4104,3143,1775,1
2601,76.0,74.6122,1510,42.8679,3.0,694,5.0,1189,1.0,232,1990.0,2.8,1148,3843,4104,3143,1775,0
2602,77.0,74.5663,1510,42.8434,2.0,154,10.0,2728,8.0,305,-999.0,3.2,1148,3843,4104,2623,1775,1
2603,144.0,74.6059,103,42.8824,4.0,674,9.0,1189,2.0,1083,2018.0,3.0,3131,3843,4104,2623,1775,0
2604,46.0,74.6134,939,42.8187,1.0,221,14.0,2728,6.0,393,-999.0,3.0,3131,3843,4104,3143,1229,0
2605,107.0,74.6122,1372,42.8201,3.0,335,10.0,2728,9.0,353,-999.0,3.0,771,3843,277,2623,1775,1
2606,83.0,74.6059,103,42.8824,2.0,575,9.0,1189,4.0,1083,2018.0,3.0,3131,721,4104,3143,1775,0
2607,43.0,74.6631,1510,42.8783,2.0,53,4.0,374,3.0,425,-999.0,2.6,771,3843,4104,2623,1229,1
2608,43.0,74.5441,1510,42.8573,2.0,213,6.0,1189,3.0,229,-999.0,-999.0,3131,3843,4104,2623,2341,0
2609,139.0,74.6059,103,42.8824,3.0,600,9.0,1189,6.0,1167,2018.0,3.0,3131,3843,4104,3143,1775,0
2610,43.0,74.627,338,42.8393,2.0,197,4.0,374,4.0,3,-999.0,-999.0,3131,3843,4104,3143,2341,0
2611,70.0,74.6059,103,42.8824,2.0,638,9.0,1189,5.0,1167,2018.0,3.0,3131,3843,4104,3143,1775,0
2612,74.0,74.6059,103,42.8824,2.0,568,9.0,1189,6.0,1201,2018.0,3.0,3131,3843,4104,2623,2341,0
2613,71.0,74.6059,103,42.8824,2.0,717,9.0,1189,5.0,1083,2018.0,3.0,3131,3843,4104,2623,1775,0
2614,111.0,74.6059,103,42.8824,3.0,611,9.0,1189,3.0,1083,2018.0,3.0,3131,3843,4104,3143,1775,0
2615,70.0,74.6059,939,42.8824,2.0,454,9.0,1189,5.0,1482,2018.0,3.0,3131,3843,4104,3143,1775,0
2616,18.0,74.5841,1510,42.846,1.0,69,4.0,1189,4.0,228,-999.0,-999.0,3131,3843,4104,2623,2341,0
2617,60.0,74.5668,1257,42.8437,3.0,143,6.0,1189,1.0,284,-999.0,-999.0,3131,3843,4104,2623,2341,0
2618,43.0,74.575,1257,42.8922,2.0,133,3.0,1189,3.0,215,-999.0,-999.0,3131,3843,861,2623,2341,0
2619,53.0,74.635,1510,42.845,1.0,153,9.0,208,1.0,193,-999.0,-999.0,3131,3843,277,3143,2341,0
2620,42.0,74.6296,1257,42.8252,1.0,77,10.0,1189,10.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
2621,43.0,74.5856,1257,42.8505,2.0,27,4.0,161,4.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
2622,64.0,74.6235,939,42.8817,-999.0,1403,13.0,2728,8.0,853,2021.0,3.0,3131,190,4104,3143,409,0
2623,105.0,74.6479,939,42.8768,3.0,9,10.0,2728,8.0,530,2019.0,3.0,716,721,4104,2623,1775,0
2624,49.0,74.5844,939,42.8217,1.0,226,10.0,2728,3.0,631,2021.0,3.0,3131,3843,272,3143,1229,0
2625,164.0,74.6149,939,42.8228,4.0,444,15.0,2728,12.0,1581,2020.0,3.3,716,90,4104,3143,1775,0
2626,178.0,74.5843,939,42.8228,4.0,15,12.0,2728,7.0,1068,2020.0,3.1,716,190,220,2623,1775,0
2627,105.0,74.6095,1257,42.8498,3.0,54,10.0,2728,2.0,306,-999.0,-999.0,3131,3843,4104,3143,2341,0
2628,58.0,74.6233,1257,42.8745,3.0,124,5.0,374,1.0,392,-999.0,-999.0,3131,3843,861,2623,2341,0
2629,60.0,74.62,1257,42.8719,2.0,70,9.0,1189,2.0,382,-999.0,-999.0,3131,3843,4104,2623,2341,0
2630,147.78,74.6155,939,42.8195,5.0,14,12.0,2728,6.0,3,2021.0,3.0,3131,3843,4104,3143,409,0
2631,43.0,74.6619,338,42.88,2.0,90,4.0,1189,3.0,280,1972.0,2.8,716,3843,4104,2623,1775,0
2632,41.0,74.6912,939,42.8716,1.0,147,10.0,1189,10.0,853,2020.0,3.0,3131,3843,4104,2623,1229,0
2633,41.0,74.5953,1510,42.8706,1.0,102,4.0,1189,4.0,1209,-999.0,-999.0,771,909,4104,2623,1229,1
2634,65.0,74.624,1510,42.8688,2.0,59,9.0,1189,3.0,995,2012.0,-999.0,1148,909,4104,2623,1229,0
2635,127.0,74.6162,939,42.8188,4.0,130,10.0,2728,10.0,1292,2021.0,3.0,3131,90,4104,2623,409,0
2636,135.0,74.5813,939,42.8393,3.0,142,10.0,2728,8.0,1362,2020.0,3.1,3131,721,4104,2623,409,0
2637,170.0,74.5773,1372,42.8213,4.0,36,2.0,2728,2.0,2029,-999.0,-999.0,771,909,861,2623,409,1
2638,100.0,74.6903,1372,42.8783,4.0,854,5.0,473,1.0,180,1988.0,-999.0,1148,909,4104,3143,1229,1
2639,52.0,74.6878,1372,42.8748,2.0,6201,5.0,473,3.0,3,1988.0,3.0,1148,909,4104,3143,1775,0
2640,36.0,74.6295,1510,42.8202,1.0,139,9.0,311,9.0,438,-999.0,-999.0,3131,3843,4104,3143,1229,0
2641,80.0,74.6347,1510,42.8706,5.0,305,9.0,311,8.0,439,-999.0,2.8,3131,3843,4104,3143,1775,0
2642,52.0,74.6126,939,42.823,1.0,703,8.0,2728,5.0,262,2020.0,3.0,716,721,277,3143,1229,0
2643,76.0,74.6105,939,42.8679,2.0,798,13.0,2728,8.0,301,2015.0,3.0,716,3843,4104,3143,1229,0
2644,103.0,74.6101,939,42.8679,4.0,1051,13.0,2728,9.0,309,2015.0,3.0,3131,3843,4104,3143,1775,0
2645,60.0,74.5904,1510,42.8675,2.0,296,9.0,2728,9.0,369,2015.0,3.0,771,3843,4104,3143,1775,0
2646,46.0,74.6162,939,42.8188,1.0,204,8.0,2728,6.0,428,2021.0,3.0,3131,3843,4104,3143,1775,0
2647,48.0,74.5827,194,42.8699,2.0,723,4.0,1189,3.0,317,-999.0,-999.0,3131,90,4104,3143,1775,0
2648,101.0,74.5859,1510,42.826,2.0,896,10.0,1189,5.0,282,2015.0,-999.0,1148,90,220,3143,1229,1
2649,48.0,74.6958,338,42.8743,2.0,208,4.0,1189,1.0,498,-999.0,-999.0,3131,3843,4104,3143,1775,0
2650,60.0,74.6197,1372,42.8742,2.0,628,13.0,2728,10.0,1577,2017.0,3.0,771,909,4104,3143,1229,1
2651,84.1,74.6244,939,42.8708,3.0,200,10.0,2728,4.0,199,2019.0,3.0,3131,721,4104,2623,409,0
2652,118.0,74.6244,939,42.8708,4.0,193,12.0,2728,7.0,225,2019.0,3.0,1148,721,4104,2623,409,0
2653,138.0,74.6143,939,42.8525,3.0,520,14.0,2728,11.0,431,2020.0,3.0,716,90,4104,2623,409,0
2654,53.0,74.662,1510,42.8793,3.0,119,4.0,1189,3.0,1428,1968.0,2.6,1148,909,4104,2623,1775,0
2655,10.0,74.6008,1510,42.844,1.0,484,5.0,74,1.0,712,1967.0,2.6,716,909,4104,2623,1775,0
2656,12.0,74.5949,1510,42.8487,1.0,507,4.0,74,4.0,687,1965.0,2.6,716,909,4104,2623,1775,0
2657,16.0,74.6007,1510,42.8443,1.0,622,5.0,74,1.0,917,1965.0,-999.0,716,909,4104,2623,1775,0
2658,18.0,74.6022,338,42.846,1.0,225,4.0,74,4.0,1082,1968.0,2.6,716,909,4104,2623,1775,0
2659,18.0,74.601,1510,42.8464,1.0,989,5.0,74,3.0,1034,1965.0,2.6,716,909,4104,2623,1775,0
2660,47.0,74.5395,939,42.8581,2.0,898,10.0,2728,5.0,1157,2021.0,2.8,716,909,4104,2623,1229,0
2661,22.0,74.5395,939,42.8581,1.0,618,10.0,2728,2.0,1271,2021.0,2.8,716,909,4104,2623,1229,0
2662,100.0,74.5873,1372,42.8727,4.0,133,5.0,1189,5.0,1317,1995.0,3.0,1148,909,4104,3143,1775,0
2663,39.61,74.6266,939,42.9064,1.0,828,3.0,2728,2.0,814,2021.0,2.9,716,909,4104,2623,1229,0
2664,46.0,74.6263,939,42.9041,1.0,620,3.0,1189,2.0,1000,2021.0,2.9,716,909,4104,3143,1229,0
2665,28.0,74.6006,1510,42.8412,1.0,470,4.0,74,4.0,988,1967.0,2.6,716,721,4104,2623,1229,0
2666,26.0,74.6006,1510,42.8412,1.0,533,4.0,74,1.0,1009,1963.0,2.6,716,909,4104,2623,1229,0
2667,70.0,74.5663,1372,42.8434,2.0,329,10.0,2728,9.0,1324,2014.0,3.2,771,909,4104,2623,1229,0
2668,49.0,74.611,1510,42.8323,2.0,196,5.0,1189,4.0,585,-999.0,-999.0,3131,3843,4104,2623,1775,0
2669,58.0,74.5782,1510,42.8685,3.0,698,5.0,374,3.0,1055,1976.0,2.6,716,3843,4104,2623,1229,0
2670,80.0,74.5998,1372,42.865,3.0,764,12.0,2728,1.0,921,2018.0,3.0,1148,909,4104,2623,1775,1
2671,106.0,74.611,15,42.8576,3.0,782,12.0,1189,6.0,1362,2017.0,2.8,771,909,4104,2623,1775,1
2672,118.0,74.5772,1372,42.83,4.0,65,10.0,2728,6.0,976,2015.0,2.8,1148,909,4104,2623,1775,1
2673,118.0,74.5777,1372,42.8301,4.0,808,10.0,2728,6.0,905,-999.0,3.0,1148,909,861,2623,1775,1
