,Общая площадь,Долгота,Состояние,Широта,Количество комнат,Количество просмотров,Всего этажей,Серия,Этаж,Длина описания,Год постройки,Высота потолков,Мебель,Возможность обмена,Отопление,Тип предложения,Санузел,кондиционер
799,97.0,74.5813,1257,42.8393,2.0,272,10.0,2728,3.0,356,2020.0,3.1,3131,3843,4104,3143,2341,0
800,146.0,74.592,1257,42.8849,4.0,414,8.0,2728,7.0,402,2015.0,-999.0,3131,3843,4104,3143,2341,0
801,92.0,74.6321,1257,42.8317,3.0,449,12.0,2728,2.0,508,2017.0,3.0,3131,3843,4104,3143,2341,0
802,45.0,74.632,1257,42.8717,1.0,307,9.0,208,3.0,252,-999.0,-999.0,3131,3843,4104,3143,2341,0
803,105.0,74.6125,1257,42.8823,3.0,444,7.0,2728,7.0,363,-999.0,-999.0,3131,3843,861,3143,2341,0
804,56.0,74.5853,1257,42.8712,1.0,247,15.0,2728,13.0,243,-999.0,-999.0,3131,3843,4104,3143,2341,0
805,75.0,74.5846,1257,42.8739,2.0,231,15.0,2728,12.0,245,-999.0,-999.0,3131,3843,4104,3143,2341,0
806,177.0,74.6814,1372,42.8594,6.0,209,10.0,2728,9.0,325,2019.0,-999.0,1148,721,4104,3143,409,1
807,75.0,74.5866,1372,42.8474,2.0,399,9.0,2728,2.0,497,-999.0,-999.0,771,3843,4104,3143,409,0
808,77.0,74.6843,1372,42.8775,2.0,294,9.0,1189,5.0,281,2017.0,-999.0,716,909,4104,3143,1775,0
809,46.4,74.6145,1510,42.8484,1.0,416,9.0,473,6.0,1006,1986.0,2.9,1148,3843,4104,3143,1229,0
810,74.0,74.6214,338,42.8204,3.0,345,17.0,1189,2.0,271,1995.0,-999.0,1148,909,4104,3143,1775,0
811,40.0,74.5883,939,42.8626,1.0,429,12.0,2728,10.0,415,2019.0,3.0,3131,3843,4104,3143,2341,0
812,85.0,74.6019,1510,42.8433,3.0,291,10.0,2728,3.0,249,-999.0,-999.0,771,3843,861,2623,2341,0
813,77.0,74.5915,103,42.8652,2.0,682,10.0,2728,6.0,776,2018.0,3.0,3131,3843,4104,3143,1775,0
814,71.0,74.5915,939,42.8652,2.0,902,10.0,2728,9.0,829,2018.0,3.0,3131,3843,4104,3143,1775,0
815,48.0,74.6101,338,42.8294,3.0,371,4.0,473,1.0,172,-999.0,3.0,716,721,4104,3143,1775,0
816,72.0,74.5901,939,42.873,2.0,306,17.0,2728,3.0,499,2018.0,3.0,3131,3843,4104,3143,2341,0
817,48.0,74.5928,939,42.8716,1.0,979,14.0,2728,8.0,447,2020.0,-999.0,3131,721,4104,3143,2341,0
818,36.0,74.6345,1510,42.8682,1.0,229,9.0,473,2.0,229,-999.0,-999.0,1148,3843,4104,3143,1229,0
819,90.0,74.6736,1372,42.8545,3.0,252,10.0,2728,8.0,190,-999.0,3.0,716,3843,4104,3143,1775,0
820,111.0,74.6258,1372,42.8273,3.0,614,10.0,2728,3.0,391,-999.0,-999.0,3131,3843,861,3143,2341,0
821,145.0,74.5813,1510,42.8756,4.0,318,10.0,2728,9.0,547,-999.0,-999.0,1148,3843,861,3143,1775,0
822,110.0,74.6139,1510,42.8227,3.0,504,10.0,2728,5.0,349,2013.0,-999.0,3131,3843,861,3143,2341,0
823,107.0,74.6038,1510,42.8193,3.0,337,9.0,2728,8.0,499,2011.0,3.0,771,3843,272,3143,1775,0
824,85.0,74.5822,1257,42.8403,3.0,260,12.0,2728,6.0,446,2018.0,3.0,3131,3843,4104,3143,2341,0
825,100.0,74.5658,1372,42.8352,3.0,362,9.0,208,2.0,511,-999.0,-999.0,3131,3843,4104,3143,2341,0
826,140.0,74.5738,1510,42.8798,4.0,280,10.0,2728,8.0,341,-999.0,-999.0,771,3843,861,3143,2341,0
827,150.0,74.622,1510,42.8348,3.0,370,9.0,2728,8.0,556,-999.0,-999.0,3131,3843,861,3143,2341,0
828,126.0,74.5648,1372,42.835,3.0,313,4.0,1189,2.0,350,-999.0,-999.0,3131,3843,861,3143,2341,0
829,76.0,74.5991,1372,42.881,3.0,518,12.0,2728,8.0,574,2018.0,3.0,3131,3843,4104,3143,2341,0
830,77.0,74.577,939,42.8682,2.0,417,14.0,2728,11.0,375,2019.0,-999.0,3131,3843,4104,3143,1775,0
831,72.0,74.6007,1257,42.8306,3.0,319,5.0,374,5.0,3,1973.0,-999.0,3131,721,4104,3143,2341,0
832,46.0,74.6376,1372,42.8159,1.0,330,10.0,2728,2.0,164,-999.0,3.0,771,3843,4104,3143,1775,0
833,170.0,74.6093,1372,42.874,3.0,555,9.0,2728,5.0,241,-999.0,-999.0,3131,3843,4104,2623,2341,0
834,70.0,74.6338,1372,42.8447,2.0,235,9.0,208,9.0,393,2018.0,2.8,1148,3843,277,3143,1775,0
835,177.0,74.6817,1372,42.8587,6.0,307,10.0,2728,9.0,425,-999.0,3.0,771,90,4104,3143,409,0
836,39.0,74.6248,1510,42.8138,1.0,287,10.0,2728,2.0,604,-999.0,2.8,1148,909,272,3143,1229,0
837,81.0,74.6268,1510,42.8131,3.0,289,11.0,2728,3.0,1184,-999.0,3.0,1148,909,272,3143,1775,0
838,103.0,74.6335,1510,42.8454,3.0,209,9.0,208,4.0,287,2014.0,-999.0,3131,3843,277,3143,1775,0
839,64.0,74.6122,1510,42.8657,3.0,309,9.0,311,8.0,221,-999.0,-999.0,1148,909,4104,3143,1775,1
840,178.0,74.6171,1372,42.8255,5.0,367,6.0,1189,5.0,270,1999.0,3.0,771,721,4104,2623,409,1
841,55.0,74.5669,1372,42.836,2.0,458,9.0,208,2.0,3,-999.0,-999.0,1148,909,4104,3143,1775,0
842,45.0,74.5651,1257,42.8427,1.0,379,9.0,208,1.0,214,-999.0,-999.0,3131,3843,4104,2623,2341,0
843,34.0,74.5651,1257,42.8426,1.0,380,9.0,473,1.0,201,-999.0,-999.0,3131,3843,861,3143,2341,0
844,58.0,74.5928,1510,42.8449,3.0,454,4.0,161,4.0,243,-999.0,-999.0,3131,3843,4104,2623,1229,0
845,130.0,74.5925,1257,42.8578,3.0,354,9.0,2728,6.0,3,2017.0,3.0,3131,3843,4104,2623,2341,0
846,80.0,74.6192,1510,42.8221,3.0,319,9.0,311,6.0,230,-999.0,-999.0,771,3843,4104,2623,2341,0
847,122.0,74.5889,1372,42.8758,3.0,252,12.0,1189,4.0,286,-999.0,-999.0,3131,3843,4104,2623,409,0
848,38.0,74.6268,1372,42.8131,1.0,318,11.0,2728,3.0,373,2018.0,3.0,3131,3843,272,2623,2341,0
849,54.0,74.5658,1510,42.8419,2.0,315,9.0,311,1.0,175,-999.0,-999.0,771,3843,4104,2623,2341,0
850,77.0,74.581,1257,42.8438,2.0,187,13.0,2728,10.0,273,-999.0,-999.0,716,3843,277,3143,1229,0
851,35.0,74.6,194,42.831,1.0,403,5.0,473,5.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
852,18.0,74.6501,1510,42.8557,1.0,528,2.0,1189,1.0,268,-999.0,-999.0,3131,3843,272,2623,1229,0
853,120.0,74.5913,1372,42.8644,3.0,251,9.0,2728,6.0,317,2017.0,3.0,3131,3843,4104,2623,2341,0
854,32.0,74.6223,1510,42.8854,2.0,253,12.0,1189,6.0,377,1990.0,3.0,716,909,4104,2623,1229,0
855,34.0,74.5627,1510,42.8437,1.0,304,9.0,473,5.0,275,-999.0,-999.0,716,909,4104,2623,2341,0
856,18.0,74.6235,1510,42.8355,1.0,377,5.0,74,5.0,425,1980.0,-999.0,716,909,4104,2623,1775,0
857,45.0,74.5866,1510,42.8678,2.0,313,5.0,1189,3.0,456,-999.0,3.0,716,909,4104,2623,1229,0
858,62.0,74.6236,1510,42.871,2.0,305,9.0,311,1.0,487,-999.0,-999.0,3131,909,4104,2623,1775,1
859,140.0,74.6119,1372,42.8359,4.0,328,4.0,1189,3.0,752,-999.0,-999.0,771,3843,4104,3143,2341,0
860,180.0,74.617,1510,42.8741,3.0,243,10.0,2728,4.0,494,2016.0,-999.0,1148,3843,220,3143,2341,0
861,70.0,74.6092,1257,42.8564,2.0,207,14.0,2728,5.0,1018,2022.0,-999.0,3131,190,4104,3143,2341,0
862,67.0,74.5649,1372,42.8302,2.0,219,11.0,208,11.0,330,-999.0,-999.0,1148,3843,4104,3143,1775,0
863,80.0,74.6251,1510,42.8553,4.0,323,9.0,57,5.0,3,1994.0,3.0,771,3843,4104,3143,1775,0
864,132.0,74.5922,1372,42.8813,4.0,335,9.0,2728,7.0,466,-999.0,-999.0,771,3843,272,3143,2341,0
865,58.0,74.6225,194,42.8296,3.0,299,4.0,374,4.0,3,-999.0,-999.0,716,3843,4104,2623,1229,0
866,34.0,74.6882,1510,42.8545,1.0,213,9.0,473,4.0,355,-999.0,-999.0,3131,3843,4104,2623,2341,0
867,36.0,74.6162,194,42.8333,1.0,366,9.0,311,7.0,324,-999.0,-999.0,3131,3843,4104,2623,2341,0
868,68.0,74.5648,1372,42.8385,2.0,228,9.0,2728,4.0,880,-999.0,-999.0,1148,3843,4104,3143,1229,0
869,39.0,74.6005,939,42.8485,1.0,459,12.0,2728,3.0,739,-999.0,3.1,716,190,4104,3143,1229,0
870,92.0,74.6861,1510,42.8801,3.0,631,11.0,2728,6.0,474,2017.0,3.0,1148,3843,4104,3143,1229,0
871,93.0,74.6014,939,42.8452,3.0,236,12.0,2728,2.0,733,2022.0,3.0,716,190,4104,3143,1775,0
872,39.0,74.6114,1510,42.8302,1.0,327,5.0,374,2.0,212,-999.0,-999.0,1148,3843,4104,3143,1229,0
873,153.0,74.6115,1510,42.8745,3.0,216,12.0,2728,2.0,421,-999.0,-999.0,1148,3843,4104,3143,2341,0
874,120.0,74.6117,1510,42.833,4.0,327,9.0,2728,5.0,440,-999.0,-999.0,771,3843,4104,3143,409,0
875,91.1,74.5918,939,42.8656,3.0,303,10.0,2728,5.0,3,2015.0,3.0,716,721,4104,3143,1775,0
876,77.0,74.5978,939,42.8607,2.0,182,11.0,2728,6.0,286,-999.0,-999.0,3131,3843,4104,2623,2341,0
877,166.0,74.5817,1372,42.8746,3.0,157,7.0,2728,2.0,160,2005.0,3.0,716,909,4104,3143,409,0
878,47.58,74.5917,939,42.8655,1.0,220,10.0,2728,3.0,116,-999.0,3.2,3131,3843,4104,3143,2341,0
879,43.0,74.6265,338,42.8375,2.0,260,4.0,374,2.0,335,-999.0,2.7,1148,3843,4104,3143,1229,0
880,93.0,74.6004,939,42.8483,3.0,206,12.0,2728,2.0,758,2022.0,3.1,716,3843,4104,3143,1775,0
881,56.0,74.62,1510,42.9201,3.0,367,4.0,56,2.0,575,1960.0,-999.0,771,12,4104,3143,1775,0
882,58.0,74.5709,1372,42.8706,3.0,265,5.0,374,5.0,1227,-999.0,-999.0,1148,909,4104,3143,1229,1
883,56.0,74.6957,1372,42.874,3.0,207,4.0,1189,2.0,152,-999.0,2.7,1148,3843,4104,3143,1229,1
884,62.0,74.6811,939,42.8812,2.0,1089,9.0,208,6.0,692,2022.0,3.0,3131,190,4104,3143,1775,0
885,50.0,74.5939,939,42.8656,1.0,816,10.0,2728,9.0,333,2020.0,3.0,3131,3843,4104,3143,2341,0
886,68.0,74.6323,1372,42.846,2.0,846,9.0,208,6.0,202,2014.0,-999.0,771,909,277,3143,1775,1
887,118.0,74.6096,939,42.8733,3.0,929,7.0,1189,5.0,1081,2022.0,3.3,3131,190,4104,3143,1775,0
888,80.0,74.6914,1510,42.8783,3.0,349,5.0,1189,5.0,3,-999.0,-999.0,1148,721,4104,3143,1775,0
889,30.0,74.567,1372,42.8833,1.0,275,3.0,2728,2.0,500,2017.0,3.0,771,909,277,2623,1229,1
890,91.0,74.5939,939,42.8656,3.0,280,10.0,2728,7.0,200,2020.0,3.0,716,909,4104,2623,1229,0
891,130.0,74.5794,939,42.8407,4.0,375,10.0,2728,9.0,1129,2018.0,3.0,3131,190,220,3143,409,0
892,64.0,74.5795,939,42.8403,2.0,285,9.0,2728,2.0,1135,2018.0,3.0,716,190,272,3143,1775,0
893,95.0,74.5688,1257,42.8297,2.0,317,10.0,161,8.0,401,-999.0,-999.0,771,3843,861,2623,2341,0
894,122.0,74.5889,1257,42.8818,3.0,296,12.0,2728,4.0,571,-999.0,-999.0,3131,3843,4104,3143,2341,0
895,250.0,74.6179,1257,42.8287,6.0,231,11.0,36,10.0,411,-999.0,-999.0,3131,3843,4104,3143,2341,0
896,109.0,74.637,1257,42.814,3.0,523,9.0,2728,3.0,337,2020.0,-999.0,3131,3843,4104,3143,2341,0
897,91.0,74.6335,939,42.8422,3.0,447,9.0,2728,2.0,588,2021.0,3.0,3131,3843,4104,3143,1775,0
898,95.0,74.643,939,42.8393,3.0,327,9.0,2728,1.0,325,2020.0,3.0,3131,3843,220,3143,2341,0
899,83.0,74.6182,1372,42.8823,3.0,341,9.0,2728,4.0,184,-999.0,-999.0,3131,3843,4104,3143,1775,0
900,56.0,74.6006,1372,42.8645,2.0,748,15.0,2728,9.0,206,2018.0,2.8,771,721,4104,3143,1229,1
901,107.0,74.6365,939,42.8758,2.0,306,14.0,2728,13.0,890,-999.0,3.0,3131,3843,4104,3143,409,0
902,63.0,74.6879,1510,42.8535,2.0,222,12.0,2728,4.0,3,2019.0,2.8,771,3843,4104,3143,409,0
903,83.0,74.5848,1372,42.8439,3.0,329,7.0,2728,3.0,190,-999.0,-999.0,3131,3843,4104,2623,2341,0
904,82.0,74.5922,1510,42.8484,2.0,706,9.0,2728,2.0,356,2020.0,3.0,1148,721,861,3143,1775,0
905,43.0,74.6051,1510,42.8416,2.0,331,4.0,161,3.0,3,1964.0,-999.0,1148,3843,4104,3143,1229,0
906,132.0,74.5845,1257,42.8682,4.0,384,15.0,2728,10.0,3,2021.0,3.2,3131,721,4104,3143,2341,0
907,30.0,74.5856,1510,42.8437,1.0,427,12.0,2728,4.0,3,2015.0,3.14,3131,3843,4104,3143,2341,0
908,76.0,74.6174,1257,42.8241,2.0,371,13.0,2728,11.0,192,-999.0,-999.0,3131,3843,861,3143,2341,0
909,68.0,74.5695,1372,42.8066,2.0,284,9.0,208,9.0,3,2019.0,3.0,1148,3843,4104,3143,1775,0
910,42.0,74.6134,939,42.8592,1.0,304,15.0,2728,4.0,211,-999.0,3.0,3131,721,4104,2623,2341,0
911,64.0,74.6845,1372,42.8773,3.0,360,5.0,473,2.0,192,-999.0,1.8,771,909,4104,3143,409,0
912,50.0,74.6003,1372,42.8822,2.0,461,16.0,2728,8.0,486,-999.0,3.2,771,90,4104,3143,1229,0
913,137.0,74.6167,1510,42.8254,4.0,527,12.0,2728,6.0,538,2015.0,3.0,3131,3843,4104,3143,2341,0
914,120.0,74.6165,1510,42.8244,3.0,588,8.0,1189,8.0,469,-999.0,-999.0,3131,3843,861,3143,409,0
915,124.0,74.6221,1510,42.8323,3.0,258,10.0,2728,9.0,727,-999.0,-999.0,3131,909,861,3143,2341,0
916,136.0,74.582,1372,42.8792,3.0,273,10.0,2728,4.0,451,2015.0,3.0,3131,3843,4104,3143,1229,0
917,43.0,74.6097,1510,42.8595,2.0,268,3.0,1189,2.0,341,-999.0,-999.0,1148,3843,4104,3143,2341,0
918,94.0,74.5973,1372,42.8653,3.0,325,9.0,2728,8.0,307,2017.0,3.0,3131,3843,4104,3143,1775,0
919,83.0,74.6162,1372,42.8674,3.0,329,9.0,311,5.0,168,-999.0,-999.0,771,909,4104,3143,1775,0
920,64.0,74.5795,939,42.8403,2.0,275,9.0,2728,2.0,885,2018.0,3.0,716,190,272,3143,1229,0
921,130.0,74.5795,939,42.8403,4.0,355,9.0,2728,9.0,970,2018.0,3.0,716,3843,272,2623,2341,0
922,133.0,74.5814,1372,42.8711,3.0,244,10.0,2728,5.0,278,-999.0,-999.0,3131,3843,4104,3143,409,0
923,42.32,74.6912,939,42.8709,1.0,329,9.0,2728,7.0,3,2022.0,3.0,716,721,4104,3143,1775,0
924,109.0,74.5644,1372,42.8382,3.0,223,11.0,2728,5.0,3,2016.0,-999.0,771,909,4104,3143,409,1
925,72.35,74.5817,939,42.8821,2.0,532,12.0,2728,10.0,3,2021.0,3.0,716,721,4104,3143,1775,0
926,140.0,74.5842,1257,42.8245,3.0,580,11.0,2728,11.0,371,2017.0,3.3,3131,909,277,3143,2341,0
927,94.0,74.5323,1510,42.8885,3.0,192,3.0,1189,2.0,234,2012.0,2.7,1148,721,272,3143,1775,0
928,44.0,74.5914,1510,42.895,1.0,592,3.0,1189,1.0,479,2018.0,3.0,771,721,272,3143,1229,1
929,35.0,74.5631,1510,42.8423,1.0,188,9.0,473,8.0,465,-999.0,-999.0,3131,3843,4104,2623,1229,0
930,40.0,74.6929,1372,42.8737,1.0,238,11.0,2728,3.0,125,2019.0,3.0,3131,909,4104,3143,1775,0
931,112.0,74.625,1372,42.8515,3.0,260,12.0,1189,12.0,104,2014.0,2.9,716,721,4104,3143,1775,0
932,64.0,74.5662,1372,42.8374,3.0,200,10.0,2728,9.0,480,2018.0,-999.0,1148,3843,277,3143,2341,0
933,89.0,74.5638,1510,42.8457,3.0,843,6.0,1189,2.0,301,1998.0,2.75,1148,721,4104,3143,1775,0
934,155.0,74.5937,1372,42.8739,3.0,207,9.0,2728,2.0,3298,-999.0,-999.0,3131,3843,4104,3143,409,0
935,91.0,74.6205,1510,42.8211,3.0,1720,18.0,311,8.0,266,1991.0,-999.0,3131,3843,4104,3143,1775,0
936,76.0,74.6618,1372,42.8797,4.0,279,4.0,1189,1.0,560,-999.0,2.8,1148,721,4104,3143,1775,0
937,60.0,74.6115,1510,42.8332,3.0,291,5.0,1189,5.0,283,-999.0,-999.0,1148,3843,4104,3143,2341,0
938,87.6,74.593,1372,42.8725,3.0,247,12.0,2728,8.0,462,2015.0,-999.0,1148,3843,4104,3143,409,0
939,74.0,74.6179,1372,42.8245,3.0,531,9.0,311,4.0,437,-999.0,-999.0,1148,3843,4104,3143,2341,0
940,50.0,74.625,1257,42.818,2.0,423,5.0,473,5.0,375,-999.0,-999.0,3131,721,4104,3143,2341,0
941,39.0,74.6268,1372,42.8131,1.0,237,11.0,2728,8.0,400,2018.0,3.0,1148,3843,272,3143,1775,0
942,45.0,74.5908,939,42.8438,1.0,264,12.0,2728,4.0,979,2020.0,3.0,716,909,4104,3143,1229,0
943,67.0,74.6307,1372,42.8122,2.0,546,10.0,2728,6.0,3,2020.0,3.0,771,3843,220,3143,1229,0
944,84.0,74.6372,939,42.8153,2.0,262,14.0,2728,2.0,103,2017.0,3.2,3131,3843,4104,3143,2341,0
945,40.0,74.567,1372,42.8302,1.0,346,13.0,2728,4.0,822,2017.0,-999.0,1148,909,4104,3143,1229,1
946,100.0,74.5941,939,42.8555,3.0,226,3.0,2728,1.0,122,2020.0,-999.0,3131,721,861,3143,2341,0
947,35.0,74.62,1510,42.8698,1.0,267,5.0,473,2.0,3,-999.0,-999.0,771,3843,4104,3143,1229,0
948,67.0,74.6347,1372,42.8423,2.0,260,9.0,311,7.0,483,-999.0,-999.0,716,3843,4104,3143,1775,0
949,48.0,74.5803,1510,42.8707,1.0,526,3.0,1189,1.0,265,2016.0,-999.0,3131,721,4104,3143,1229,0
950,45.0,74.6315,1510,42.8801,1.0,358,9.0,208,7.0,336,2016.0,2.8,1148,3843,4104,3143,1229,0
951,45.0,74.6302,1510,42.8833,1.0,331,9.0,208,7.0,362,2016.0,2.8,3131,721,861,2623,1229,0
952,30.0,74.5675,1510,42.8855,1.0,225,3.0,1189,2.0,500,-999.0,-999.0,3131,3843,220,3143,2341,0
953,45.0,74.5179,1510,42.8899,2.0,526,3.0,1189,3.0,337,-999.0,-999.0,3131,3843,277,3143,1775,0
954,54.0,74.5985,1510,42.8671,2.0,240,10.0,1189,9.0,195,-999.0,-999.0,1148,3843,4104,3143,1229,0
955,74.0,74.5664,1510,42.8426,3.0,329,9.0,1189,5.0,328,-999.0,-999.0,3131,3843,4104,3143,2341,0
956,62.0,74.617,1510,42.8692,3.0,216,9.0,473,9.0,495,-999.0,-999.0,3131,3843,4104,3143,1775,0
957,74.0,74.5639,1510,42.8459,3.0,330,6.0,1189,5.0,339,-999.0,-999.0,3131,3843,4104,2623,1775,0
958,79.5,74.5538,1510,42.8657,4.0,1065,5.0,161,4.0,814,1969.0,2.5,716,3843,4104,3143,1775,1
959,97.0,74.6232,1372,42.8314,2.0,261,10.0,2728,4.0,389,-999.0,3.0,3131,3843,4104,2623,2341,0
960,36.0,74.6178,1510,42.8708,1.0,264,9.0,311,3.0,374,-999.0,-999.0,3131,3843,4104,2623,2341,0
961,45.0,74.6255,1372,42.8206,3.0,276,4.0,51,4.0,332,-999.0,-999.0,1148,90,4104,3143,1229,1
962,35.0,74.6082,1510,42.8337,1.0,647,4.0,1189,2.0,427,-999.0,-999.0,716,3843,4104,3143,1229,0
963,115.0,74.6156,1372,42.8242,3.0,369,12.0,2728,2.0,322,2015.0,3.0,771,3843,4104,3143,2341,0
964,84.0,74.6807,1257,42.8755,-999.0,524,9.0,1189,1.0,146,-999.0,-999.0,3131,721,4104,3143,2341,0
965,103.0,74.6818,1257,42.8758,-999.0,444,9.0,1189,1.0,151,-999.0,-999.0,3131,721,4104,3143,2341,0
966,120.0,74.682,1257,42.8757,-999.0,545,9.0,1189,1.0,154,-999.0,-999.0,3131,721,4104,3143,2341,0
967,56.0,74.6349,1257,42.8522,2.0,727,12.0,1189,4.0,166,2020.0,-999.0,3131,721,4104,3143,2341,0
968,84.0,74.5701,1257,42.8453,3.0,290,18.0,57,8.0,654,-999.0,-999.0,3131,3843,861,3143,2341,0
969,50.0,74.616,1510,42.8684,2.0,223,9.0,473,7.0,367,-999.0,-999.0,3131,3843,4104,2623,2341,0
970,91.0,74.6006,1510,42.8826,3.0,374,13.0,2728,8.0,420,2017.0,3.2,3131,3843,4104,3143,2341,0
971,105.0,74.5933,1510,42.8675,4.0,377,10.0,2728,6.0,596,-999.0,-999.0,3131,3843,861,3143,2341,0
972,100.0,74.6321,1372,42.8317,3.0,414,12.0,2728,6.0,523,2017.0,3.0,1148,3843,26,3143,2341,0
973,192.0,74.551,1510,42.8518,4.0,297,9.0,2728,5.0,597,2008.0,-999.0,3131,3843,861,3143,2341,0
974,52.0,74.6433,1257,42.8444,2.0,8484,5.0,1189,2.0,328,2018.0,3.0,716,90,272,3143,1229,0
975,48.0,74.5254,1372,42.8786,2.0,910,3.0,374,2.0,765,-999.0,-999.0,1148,721,4104,3143,1229,0
976,62.0,74.6209,194,42.8204,3.0,390,9.0,473,9.0,200,-999.0,-999.0,3131,3843,4104,2623,2341,0
977,44.0,74.6818,939,42.8759,1.0,342,12.0,2728,2.0,805,2020.0,3.3,716,721,4104,3143,1229,1
978,52.0,74.5613,1257,42.8469,2.0,247,9.0,311,2.0,138,1996.0,3.0,1148,3843,4104,3143,1775,0
979,44.0,74.6872,1510,42.8538,1.0,455,9.0,473,1.0,146,2010.0,3.0,716,12,4104,3143,1229,0
980,126.0,74.6178,1510,42.884,5.0,247,7.0,1189,3.0,212,-999.0,-999.0,3131,721,4104,3143,409,0
981,56.6,74.5915,1372,42.8652,2.0,151,10.0,2728,3.0,3,-999.0,3.0,1148,90,4104,3143,1775,0
982,34.0,74.5486,1372,42.8491,1.0,492,5.0,1189,5.0,345,-999.0,-999.0,1148,3843,4104,3143,1229,0
983,45.0,74.6831,1372,42.8554,1.0,255,6.0,2728,5.0,261,2020.0,2.8,3131,3843,4104,3143,1229,1
984,52.0,74.5638,1257,42.8739,2.0,248,5.0,1189,3.0,3,-999.0,-999.0,3131,3843,4104,2623,2341,0
985,70.0,74.6847,1372,42.8781,2.0,503,11.0,2728,8.0,527,2019.0,3.0,716,3843,4104,3143,1775,0
986,50.0,74.7237,1372,42.7866,2.0,687,5.0,473,3.0,152,-999.0,-999.0,716,909,4104,3143,1775,0
987,91.0,74.5939,939,42.8656,3.0,549,10.0,2728,8.0,382,2020.0,3.2,716,909,4104,3143,409,0
988,158.0,74.6149,939,42.8228,4.0,356,15.0,2728,13.0,768,2020.0,3.3,3131,909,220,3143,409,0
989,60.0,74.5942,939,42.8743,2.0,2017,14.0,2728,12.0,567,2018.0,3.0,716,909,4104,2623,1775,1
990,126.0,74.5919,1510,42.8711,4.0,2894,13.0,2728,8.0,703,2016.0,3.0,771,909,4104,2623,409,1
991,62.0,74.5942,1372,42.8743,2.0,340,13.0,2728,12.0,1354,2019.0,3.0,771,909,4104,3143,1775,0
992,31.0,74.691,1510,42.8674,1.0,248,9.0,1189,5.0,191,2019.0,2.8,716,3843,4104,2623,1229,0
993,46.15,74.591,1257,42.8249,1.0,204,9.0,2728,2.0,260,2020.0,-999.0,3131,3843,861,3143,2341,0
994,30.0,74.5928,939,42.8733,1.0,527,3.0,2728,1.0,447,2020.0,3.0,716,3843,4104,3143,2341,0
995,104.0,74.5795,1257,42.8403,3.0,291,9.0,2728,6.0,275,2018.0,3.0,716,90,272,3143,1775,1
996,78.0,74.5764,1372,42.8432,2.0,354,11.0,2728,7.0,561,-999.0,3.0,771,90,4104,3143,1775,1
997,61.0,74.631,1510,42.8716,3.0,203,9.0,473,3.0,122,-999.0,-999.0,1148,3843,4104,3143,1775,1
998,136.0,74.6104,1257,42.8706,4.0,274,9.0,1189,3.0,246,-999.0,-999.0,1148,3843,4104,3143,1775,0
999,46.0,74.5654,1510,42.8435,1.0,389,11.0,2728,10.0,243,-999.0,-999.0,3131,3843,4104,3143,2341,0
1000,200.0,74.6235,939,42.8543,5.0,174,2.0,1189,1.0,553,2019.0,-999.0,3131,3843,26,2623,2341,0
1001,52.0,74.6038,1372,42.8359,2.0,415,10.0,2728,6.0,936,2019.0,-999.0,3131,3843,4104,2623,1775,0
1002,105.0,74.5688,1372,42.8455,3.0,418,14.0,2728,6.0,767,-999.0,2.8,1148,3843,4104,3143,1775,1
1003,58.2,74.5575,939,42.8636,2.0,237,10.0,1189,5.0,605,2017.0,3.0,3131,3843,4104,3143,1775,0
1004,85.5,74.5001,1257,42.8539,2.0,285,9.0,2728,2.0,633,-999.0,-999.0,3131,3843,4104,3143,2341,0
1005,72.0,74.5789,1372,42.8099,2.0,443,3.0,2728,1.0,403,-999.0,3.0,3131,90,4104,2623,2341,0
1006,44.0,74.6126,1257,42.8303,2.0,242,4.0,374,1.0,270,-999.0,-999.0,3131,3843,4104,2623,2341,0
1007,50.0,74.5918,103,42.8656,1.0,249,9.0,2728,7.0,367,2015.0,-999.0,3131,3843,4104,2623,2341,0
1008,44.1,74.5555,939,42.8525,1.0,308,9.0,41,8.0,137,-999.0,2.8,716,3843,272,3143,1229,0
1009,84.0,74.6365,1372,42.8182,3.0,274,11.0,1189,8.0,968,-999.0,3.0,771,3843,4104,3143,1775,0
1010,46.0,74.584,1510,42.8732,2.0,250,5.0,1189,4.0,3,-999.0,-999.0,3131,3843,4104,3143,1775,0
1011,34.0,74.6041,1510,42.84,2.0,584,5.0,1189,5.0,793,-999.0,-999.0,1148,909,4104,2623,1229,0
1012,44.0,74.5827,939,42.8397,1.0,374,12.0,2728,7.0,1559,2019.0,3.0,3131,909,4104,3143,2341,0
1013,52.0,74.6176,338,42.8399,2.0,349,12.0,374,9.0,3,1987.0,3.3,3131,909,4104,3143,2341,0
1014,37.0,74.613,1510,42.8595,1.0,203,8.0,311,7.0,3,2001.0,-999.0,771,3843,4104,3143,1775,0
1015,95.0,74.5852,1510,42.8285,3.0,264,13.0,2728,2.0,301,-999.0,-999.0,3131,3843,861,3143,2341,0
1016,43.0,74.6166,1257,42.8228,3.0,516,4.0,374,3.0,154,-999.0,-999.0,3131,3843,861,2623,2341,0
1017,102.0,74.5637,1372,42.838,4.0,869,9.0,2728,8.0,760,2019.0,2.8,716,3843,4104,2623,1775,0
1018,77.0,74.6959,1372,42.8781,2.0,409,9.0,2728,9.0,711,2018.0,2.8,1148,721,4104,2623,1775,0
