Общая площадь,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
84.0,74.6366,1372,42.8123,3.0,11.0,2731,8.0,2019.0,1775,771,4104,3143
160.0,74.6116,1257,42.8696,4.0,9.0,1189,8.0,-999.0,2353,3131,4104,3143
45.0,74.6928,1372,42.8707,1.0,3.0,519,1.0,2017.0,1229,1148,4104,2623
76.0,74.6165,939,42.8188,2.0,10.0,2731,10.0,2021.0,1775,716,220,3143
31.0,74.5662,939,42.882,2.0,2.0,74,2.0,2020.0,1229,716,277,3143
88.0,74.584,1372,42.8683,3.0,12.0,2731,11.0,-999.0,409,3131,4104,2623
62.0,74.6212,1510,42.874,3.0,5.0,530,4.0,-999.0,1775,3131,4104,2623
38.0,74.627,1510,42.8297,1.0,9.0,530,7.0,1995.0,1229,1148,4104,3143
45.6,74.5786,1257,42.8833,1.0,10.0,2731,3.0,2020.0,2353,3131,272,3143
64.0,74.6225,1257,42.8289,3.0,5.0,1189,1.0,-999.0,2353,3131,867,2623
54.6,74.6321,1372,42.8317,2.0,12.0,2731,12.0,2017.0,1775,771,4104,2623
56.0,74.675,1372,42.8707,1.0,9.0,2731,2.0,-999.0,1775,716,4104,3143
70.0,74.6304,1372,42.8715,2.0,9.0,1189,3.0,-999.0,1229,1148,4104,2623
31.0,74.5848,1257,42.8503,1.0,3.0,1189,3.0,-999.0,2353,3131,867,2623
132.0,74.5922,1372,42.8813,4.0,9.0,2731,7.0,-999.0,2353,771,272,3143
187.0,74.6091,1510,42.8425,5.0,6.0,1189,5.0,-999.0,409,716,4104,2623
85.0,74.5797,1510,42.8307,2.0,5.0,2731,5.0,-999.0,1229,1148,4104,2623
68.0,74.6147,1510,42.8198,2.0,12.0,1189,11.0,2020.0,1229,1148,272,2623
66.0,74.6095,1372,42.8303,3.0,4.0,425,1.0,1980.0,1229,771,4104,3143
70.0,74.6929,103,42.8737,2.0,11.0,2731,4.0,-999.0,1775,3131,4104,3143
118.8,-999.0,1257,-999.0,4.0,10.0,1189,7.0,2016.0,2353,3131,867,2623
111.0,74.6179,1257,42.8287,3.0,10.0,2731,8.0,-999.0,2353,3131,4104,2623
50.0,74.6012,1510,42.8319,2.0,5.0,530,2.0,-999.0,2353,3131,4104,3143
56.9,74.6132,939,42.8217,1.0,13.0,2731,8.0,2022.0,2353,3131,867,3143
60.0,74.5942,1372,42.8743,2.0,13.0,2731,12.0,2018.0,2353,1148,4104,2623
78.0,74.632,1257,42.8717,4.0,9.0,519,8.0,-999.0,2353,3131,867,2623
66.0,74.5662,939,42.8375,2.0,9.0,519,9.0,-999.0,2353,3131,4104,2623
182.0,74.625,1257,42.8237,4.0,6.0,2731,6.0,-999.0,2353,3131,867,3143
35.0,74.568,1257,42.8424,1.0,9.0,519,5.0,-999.0,2353,3131,4104,3143
210.0,74.5814,1372,42.873,4.0,9.0,2731,7.0,-999.0,409,771,4104,3143
56.0,74.6242,1257,42.8317,3.0,5.0,1189,3.0,-999.0,2353,3131,4104,3143
61.0,74.6788,194,42.8761,3.0,5.0,530,4.0,-999.0,2353,3131,4104,2623
184.0,74.6076,1372,42.8718,4.0,4.0,1189,2.0,2001.0,409,3131,4104,2623
60.0,74.5668,1257,42.8437,3.0,6.0,1189,1.0,-999.0,2353,3131,4104,2623
70.0,74.6327,1372,42.8452,2.0,10.0,519,9.0,2017.0,1775,771,277,3143
250.0,74.6222,1257,42.83,6.0,11.0,36,11.0,-999.0,2353,3131,4104,3143
43.0,74.5795,1372,42.8808,1.0,4.0,1189,2.0,-999.0,1229,1148,220,2623
42.0,74.6326,1372,42.8697,1.0,9.0,2731,4.0,2019.0,1229,1148,4104,2623
50.0,74.624,338,42.8688,1.0,10.0,2731,2.0,2012.0,2353,3131,4104,3143
86.0,74.6004,1372,42.8826,2.0,13.0,2731,2.0,2017.0,2353,1148,4104,2623
72.0,74.5765,1257,42.8428,2.0,10.0,2731,8.0,2016.0,2353,3131,4104,3143
81.0,74.5645,1372,42.8318,2.0,9.0,2731,6.0,2018.0,1775,771,4104,3143
43.7,74.5883,1257,42.8626,-999.0,12.0,2731,8.0,-999.0,2353,3131,867,2623
62.0,74.6865,1510,42.8536,3.0,9.0,530,1.0,-999.0,1775,3131,4104,2623
58.0,74.6129,1510,42.8326,3.0,4.0,425,1.0,-999.0,1229,771,4104,3143
12.0,74.6947,1257,42.8762,1.0,5.0,74,1.0,-999.0,2353,3131,4104,3143
81.0,74.5783,1372,42.8814,2.0,10.0,2731,6.0,2017.0,1775,771,4104,2623
104.2,74.6228,939,42.8173,3.0,12.0,2731,9.0,2019.0,2353,3131,220,3143
51.0,74.5971,1257,42.8846,1.0,12.0,2731,9.0,-999.0,2353,3131,867,2623
39.0,74.6353,1510,42.8702,1.0,9.0,519,8.0,-999.0,1229,1148,4104,3143
33.0,74.5837,1372,42.884,1.0,9.0,2731,9.0,2018.0,1229,716,4104,2623
58.0,74.6149,1257,42.8759,3.0,5.0,425,5.0,-999.0,2353,3131,867,2623
85.0,74.6019,1510,42.8433,3.0,10.0,2731,3.0,-999.0,2353,771,867,2623
60.0,74.618,1257,42.8342,2.0,9.0,530,9.0,-999.0,2353,3131,4104,3143
99.0,74.5668,1510,42.8386,2.0,9.0,2731,2.0,-999.0,1775,1148,4104,2623
42.0,74.5883,1372,42.8626,1.0,12.0,2731,7.0,-999.0,1229,716,4104,3143
203.0,74.5856,1372,42.8368,4.0,9.0,2731,9.0,2017.0,409,3131,867,3143
97.0,74.5813,1257,42.8393,2.0,10.0,2731,3.0,2020.0,2353,3131,4104,3143
140.0,74.5842,1372,42.8245,3.0,11.0,2731,7.0,2017.0,1775,716,4104,3143
43.0,74.6314,1372,42.851,2.0,12.0,2731,11.0,-999.0,2353,3131,4104,2623
46.0,74.6207,338,42.8675,2.0,5.0,425,3.0,-999.0,1229,1148,4104,2623
95.0,74.6037,939,42.8474,2.0,12.0,2731,12.0,2017.0,1775,3131,4104,2623
58.0,74.6225,194,42.8296,3.0,4.0,425,4.0,-999.0,1229,716,4104,2623
45.0,74.6836,103,42.855,2.0,12.0,1189,2.0,2018.0,1775,716,277,3143
39.0,74.5874,1372,42.8641,1.0,12.0,2731,10.0,-999.0,2353,3131,4104,2623
82.0,74.5924,1372,42.8495,3.0,12.0,2731,3.0,2020.0,2353,3131,4104,2623
49.7,74.636,1372,42.8455,2.0,12.0,2731,4.0,-999.0,1229,1148,277,3143
18.0,74.6022,338,42.846,1.0,4.0,74,4.0,1968.0,1775,716,4104,2623
115.0,74.6204,194,42.8804,3.0,17.0,2731,15.0,2020.0,1775,3131,4104,2623
63.0,74.6192,338,42.8801,3.0,5.0,425,1.0,-999.0,1229,3131,4104,3143
34.0,74.6145,1510,42.8483,1.0,9.0,530,8.0,1985.0,1229,716,4104,2623
160.0,74.6235,939,42.8754,4.0,14.0,1189,8.0,2020.0,409,3131,4104,3143
60.0,74.6208,1510,42.8372,3.0,4.0,425,4.0,-999.0,2353,1148,4104,3143
113.0,74.6134,1372,42.8831,3.0,7.0,2731,2.0,2009.0,1775,1148,4104,3143
-999.0,74.6115,1372,42.866,5.0,10.0,2731,10.0,2018.0,409,1148,4104,3143
125.0,74.5941,939,42.8795,3.0,12.0,2731,5.0,2020.0,1775,716,4104,3143
140.0,74.6138,1257,42.8672,4.0,5.0,1189,3.0,-999.0,2353,3131,867,2623
36.0,74.6885,1510,42.8767,1.0,9.0,530,5.0,1993.0,2353,3131,4104,2623
104.0,74.6101,1372,42.8509,2.0,10.0,2731,3.0,2011.0,409,771,4104,3143
72.69,74.6194,53,42.8158,2.0,10.0,2731,10.0,2022.0,2353,3131,220,3143
47.0,74.535,939,42.8527,2.0,5.0,2731,1.0,2019.0,2353,3131,4104,3143
38.0,74.6268,1372,42.8133,1.0,11.0,2731,8.0,-999.0,1775,3131,272,3143
84.1,74.6244,939,42.8708,3.0,10.0,2731,4.0,2019.0,409,3131,4104,2623
42.0,74.6296,1257,42.8252,1.0,10.0,1189,10.0,-999.0,2353,3131,4104,2623
52.0,74.5654,1510,42.8395,2.0,9.0,519,4.0,-999.0,1775,1148,4104,2623
30.0,74.5583,1510,42.8752,2.0,2.0,56,1.0,-999.0,1775,1148,4104,3143
60.0,74.6921,1372,42.8748,3.0,9.0,530,5.0,1983.0,1775,3131,867,2623
80.0,74.6364,1372,42.8761,2.0,14.0,2731,9.0,-999.0,2353,3131,4104,2623
45.0,74.6794,1510,42.8782,3.0,6.0,425,1.0,-999.0,1775,1148,4104,2623
95.0,74.5808,1257,42.8755,3.0,9.0,2731,7.0,2019.0,1229,3131,4104,2623
97.0,74.6224,53,42.8437,3.0,14.0,2731,11.0,2020.0,2353,3131,4104,3143
133.0,74.5831,1372,42.8386,3.0,10.0,2731,4.0,2019.0,409,1148,277,2623
54.0,74.5642,1372,42.8434,2.0,11.0,2731,5.0,-999.0,1229,771,4104,3143
110.0,74.6085,939,42.8502,3.0,12.0,2731,2.0,2018.0,1775,716,4104,3143
65.0,74.5766,1257,42.8712,3.0,5.0,530,5.0,-999.0,2353,3131,867,2623
185.0,74.61,1510,42.8679,6.0,13.0,36,12.0,2014.0,409,716,4104,3143
50.0,74.6289,338,42.8304,2.0,5.0,530,5.0,-999.0,1775,1148,4104,2623
75.0,74.6327,1372,42.8697,2.0,9.0,2731,9.0,2019.0,2353,771,4104,3143
32.0,74.6176,1510,42.8306,1.0,4.0,425,3.0,-999.0,1229,3131,4104,2623
39.0,74.5822,1510,42.8403,1.0,12.0,2731,2.0,2018.0,2353,3131,4104,2623
61.0,74.6839,338,42.8791,3.0,5.0,530,5.0,-999.0,1775,1148,4104,2623
78.0,74.6209,1372,42.827,2.0,12.0,2731,11.0,-999.0,1775,771,4104,2623
52.0,74.6948,1372,42.878,2.0,5.0,1189,5.0,-999.0,1775,771,4104,3143
102.0,74.6086,939,42.8442,3.0,14.0,2731,13.0,-999.0,1775,716,220,2623
72.0,74.6051,1510,42.8329,4.0,4.0,1189,3.0,-999.0,1775,3131,4104,2623
77.0,74.6843,1372,42.8775,2.0,9.0,1189,5.0,2017.0,1775,716,4104,3143
43.0,74.6265,338,42.8375,2.0,4.0,425,2.0,-999.0,1229,1148,4104,3143
122.0,74.5726,1372,42.8433,3.0,8.0,2731,5.0,2017.0,409,771,26,3143
78.54,74.6439,939,42.8397,2.0,10.0,2731,5.0,-999.0,1775,3131,272,3143
65.0,74.6616,53,42.8557,2.0,12.0,2731,5.0,2021.0,1775,3131,4104,3143
33.0,74.6192,1257,42.8783,1.0,9.0,425,4.0,1973.0,1229,1148,4104,3143
96.0,74.6363,1372,42.8745,3.0,14.0,2731,5.0,-999.0,1229,1148,867,3143
76.0,74.558,53,42.8646,2.0,17.0,2731,5.0,2022.0,1775,716,272,3143
51.0,74.6216,1257,42.8299,1.0,10.0,2731,8.0,2018.0,2353,3131,867,3143
153.0,74.5889,939,42.8324,3.0,5.0,2731,2.0,2019.0,2353,3131,272,2623
80.0,74.5766,194,42.8708,4.0,9.0,1189,5.0,-999.0,1775,1148,4104,3143
35.0,74.6351,338,42.8683,1.0,9.0,519,2.0,1988.0,1229,3131,4104,3143
70.8,74.5883,939,42.8626,2.0,12.0,2731,5.0,2020.0,1775,716,4104,3143
44.0,74.615,103,42.8196,1.0,14.0,2731,4.0,2022.0,1775,3131,867,3143
135.0,74.5913,1372,42.8703,3.0,10.0,2731,7.0,-999.0,409,771,4104,2623
56.0,74.5376,1257,42.8565,3.0,4.0,425,3.0,-999.0,2353,3131,867,2623
56.0,74.6132,1257,42.8583,2.0,9.0,519,1.0,-999.0,2353,3131,4104,3143
100.0,74.5847,939,42.8771,3.0,12.0,1189,10.0,2022.0,1775,3131,4104,3143
56.0,74.6363,1372,42.8111,2.0,9.0,2731,4.0,2020.0,1229,716,4104,3143
78.0,74.6818,939,42.8758,3.0,9.0,2731,9.0,2020.0,1775,716,4104,3143
97.0,74.6209,1372,42.8266,3.0,12.0,2731,11.0,2017.0,409,1148,4104,3143
50.0,74.628,1510,42.8297,2.0,5.0,530,5.0,1985.0,1775,3131,4104,3143
133.0,74.5814,1372,42.8711,3.0,10.0,2731,5.0,-999.0,409,3131,4104,3143
72.0,74.5789,1372,42.8099,2.0,3.0,2731,1.0,-999.0,2353,3131,4104,2623
50.0,74.6299,939,42.8565,2.0,12.0,2731,6.0,2022.0,1229,716,4104,3143
95.0,74.5688,1257,42.8297,2.0,10.0,165,8.0,-999.0,2353,771,867,2623
55.0,74.6109,1372,42.8685,2.0,5.0,1189,2.0,-999.0,1775,771,4104,2623
20.0,74.6136,1510,42.8487,1.0,4.0,74,3.0,-999.0,1229,771,4104,3143
250.0,74.6179,1257,42.8287,6.0,11.0,36,10.0,-999.0,2353,3131,4104,3143
45.0,74.6338,1372,42.8451,1.0,9.0,519,8.0,2020.0,2353,1148,277,3143
48.6,74.5724,1510,42.8988,2.0,5.0,1189,1.0,1975.0,1775,1148,4104,2623
110.0,74.6064,1372,42.8595,3.0,10.0,1189,9.0,2017.0,1229,771,4104,2623
54.6,74.6143,939,42.8525,1.0,14.0,2731,4.0,2020.0,1229,716,4104,3143
125.0,74.6351,1372,42.8161,3.0,13.0,2731,6.0,-999.0,1775,1148,4104,2623
60.0,74.6942,194,42.8772,3.0,5.0,1189,5.0,1977.0,1775,1148,4104,2623
63.41,74.5588,1257,42.8724,2.0,10.0,2731,2.0,2022.0,2353,3131,4104,3143
143.0,74.581,939,42.8444,3.0,12.0,2731,7.0,2020.0,409,3131,4104,3143
42.0,74.6047,1372,42.8824,1.0,12.0,2731,5.0,-999.0,1775,771,4104,3143
165.0,74.6095,1372,42.8499,4.0,10.0,2731,3.0,-999.0,409,771,4104,2623
90.0,74.5917,939,42.8786,2.0,12.0,2731,5.0,-999.0,1775,3131,4104,3143
35.0,74.5682,1510,42.8445,1.0,9.0,530,1.0,1980.0,1229,771,4104,3143
30.0,74.5674,1257,42.8837,2.0,2.0,1189,2.0,-999.0,2353,3131,867,2623
67.0,74.665,194,42.8783,3.0,4.0,1189,3.0,1993.0,1775,3131,4104,2623
36.0,74.632,1510,42.8717,1.0,9.0,519,8.0,-999.0,2353,3131,867,2623
102.0,74.5768,1257,42.844,3.0,6.0,2731,2.0,-999.0,2353,3131,867,2623
64.0,74.6837,1510,42.8535,3.0,5.0,1189,3.0,1992.0,1775,1148,4104,3143
42.0,74.6298,1510,42.8245,2.0,4.0,425,1.0,-999.0,1229,1148,4104,3143
50.0,74.6296,1510,42.8268,3.0,4.0,425,1.0,1976.0,409,1148,4104,3143
114.0,74.6348,1372,42.8159,3.0,9.0,2731,6.0,2012.0,409,716,4104,3143
104.0,74.5641,1510,42.8466,3.0,5.0,1189,3.0,2015.0,1775,771,277,3143
23.0,74.6075,1510,42.8329,1.0,4.0,1189,1.0,-999.0,1229,3131,4104,3143
118.0,74.6224,1372,42.8175,4.0,10.0,2731,4.0,-999.0,2353,3131,220,2623
65.0,74.5855,1510,42.8492,3.0,12.0,1189,6.0,-999.0,1775,3131,4104,3143
45.0,74.6842,1510,42.8547,1.0,9.0,519,7.0,2007.0,1229,3131,4104,2623
44.0,74.5417,1510,42.8509,2.0,4.0,165,3.0,1969.0,1229,1148,4104,3143
58.0,74.6328,1510,42.8511,3.0,5.0,425,1.0,1990.0,1229,1148,4104,3143
77.0,74.6057,1372,42.8823,2.0,9.0,2731,4.0,-999.0,1775,771,4104,3143
62.0,74.6089,194,42.8602,3.0,9.0,530,9.0,-999.0,1775,1148,4104,2623
101.0,74.5869,1372,42.8264,2.0,12.0,2731,5.0,-999.0,409,1148,277,3143
39.0,74.5581,1510,42.8755,2.0,2.0,1189,1.0,-999.0,1229,771,4104,2623
68.0,74.6868,1257,42.8551,2.0,9.0,519,7.0,2019.0,1775,1148,4104,2623
52.0,74.5389,338,42.8633,2.0,5.0,530,4.0,-999.0,1775,771,4104,2623
28.0,74.6552,1372,42.8665,1.0,4.0,1189,2.0,2020.0,1229,1148,277,2623
53.0,74.6027,1372,42.8688,2.0,13.0,2731,7.0,2019.0,1775,771,4104,2623
50.0,74.585,194,42.8503,2.0,5.0,1189,5.0,-999.0,1775,3131,867,2623
52.0,74.5634,1257,42.8299,1.0,9.0,2731,8.0,2021.0,2353,3131,277,3143
100.0,74.626,1257,42.8237,3.0,10.0,2731,4.0,-999.0,2353,3131,867,2623
99.0,74.6247,1257,42.8385,3.0,9.0,2731,2.0,-999.0,2353,3131,277,3143
71.0,74.6003,1257,42.8822,2.0,16.0,2731,15.0,2017.0,2353,3131,4104,2623
77.0,74.6192,1510,42.8825,3.0,9.0,519,7.0,-999.0,1775,1148,867,3143
39.0,74.6114,1510,42.8302,1.0,5.0,425,2.0,-999.0,1229,1148,4104,3143
92.0,74.6102,1372,42.8528,3.0,10.0,2731,2.0,2015.0,1775,1148,4104,2623
58.0,74.621,1510,42.8672,3.0,5.0,425,2.0,-999.0,2353,3131,4104,2623
212.0,74.5828,1257,42.8362,4.0,9.0,2731,4.0,-999.0,2353,3131,867,3143
54.91,74.5817,939,42.8821,3.0,12.0,2731,12.0,2021.0,2353,3131,4104,3143
44.0,74.5844,338,42.8217,2.0,5.0,425,3.0,-999.0,1229,771,4104,3143
30.0,74.5839,1510,42.8409,1.0,4.0,165,3.0,-999.0,1229,1148,4104,3143
70.0,74.6898,1510,42.8548,3.0,5.0,1189,3.0,-999.0,1775,1148,4104,3143
48.0,74.6382,1372,42.8505,2.0,12.0,1189,8.0,2020.0,2353,3131,867,3143
58.0,74.574,1510,42.8691,3.0,5.0,425,4.0,-999.0,1229,1148,4104,3143
46.0,74.629,1372,42.8157,2.0,5.0,530,4.0,-999.0,1775,1148,4104,3143
35.0,74.6266,1257,42.8319,1.0,5.0,1189,4.0,-999.0,2353,3131,4104,2623
80.0,74.6571,1510,42.8789,4.0,5.0,1189,5.0,-999.0,1775,1148,4104,2623
83.0,74.6812,1372,42.8772,3.0,5.0,530,3.0,-999.0,1775,771,4104,3143
42.0,74.5638,194,42.8735,2.0,2.0,1189,2.0,-999.0,2353,3131,4104,3143
108.0,74.6074,1257,42.8595,3.0,9.0,2731,2.0,-999.0,2353,3131,867,2623
88.0,74.5874,1510,42.8729,5.0,3.0,56,3.0,1959.0,409,771,4104,2623
128.0,74.5942,1372,42.8743,3.0,10.0,2731,9.0,-999.0,2353,3131,4104,2623
69.0,74.6112,1372,42.8362,2.0,9.0,2731,8.0,2011.0,1775,1148,4104,3143
137.0,74.6111,1257,42.8507,3.0,10.0,2731,4.0,-999.0,2353,3131,867,2623
103.0,74.6148,1510,42.8693,2.0,9.0,530,2.0,-999.0,1775,1148,4104,2623
48.0,74.5678,1510,42.8343,2.0,5.0,530,3.0,-999.0,1775,1148,4104,2623
43.0,74.5853,194,42.8438,2.0,3.0,165,3.0,-999.0,1229,716,4104,2623
35.0,74.5663,194,42.8434,1.0,10.0,530,7.0,1987.0,1229,716,4104,2623
78.0,74.5876,1372,42.8781,2.0,10.0,2731,7.0,-999.0,1775,1148,4104,2623
48.0,74.5883,1510,42.8626,1.0,11.0,2731,9.0,2018.0,1229,1148,4104,3143
200.0,74.5943,1257,42.8712,4.0,8.0,2731,6.0,2006.0,2353,3131,867,3143
97.0,74.6164,1372,42.8202,3.0,9.0,2731,3.0,-999.0,1775,1148,867,3143
46.0,74.5661,1510,42.839,1.0,10.0,2731,5.0,-999.0,2353,3131,4104,2623
34.0,74.6882,1510,42.8545,1.0,9.0,530,4.0,-999.0,2353,3131,4104,2623
139.0,74.6059,103,42.8824,3.0,9.0,1189,6.0,2018.0,1775,3131,4104,3143
45.0,74.6324,1510,42.8685,1.0,9.0,519,2.0,2020.0,1229,1148,4104,2623
101.0,74.6084,939,42.8672,3.0,12.0,2731,8.0,2016.0,409,3131,4104,3143
38.0,74.6345,939,42.8426,1.0,9.0,2731,8.0,2020.0,1775,716,220,2623
80.0,74.5668,338,42.8377,4.0,9.0,519,5.0,-999.0,1775,3131,4104,3143
48.0,74.591,1257,42.8249,1.0,9.0,41,5.0,-999.0,2353,3131,220,3143
104.0,74.6372,1372,42.8153,3.0,14.0,2731,7.0,2021.0,2353,1148,4104,3143
44.5,74.5626,53,42.8787,1.0,9.0,1189,6.0,-999.0,1229,3131,4104,3143
78.0,74.5817,939,42.8821,2.0,12.0,2731,7.0,2020.0,1775,3131,220,3143
97.0,74.5841,1257,42.8228,2.0,12.0,2731,2.0,2020.0,2353,3131,867,3143
63.0,74.6206,1372,42.869,3.0,5.0,530,2.0,-999.0,1775,3131,4104,3143
66.0,74.5929,1257,42.8731,2.0,13.0,2731,12.0,-999.0,1775,3131,4104,3143
49.0,74.6384,1372,42.8842,2.0,5.0,1189,1.0,-999.0,1229,3131,4104,2623
70.0,74.6331,1510,42.8442,2.0,9.0,519,9.0,-999.0,1775,3131,4104,2623
46.2,74.6816,1372,42.8585,1.0,8.0,2731,2.0,-999.0,1229,1148,4104,2623
65.0,74.6286,1510,42.8327,3.0,4.0,425,1.0,-999.0,2353,1148,4104,3143
79.5,74.5538,1510,42.8657,4.0,5.0,165,4.0,1969.0,1775,716,4104,3143
35.0,74.6,194,42.831,1.0,5.0,530,5.0,-999.0,2353,3131,4104,2623
32.0,74.6108,338,42.874,1.0,12.0,1189,7.0,1989.0,1229,1148,4104,3143
110.0,74.6088,939,42.818,3.0,14.0,2731,9.0,2022.0,409,3131,220,3143
44.0,74.5364,939,42.8468,1.0,5.0,1189,3.0,2020.0,1229,716,277,3143
152.0,74.5937,939,42.8791,4.0,12.0,2731,7.0,-999.0,2353,3131,867,2623
113.19,74.6352,53,42.875,3.0,9.0,2731,4.0,-999.0,2353,3131,4104,3143
67.0,74.6478,1257,42.8151,2.0,9.0,519,9.0,2016.0,2353,3131,272,2623
70.5,74.548,338,42.8821,3.0,2.0,1189,2.0,1975.0,1775,1148,4104,3143
40.5,74.5272,1510,42.884,2.0,2.0,1189,2.0,1968.0,1229,1148,4104,3143
155.0,74.6048,1372,42.839,4.0,10.0,1189,3.0,-999.0,409,3131,4104,3143
46.0,74.6361,194,42.8756,3.0,5.0,425,2.0,1983.0,1229,716,4104,3143
52.0,74.617,939,42.8686,1.0,15.0,2731,14.0,-999.0,2353,3131,4104,2623
85.0,74.6331,1257,42.8166,3.0,9.0,519,3.0,-999.0,2353,3131,867,3143
156.7,74.6069,1257,42.8756,4.0,9.0,1189,7.0,-999.0,2353,3131,867,2623
35.0,74.5772,338,42.8708,1.0,9.0,519,7.0,-999.0,1775,3131,277,2623
67.0,74.6824,1372,42.8554,2.0,9.0,2731,2.0,2020.0,2353,3131,4104,3143
78.0,74.58,1372,42.8795,2.0,10.0,2731,7.0,-999.0,1775,1148,4104,3143
78.0,74.6438,939,42.8401,2.0,9.0,2731,9.0,2020.0,2353,3131,220,2623
105.0,74.6125,1257,42.8823,3.0,7.0,2731,7.0,-999.0,2353,3131,867,3143
122.0,74.5885,1372,42.8792,3.0,12.0,2731,4.0,-999.0,409,3131,4104,3143
79.0,74.6127,1510,42.8729,3.0,5.0,36,5.0,-999.0,409,3131,4104,3143
70.0,74.5661,939,42.8371,2.0,9.0,519,1.0,-999.0,2353,3131,4104,3143
20.0,74.522,1372,42.8431,1.0,2.0,74,2.0,2020.0,1229,716,277,2623
36.5,74.6316,1257,42.8502,1.0,5.0,530,1.0,-999.0,2353,3131,4104,2623
62.0,74.6201,1257,42.8721,3.0,9.0,530,7.0,-999.0,2353,3131,4104,3143
56.0,74.6417,1510,42.8122,2.0,9.0,519,1.0,2000.0,1229,1148,4104,3143
45.0,74.5555,1257,42.8525,1.0,9.0,519,2.0,2019.0,2353,3131,272,2623
197.0,74.6134,939,42.8187,5.0,14.0,2731,12.0,2019.0,409,716,220,3143
63.0,74.6802,1510,42.8758,3.0,5.0,519,4.0,1999.0,1775,1148,4104,2623
58.0,74.6103,338,42.8311,3.0,5.0,425,3.0,1980.0,1229,1148,4104,2623
108.0,74.606,939,42.8287,3.0,12.0,2731,5.0,-999.0,2353,3131,4104,3143
98.0,74.5944,1372,42.8654,4.0,10.0,2731,10.0,-999.0,1775,1148,4104,3143
58.0,74.6293,338,42.8326,3.0,4.0,425,4.0,-999.0,1229,3131,4104,3143
50.0,74.6281,1510,42.8326,2.0,5.0,530,1.0,-999.0,1775,1148,4104,2623
113.0,74.632,1257,42.8717,3.0,9.0,2731,7.0,2020.0,2353,3131,4104,3143
102.0,74.6137,1372,42.8221,3.0,9.0,2731,7.0,-999.0,1775,3131,220,3143
42.0,74.563,939,42.884,1.0,9.0,2731,7.0,2021.0,2353,3131,4104,3143
112.0,74.5684,1510,42.8314,3.0,10.0,2731,8.0,2010.0,2353,3131,4104,2623
32.0,74.6071,1257,42.8368,1.0,4.0,425,4.0,1980.0,2353,3131,867,2623
80.0,74.5479,1510,42.8885,3.0,2.0,1189,2.0,1980.0,1775,771,220,2623
117.0,74.5911,1372,42.8295,4.0,10.0,1189,6.0,-999.0,1775,3131,4104,2623
50.0,74.5952,939,42.8733,1.0,10.0,2731,3.0,2019.0,2353,3131,4104,3143
94.8,74.6438,939,42.8401,3.0,10.0,2731,1.0,2020.0,2353,3131,4104,3143
50.0,74.5884,103,42.8545,1.0,10.0,2731,8.0,2018.0,2353,716,4104,2623
48.0,74.6855,338,42.8772,2.0,5.0,530,3.0,-999.0,1775,716,4104,3143
39.35,74.5883,939,42.8626,1.0,12.0,2731,11.0,-999.0,1229,3131,4104,3143
145.0,74.5918,1257,42.8733,4.0,14.0,1189,10.0,2021.0,2353,3131,4104,2623
32.0,74.6277,194,42.8352,1.0,5.0,1189,4.0,1981.0,1229,716,4104,3143
73.0,74.5883,1257,42.8544,2.0,10.0,2731,9.0,-999.0,2353,3131,4104,2623
45.0,74.6331,1510,42.8442,1.0,9.0,519,8.0,-999.0,2353,3131,4104,2623
50.5,74.5908,939,42.8438,1.0,12.0,2731,4.0,-999.0,1229,3131,4104,2623
53.0,74.626,1372,42.8323,1.0,13.0,1189,12.0,2018.0,1229,716,272,3143
39.2,74.6938,1510,42.8741,1.0,9.0,2731,6.0,2014.0,2353,3131,4104,2623
32.0,74.6283,1510,42.8304,1.0,4.0,425,3.0,1970.0,1229,716,4104,3143
58.0,74.6442,1510,42.8763,2.0,3.0,1189,2.0,1964.0,1775,3131,4104,2623
48.0,74.5773,338,42.8749,2.0,5.0,1189,4.0,-999.0,1229,3131,4104,3143
110.0,74.6245,1372,42.8712,3.0,10.0,2731,4.0,2016.0,409,771,4104,3143
66.5,74.623,939,42.8265,2.0,13.0,2731,13.0,-999.0,2353,3131,867,3143
32.0,74.6298,1257,42.8394,1.0,4.0,425,3.0,1972.0,2353,3131,867,2623
46.0,74.6193,1510,42.8816,2.0,5.0,425,5.0,-999.0,1229,771,4104,3143
136.0,74.582,1372,42.8792,3.0,10.0,2731,4.0,2015.0,1229,3131,4104,3143
77.0,74.5765,1372,42.8428,2.0,10.0,2731,7.0,2016.0,1775,771,4104,3143
58.0,74.6231,1510,42.839,3.0,4.0,425,4.0,-999.0,1229,1148,4104,2623
66.0,74.5683,1257,42.838,2.0,13.0,519,13.0,2017.0,2353,3131,4104,2623
51.0,74.673,1372,42.8543,1.0,10.0,2731,1.0,2017.0,1229,1148,4104,2623
52.0,74.6277,194,42.8349,2.0,5.0,1189,1.0,-999.0,1229,716,4104,2623
153.5,74.6194,1372,42.8734,4.0,14.0,2731,5.0,-999.0,409,3131,4104,3143
32.0,74.6892,338,42.8751,1.0,9.0,530,6.0,-999.0,1229,3131,4104,2623
63.0,74.6116,1257,42.8331,3.0,9.0,530,5.0,-999.0,2353,3131,867,3143
189.2,74.6102,1510,42.8728,3.0,11.0,2731,7.0,2011.0,409,1148,4104,3143
