Общая площадь,Долгота,Состояние,Широта,Количество комнат,Всего этажей,Серия,Этаж,Год постройки,Санузел,Мебель,Отопление,Тип предложения
52.0,74.6145,1257,42.8679,1.0,14.0,2731,10.0,-999.0,2353,3131,867,3143
42.32,74.6912,939,42.8709,1.0,9.0,2731,7.0,2022.0,1775,716,4104,3143
64.0,74.5963,1510,42.8813,3.0,5.0,1189,5.0,-999.0,1229,1148,4104,2623
91.0,74.6335,939,42.8422,3.0,9.0,2731,2.0,2021.0,1775,3131,4104,3143
51.0,74.6971,1510,42.8737,2.0,5.0,1189,5.0,-999.0,1775,1148,4104,3143
185.0,74.6115,1257,42.8719,3.0,9.0,2731,6.0,-999.0,2353,3131,4104,2623
61.0,74.6162,194,42.8188,2.0,9.0,2731,5.0,2021.0,2353,3131,4104,3143
43.0,74.6085,1510,42.8502,2.0,11.0,2731,10.0,2020.0,1229,1148,4104,3143
66.0,74.583,1510,42.8745,3.0,5.0,1189,4.0,-999.0,1775,1148,4104,2623
55.0,74.6445,1372,42.8401,1.0,9.0,519,5.0,-999.0,1229,3131,277,3143
47.76,74.5789,939,42.8311,1.0,9.0,1189,6.0,2021.0,1229,3131,4104,3143
80.0,74.6267,1257,42.8418,2.0,12.0,2731,11.0,2018.0,2353,3131,4104,3143
48.0,74.6892,1510,42.8791,2.0,5.0,530,4.0,1981.0,1775,3131,4104,2623
68.0,74.6088,1372,42.8561,2.0,10.0,1189,7.0,2018.0,1229,1148,4104,3143
70.2,74.6263,1257,42.8343,3.0,9.0,519,8.0,-999.0,2353,3131,867,3143
60.0,74.5676,1510,42.8425,3.0,5.0,530,2.0,-999.0,1775,771,4104,3143
111.0,74.583,1257,42.8392,3.0,7.0,2731,4.0,2014.0,1775,1148,867,3143
50.0,74.6584,53,42.8588,1.0,12.0,2731,10.0,2021.0,409,3131,4104,3143
125.0,74.6107,1510,42.8658,4.0,4.0,1189,2.0,-999.0,1775,1148,4104,3143
227.0,74.6037,1372,42.8369,5.0,10.0,2731,7.0,2013.0,409,771,4104,3143
42.0,74.6361,1510,42.8748,2.0,5.0,1189,4.0,-999.0,1775,1148,4104,2623
159.0,74.6148,939,42.8167,4.0,8.0,2731,4.0,2020.0,409,716,220,3143
40.0,74.6957,1372,42.8778,2.0,5.0,74,5.0,-999.0,1229,3131,4104,3143
56.0,74.6006,1510,42.8849,3.0,3.0,165,2.0,-999.0,2353,3131,4104,2623
40.0,74.6929,1372,42.8737,1.0,11.0,2731,3.0,2019.0,1775,3131,4104,3143
58.0,74.589,1510,42.8546,3.0,4.0,425,4.0,-999.0,1229,1148,4104,2623
72.0,74.6123,1510,42.865,3.0,9.0,530,1.0,-999.0,1775,716,4104,2623
60.0,74.6928,1372,42.8755,3.0,9.0,530,5.0,1983.0,1775,1148,4104,2623
64.0,74.6202,1510,42.872,3.0,9.0,530,8.0,-999.0,2353,3131,4104,2623
134.0,74.5838,939,42.8815,4.0,10.0,2731,7.0,-999.0,1775,3131,4104,3143
55.0,74.5405,1257,42.8843,2.0,3.0,1189,1.0,-999.0,2353,3131,277,3143
75.0,74.5688,1257,42.8455,2.0,14.0,1189,2.0,2019.0,2353,3131,867,2623
88.0,74.5786,939,42.8833,2.0,10.0,1189,7.0,2020.0,1775,3131,272,2623
128.0,74.6035,1372,42.8675,3.0,12.0,2731,12.0,-999.0,409,771,4104,3143
104.0,74.6003,1257,42.8822,3.0,10.0,2731,9.0,2017.0,2353,3131,4104,2623
69.0,74.611,1372,42.836,2.0,9.0,2731,8.0,2016.0,1775,1148,4104,2623
130.0,74.5795,939,42.8403,4.0,9.0,2731,9.0,2018.0,409,716,272,3143
83.0,74.6168,1257,42.829,2.0,12.0,2731,2.0,2020.0,2353,3131,4104,3143
105.0,74.5688,1372,42.8455,3.0,14.0,2731,6.0,-999.0,1775,1148,4104,3143
36.0,74.691,1372,42.8527,1.0,9.0,530,9.0,-999.0,2353,3131,4104,2623
70.0,74.6736,1372,42.8547,2.0,10.0,2731,8.0,2016.0,1775,1148,4104,3143
60.0,74.6821,1257,42.8757,2.0,9.0,1189,3.0,2020.0,2353,3131,4104,2623
61.0,74.594,939,42.8718,2.0,14.0,2731,4.0,-999.0,2353,3131,4104,3143
46.0,74.6155,103,42.8195,1.0,12.0,2731,7.0,2019.0,2353,3131,4104,3143
54.0,74.5658,1510,42.8419,2.0,9.0,519,1.0,-999.0,2353,771,4104,2623
90.0,74.6652,1510,42.8587,3.0,10.0,2731,9.0,2016.0,1775,716,4104,2623
155.7,74.5927,939,42.8487,5.0,12.0,2731,3.0,-999.0,2353,3131,4104,2623
40.0,74.5665,1510,42.831,2.0,14.0,2731,7.0,-999.0,1229,771,4104,3143
60.0,74.6323,1257,42.8499,3.0,5.0,1189,1.0,-999.0,2353,3131,4104,3143
27.0,74.6042,1510,42.8355,1.0,5.0,1189,1.0,1978.0,1229,1148,4104,3143
93.0,74.5822,1257,42.8403,3.0,12.0,2731,7.0,2018.0,2353,3131,4104,3143
106.0,74.5833,939,42.8781,3.0,10.0,2731,10.0,2019.0,1775,3131,4104,2623
123.0,74.6087,103,42.8443,3.0,14.0,2731,8.0,-999.0,409,716,4104,3143
97.0,74.5812,1372,42.8679,3.0,10.0,2731,7.0,2016.0,1775,771,4104,3143
38.0,74.5563,939,42.8873,1.0,5.0,2731,5.0,2019.0,2353,3131,4104,2623
52.0,74.5818,1257,42.8233,2.0,4.0,2731,2.0,-999.0,2353,3131,272,2623
105.0,74.6197,1372,42.821,3.0,5.0,2731,3.0,2005.0,1229,716,4104,3143
58.0,74.5725,1372,42.8431,2.0,8.0,2731,8.0,-999.0,1229,771,4104,2623
74.0,74.5862,1257,42.8692,4.0,5.0,1189,5.0,-999.0,2353,3131,867,2623
78.0,74.6038,1257,42.8312,2.0,12.0,2731,9.0,-999.0,2353,3131,867,3143
67.0,74.6248,1510,42.8186,3.0,5.0,530,1.0,-999.0,1775,3131,4104,3143
72.7,74.5624,1372,42.8461,2.0,7.0,2731,3.0,2019.0,2353,1148,4104,2623
170.0,74.5914,939,42.8785,4.0,12.0,2731,8.0,2017.0,409,3131,4104,3143
54.0,74.5681,1372,42.842,2.0,9.0,519,9.0,-999.0,1775,1148,4104,2623
150.0,74.622,1510,42.8348,3.0,9.0,2731,8.0,-999.0,2353,3131,867,3143
-999.0,74.5847,103,42.8437,6.0,10.0,2731,9.0,-999.0,1775,716,4104,3143
132.0,74.5876,1257,42.8781,3.0,10.0,2731,8.0,2011.0,2353,3131,867,2623
180.0,74.6207,1372,42.8292,5.0,6.0,1189,5.0,1998.0,409,771,4104,3143
180.2,74.5854,939,42.82,3.0,14.0,2731,9.0,2020.0,2353,3131,4104,3143
108.36,74.5833,939,42.8781,3.0,10.0,2731,10.0,2019.0,2353,3131,4104,3143
159.0,74.6148,939,42.8167,4.0,8.0,2731,7.0,-999.0,1775,3131,26,3143
59.0,74.6001,1510,42.8761,3.0,5.0,1189,2.0,-999.0,2353,3131,4104,2623
35.0,74.6307,1510,42.8487,1.0,9.0,530,2.0,-999.0,1229,1148,4104,2623
71.0,74.6059,103,42.8824,2.0,9.0,1189,5.0,2018.0,1775,3131,4104,2623
120.1,74.5827,1257,42.8386,4.0,10.0,1189,5.0,2018.0,2353,3131,867,2623
18.0,74.585,1510,42.846,1.0,5.0,74,5.0,1989.0,2353,716,4104,3143
80.0,74.6267,939,42.8417,2.0,12.0,1189,11.0,2019.0,1775,716,4104,3143
112.0,74.5854,939,42.82,3.0,14.0,2731,8.0,2021.0,2353,3131,4104,2623
100.0,74.6231,1257,42.848,4.0,10.0,2731,5.0,-999.0,2353,3131,867,2623
90.0,74.6332,1510,42.8714,4.0,9.0,519,6.0,-999.0,1775,1148,4104,2623
58.0,74.5787,1372,42.869,3.0,5.0,425,4.0,-999.0,1229,1148,4104,3143
43.0,74.6235,1510,42.8804,2.0,9.0,425,1.0,-999.0,1229,3131,4104,2623
104.0,74.6142,1257,42.8815,3.0,7.0,1189,7.0,-999.0,2353,3131,867,3143
52.7,74.6129,1372,42.8207,1.0,9.0,2731,7.0,-999.0,1229,3131,4104,2623
121.0,74.6036,1372,42.8644,3.0,10.0,2731,3.0,2016.0,409,771,4104,2623
141.0,74.6829,1372,42.8803,5.0,10.0,2731,9.0,2016.0,409,771,4104,2623
50.0,74.5861,939,42.8258,1.0,12.0,2731,11.0,2020.0,2353,3131,4104,3143
45.0,74.6315,1510,42.8801,1.0,9.0,519,7.0,2016.0,1229,1148,4104,3143
52.0,74.624,1257,42.8662,2.0,9.0,519,4.0,-999.0,2353,3131,4104,3143
48.0,74.6347,939,42.85,1.0,12.0,2731,7.0,2021.0,1775,716,4104,3143
47.0,74.6361,1257,42.8523,1.0,10.0,2731,4.0,2020.0,2353,3131,867,3143
74.0,74.6148,1510,42.8666,3.0,9.0,519,8.0,-999.0,1775,1148,4104,3143
22.0,74.6428,103,42.846,1.0,9.0,530,8.0,2020.0,2353,3131,4104,3143
100.0,74.5823,1372,42.8405,3.0,10.0,2731,3.0,-999.0,1775,771,4104,3143
66.0,74.5824,1257,42.8696,3.0,5.0,1189,4.0,1986.0,2353,3131,4104,2623
32.0,74.5676,338,42.8457,1.0,9.0,530,1.0,-999.0,2353,3131,4104,3143
95.0,74.6406,939,42.8502,3.0,10.0,2731,1.0,2020.0,1775,716,4104,3143
45.0,74.6868,1257,42.8551,1.0,9.0,519,2.0,2019.0,2353,3131,4104,3143
41.0,74.6944,939,42.8748,1.0,11.0,2731,8.0,2019.0,1775,3131,4104,3143
31.0,74.5773,1257,42.8745,1.0,5.0,1189,1.0,-999.0,1775,1148,4104,2623
100.0,74.5823,1372,42.8746,2.0,8.0,2731,1.0,2005.0,1775,1148,4104,3143
45.0,74.6302,1510,42.8833,1.0,9.0,530,7.0,2016.0,1229,1148,4104,2623
165.0,74.6149,1257,42.8228,4.0,14.0,2731,8.0,2020.0,2353,3131,4104,2623
129.0,74.6109,1510,42.8701,4.0,9.0,1189,3.0,-999.0,1775,3131,4104,3143
70.0,74.6421,939,42.853,2.0,14.0,2731,5.0,2021.0,1775,3131,272,2623
80.0,74.6174,1372,42.8344,3.0,9.0,530,5.0,-999.0,1775,1148,4104,3143
45.0,74.6113,939,42.8669,1.0,14.0,2731,10.0,2021.0,2353,3131,4104,3143
75.0,74.5845,939,42.8682,2.0,15.0,2731,10.0,-999.0,1775,3131,4104,3143
45.0,74.6323,1372,42.8138,1.0,9.0,519,4.0,-999.0,1229,1148,4104,3143
34.0,74.5652,1510,42.842,1.0,9.0,530,3.0,-999.0,2353,3131,4104,3143
68.0,74.5865,1257,42.8729,2.0,5.0,1189,4.0,-999.0,2353,3131,4104,2623
34.0,74.6236,1257,42.8386,1.0,9.0,1189,7.0,-999.0,2353,3131,867,2623
64.0,74.586,1372,42.8242,2.0,10.0,1189,10.0,2017.0,1229,771,277,3143
43.0,74.5838,1510,42.8677,1.0,10.0,2731,4.0,2019.0,2353,1148,4104,2623
68.0,74.5926,1372,42.8474,3.0,4.0,165,2.0,-999.0,2353,3131,4104,3143
44.39,74.5789,939,42.8311,1.0,9.0,2731,2.0,-999.0,1229,3131,867,3143
48.0,74.558,103,42.8646,-999.0,17.0,2731,5.0,2020.0,1775,716,272,3143
66.0,74.6287,1257,42.871,2.0,9.0,519,6.0,-999.0,2353,3131,4104,3143
35.0,74.6904,1510,42.854,1.0,9.0,530,7.0,-999.0,1229,3131,4104,3143
105.0,74.5812,103,42.8681,3.0,10.0,2731,10.0,-999.0,409,716,4104,3143
57.0,74.5395,939,42.8581,2.0,10.0,2731,6.0,2021.0,1229,716,4104,2623
44.0,74.6162,939,42.8188,1.0,8.0,2731,3.0,2021.0,2353,3131,4104,3143
120.0,74.6322,1372,42.8249,3.0,10.0,2731,2.0,-999.0,2353,3131,4104,2623
77.0,74.5901,1372,42.873,3.0,16.0,2731,9.0,2018.0,1775,1148,4104,2623
60.0,74.6352,1257,42.9352,2.0,5.0,2731,3.0,-999.0,2353,3131,867,3143
49.0,74.6766,939,42.8548,1.0,13.0,2731,3.0,2022.0,2353,3131,4104,3143
38.0,74.5751,1257,42.8931,1.0,6.0,2731,5.0,-999.0,2353,3131,867,3143
38.0,74.6426,1510,42.8462,1.0,12.0,2731,9.0,-999.0,1775,716,272,3143
118.0,74.6215,1372,42.8169,4.0,10.0,1189,4.0,-999.0,2353,3131,220,2623
132.0,74.6818,1257,42.8759,4.0,9.0,2731,4.0,2020.0,2353,3131,4104,3143
62.0,74.5249,1510,42.8731,3.0,4.0,1189,1.0,1991.0,1775,716,277,3143
32.0,74.5914,1510,42.8951,1.0,3.0,1189,2.0,2016.0,1229,716,272,3143
59.0,74.6284,1510,42.8386,3.0,4.0,425,4.0,-999.0,1229,3131,4104,3143
131.0,74.585,1257,42.836,3.0,14.0,1189,3.0,2015.0,2353,3131,867,2623
48.0,74.6887,1257,42.8752,2.0,5.0,530,1.0,-999.0,2353,3131,4104,3143
52.0,74.5786,939,42.8833,2.0,10.0,2731,4.0,2020.0,1775,3131,272,3143
28.0,74.5755,1257,42.8759,1.0,5.0,1189,5.0,-999.0,2353,3131,867,2623
40.0,74.5817,1372,42.8835,1.0,12.0,2731,6.0,2020.0,1229,716,4104,3143
90.0,74.5932,1372,42.874,3.0,15.0,2731,8.0,2018.0,2353,771,4104,3143
36.0,74.6345,1510,42.8733,1.0,9.0,519,9.0,-999.0,1229,771,4104,3143
58.2,74.6131,939,42.8216,1.0,13.0,2731,8.0,2022.0,2353,3131,867,3143
16.0,74.6966,1257,42.8513,1.0,2.0,1189,1.0,-999.0,2353,3131,4104,3143
86.39,74.5895,939,42.873,3.0,14.0,2731,6.0,-999.0,2353,3131,4104,2623
136.0,74.6145,1372,42.8307,4.0,10.0,2731,7.0,-999.0,2353,1148,4104,3143
58.0,74.6197,1257,42.8806,3.0,5.0,425,5.0,-999.0,2353,3131,4104,2623
41.0,74.5654,53,42.8451,1.0,14.0,2731,13.0,2020.0,2353,716,4104,3143
38.0,74.6254,1372,42.8206,1.0,4.0,425,3.0,-999.0,1229,3131,4104,3143
97.0,74.6129,1510,42.8558,4.0,5.0,1189,5.0,-999.0,2353,771,4104,3143
80.0,74.6265,1257,42.8326,4.0,5.0,530,2.0,-999.0,2353,3131,867,2623
70.0,74.5722,1510,42.877,3.0,3.0,56,2.0,-999.0,1775,1148,4104,3143
76.0,74.5766,1257,42.87,3.0,9.0,530,2.0,-999.0,2353,3131,4104,2623
44.0,74.5559,939,42.8527,1.0,9.0,519,7.0,-999.0,2353,3131,272,3143
32.0,74.5832,1510,42.8438,1.0,4.0,165,4.0,-999.0,2353,1148,4104,3143
80.0,74.6096,1510,42.8574,3.0,5.0,1189,2.0,-999.0,1775,1148,4104,2623
-999.0,74.6073,1257,42.8321,-999.0,7.0,2731,7.0,-999.0,2353,3131,4104,2623
85.0,74.5822,1257,42.8403,3.0,12.0,2731,6.0,2018.0,2353,3131,4104,3143
47.0,74.6038,1257,42.8193,1.0,10.0,2731,7.0,2022.0,2353,3131,272,3143
47.0,74.5395,1257,42.8581,2.0,10.0,2731,9.0,2021.0,2353,3131,867,3143
87.0,74.6161,1257,42.82,2.0,10.0,1189,2.0,2019.0,2353,3131,867,2623
49.0,74.52,1257,42.877,2.0,3.0,530,2.0,-999.0,2353,3131,867,2623
43.0,74.6462,1257,42.8763,2.0,3.0,165,2.0,-999.0,2353,3131,867,2623
68.0,74.6204,1510,42.8812,3.0,5.0,530,1.0,-999.0,1775,771,4104,2623
91.0,74.6003,1372,42.8822,3.0,13.0,2731,8.0,2017.0,2353,716,4104,3143
100.0,74.5833,1510,42.8713,3.0,6.0,1189,1.0,-999.0,1775,3131,4104,3143
48.0,74.6413,1372,42.8519,2.0,9.0,2731,8.0,2020.0,1229,1148,867,3143
125.0,74.6047,1372,42.8785,3.0,9.0,2731,5.0,-999.0,2353,3131,4104,2623
45.0,74.6323,1372,42.8456,1.0,9.0,519,6.0,-999.0,1229,3131,277,3143
44.0,74.5927,338,42.8443,2.0,4.0,165,2.0,-999.0,1229,1148,4104,2623
44.0,74.6335,1510,42.8172,2.0,5.0,425,4.0,-999.0,1229,3131,4104,3143
111.0,74.5836,1257,42.8756,3.0,7.0,1189,7.0,-999.0,2353,3131,867,3143
48.0,74.591,1257,42.8249,1.0,9.0,41,4.0,2022.0,2353,3131,220,2623
44.0,74.636,1257,42.8506,1.0,9.0,1189,6.0,2021.0,2353,3131,4104,2623
76.0,74.6147,939,42.8227,2.0,12.0,2731,2.0,2021.0,1775,716,272,3143
172.0,74.5679,1510,42.8433,4.0,10.0,2731,9.0,-999.0,1775,716,220,3143
29.0,74.57,1510,42.8846,1.0,2.0,1189,1.0,-999.0,2353,716,277,2623
107.0,74.6126,194,42.823,3.0,10.0,2731,6.0,2021.0,2353,3131,867,3143
65.0,74.6058,338,42.8623,3.0,5.0,1189,5.0,1995.0,1775,1148,4104,2623
16.0,74.5818,1510,42.8498,1.0,5.0,74,4.0,-999.0,1775,3131,4104,2623
39.0,74.6244,1372,42.8708,1.0,12.0,2731,10.0,-999.0,1229,716,4104,3143
38.0,74.5828,1257,42.836,1.0,12.0,2731,10.0,2019.0,2353,3131,4104,2623
106.0,74.6949,1372,42.8702,4.0,5.0,519,1.0,1997.0,1775,1148,4104,3143
96.0,74.6213,1372,42.8277,3.0,10.0,2731,6.0,2015.0,1775,1148,4104,2623
116.2,74.6208,939,42.8806,3.0,17.0,2731,14.0,-999.0,409,716,4104,3143
80.0,74.6364,1372,42.8758,2.0,14.0,2731,9.0,2019.0,1775,1148,4104,3143
100.0,74.5799,1257,42.84,3.0,7.0,2731,6.0,-999.0,2353,3131,867,2623
19.0,74.6277,1510,42.8348,1.0,5.0,1189,3.0,-999.0,2353,771,867,3143
47.0,74.6038,1257,42.8193,1.0,10.0,2731,8.0,2022.0,2353,3131,272,3143
73.0,74.6815,939,42.8585,2.0,7.0,2731,6.0,2020.0,409,3131,867,2623
135.0,74.582,1257,42.8792,3.0,10.0,2731,8.0,2015.0,2353,3131,4104,3143
52.0,74.5662,1510,42.8301,2.0,9.0,519,7.0,2006.0,1775,1148,277,2623
42.0,74.5971,1257,42.8464,2.0,4.0,425,2.0,-999.0,2353,3131,4104,3143
100.0,74.5342,1257,42.8871,3.0,4.0,1189,2.0,-999.0,2353,3131,867,2623
38.58,74.6298,1257,42.8751,1.0,9.0,2731,5.0,2021.0,2353,3131,4104,3143
72.18,74.5817,1257,42.8821,2.0,12.0,2731,7.0,-999.0,2353,3131,4104,3143
190.0,74.6178,1372,42.8209,5.0,12.0,2731,3.0,2020.0,409,771,277,3143
115.0,74.6323,1372,42.846,3.0,9.0,519,5.0,2014.0,409,771,277,3143
120.0,74.6078,1257,42.8737,3.0,9.0,2731,7.0,-999.0,409,771,4104,3143
134.0,74.6125,1257,42.8713,3.0,10.0,2731,6.0,-999.0,2353,3131,4104,2623
52.3,74.6242,1510,42.8246,2.0,9.0,519,9.0,1992.0,1775,1148,4104,3143
70.0,74.5861,1372,42.9112,2.0,10.0,2731,4.0,2016.0,1775,771,4104,2623
128.0,74.5908,939,42.8805,3.0,12.0,2731,11.0,2020.0,1775,3131,4104,2623
68.0,74.582,1257,42.8744,3.0,10.0,2731,5.0,2017.0,2353,3131,4104,2623
62.0,74.6191,1510,42.8702,3.0,5.0,530,5.0,-999.0,2353,3131,4104,3143
57.0,74.6437,939,42.8391,2.0,9.0,2731,8.0,-999.0,1775,3131,4104,3143
56.0,74.6415,1510,42.8122,2.0,9.0,1189,1.0,2015.0,1229,1148,4104,2623
72.0,74.6088,1510,42.858,2.0,9.0,2731,7.0,2017.0,1229,716,4104,2623
63.0,74.6126,1257,42.823,3.0,10.0,2731,5.0,2021.0,2353,3131,867,2623
86.0,74.5805,939,42.8278,3.0,5.0,2731,3.0,2020.0,2353,3131,4104,3143
18.5,74.6499,1510,42.8612,1.0,2.0,1189,1.0,2017.0,1229,716,272,3143
45.0,74.5841,1257,42.8745,3.0,9.0,530,7.0,-999.0,2353,3131,867,3143
110.0,74.5932,939,42.8653,3.0,10.0,2731,6.0,2020.0,1775,716,4104,3143
74.0,74.6122,1257,42.8201,2.0,10.0,2731,5.0,2016.0,2353,3131,4104,2623
40.0,74.5966,1257,42.8443,2.0,5.0,165,5.0,-999.0,2353,3131,867,2623
45.0,74.6427,1257,42.8468,1.0,9.0,519,4.0,2020.0,2353,3131,277,2623
108.0,74.5773,939,42.8684,3.0,12.0,2731,9.0,2020.0,409,3131,4104,3143
126.0,74.6178,1510,42.884,5.0,7.0,1189,3.0,-999.0,409,3131,4104,3143
61.0,74.6307,1510,42.8496,2.0,5.0,1189,3.0,1987.0,1775,1148,4104,2623
50.0,74.6322,939,42.8412,-999.0,12.0,2731,3.0,2021.0,2353,3131,220,3143
33.0,74.6273,1257,42.8208,1.0,4.0,425,3.0,-999.0,1229,716,4104,3143
90.0,74.5655,1257,42.834,3.0,9.0,519,6.0,-999.0,2353,3131,4104,2623
38.0,74.6439,1372,42.8754,1.0,3.0,56,3.0,-999.0,1229,1148,4104,3143
75.0,74.6114,1510,42.8316,3.0,8.0,2731,7.0,-999.0,1775,3131,4104,2623
40.0,74.5631,1257,42.8728,1.0,10.0,2731,3.0,-999.0,2353,3131,4104,3143
180.0,74.6193,1372,42.8821,6.0,7.0,36,6.0,2011.0,409,1148,4104,3143
66.0,74.5648,1257,42.8355,2.0,13.0,2731,13.0,-999.0,2353,3131,4104,2623
61.0,74.5725,1372,42.8434,2.0,8.0,2731,8.0,-999.0,2353,3131,4104,2623
32.0,74.6264,1257,42.8378,2.0,4.0,425,2.0,-999.0,2353,3131,867,2623
107.0,74.6365,939,42.8758,2.0,14.0,2731,13.0,-999.0,409,3131,4104,3143
62.0,74.5945,939,42.871,2.0,14.0,2731,11.0,2021.0,1229,3131,4104,3143
42.0,74.5413,1510,42.8645,2.0,3.0,165,3.0,-999.0,1229,1148,4104,2623
65.0,74.5662,1510,42.8379,3.0,9.0,519,1.0,1989.0,1775,1148,4104,2623
64.0,74.6355,1257,42.8711,3.0,9.0,530,9.0,-999.0,2353,3131,4104,2623
127.0,74.5998,1372,42.865,3.0,12.0,2731,12.0,2018.0,409,716,4104,2623
46.0,74.575,1372,42.8419,1.0,12.0,2731,12.0,-999.0,1775,771,4104,3143
66.1,74.6026,939,42.8181,2.0,12.0,2731,4.0,2022.0,1775,3131,272,2623
130.0,74.6156,1510,42.8242,3.0,12.0,2731,1.0,2015.0,1775,771,4104,2623
71.0,74.5915,939,42.8652,2.0,10.0,2731,9.0,2018.0,1775,3131,4104,3143
60.0,74.6223,1510,42.8314,3.0,4.0,425,1.0,-999.0,1229,1148,4104,3143
40.0,74.6236,1257,42.8217,1.0,4.0,425,3.0,-999.0,1229,3131,4104,3143
45.5,74.6327,1372,42.8451,1.0,9.0,519,1.0,-999.0,1229,771,277,3143
160.0,74.5844,1257,42.873,3.0,7.0,2731,7.0,-999.0,2353,3131,4104,3143
74.0,74.5681,1372,42.8311,2.0,12.0,2731,9.0,2019.0,1775,1148,4104,3143
110.0,74.613,1257,42.8722,3.0,6.0,1189,5.0,1986.0,2353,3131,867,2623
177.0,74.6817,1372,42.8587,6.0,10.0,2731,9.0,-999.0,409,771,4104,3143
83.0,74.5918,939,42.8733,2.0,14.0,2731,6.0,2021.0,1775,716,4104,2623
90.0,74.622,939,42.8177,3.0,12.0,2731,5.0,2021.0,1775,716,220,3143
34.0,74.5651,1257,42.8426,1.0,9.0,530,1.0,-999.0,2353,3131,867,3143
78.0,74.6238,1510,42.8682,3.0,9.0,1189,4.0,2012.0,1775,1148,4104,2623
54.0,74.5841,1510,42.8228,2.0,12.0,2731,11.0,2020.0,2353,3131,867,3143
105.0,74.6185,1257,42.8229,3.0,12.0,2731,5.0,-999.0,2353,3131,4104,3143
77.0,74.5817,1372,42.8821,2.0,9.0,2731,7.0,-999.0,1775,3131,4104,3143
50.0,74.6241,338,42.8326,2.0,4.0,425,2.0,-999.0,2353,716,4104,3143
83.0,74.5918,939,42.8378,2.0,12.0,2731,3.0,2016.0,1775,3131,277,3143
64.0,74.5656,1257,42.8303,2.0,12.0,2731,11.0,2019.0,2353,3131,867,3143
68.0,74.5845,1372,42.8733,2.0,5.0,1189,4.0,-999.0,2353,3131,867,3143
35.0,74.6318,1257,42.8741,1.0,13.0,1189,6.0,1987.0,2353,3131,867,2623
45.0,74.6412,1372,42.8465,1.0,9.0,519,2.0,-999.0,1229,716,277,3143
50.0,74.6828,1510,42.8764,2.0,9.0,530,6.0,1980.0,1775,1148,4104,3143
46.0,74.6136,1510,42.8579,2.0,5.0,530,2.0,-999.0,1775,771,4104,3143
64.0,74.689,1510,42.879,3.0,5.0,530,1.0,-999.0,1775,771,4104,3143
164.0,74.6149,1257,42.8228,4.0,15.0,2731,8.0,2020.0,2353,3131,4104,3143
74.0,74.6197,194,42.8308,3.0,9.0,530,6.0,-999.0,2353,3131,4104,3143
85.0,74.5995,939,42.8836,2.0,12.0,1189,12.0,2014.0,1775,3131,4104,2623
178.0,74.5842,939,42.8229,4.0,12.0,2731,7.0,2020.0,1775,3131,277,2623
34.0,74.6256,1257,42.8325,1.0,5.0,1189,1.0,-999.0,2353,3131,4104,2623
33.0,74.5836,1372,42.8838,1.0,9.0,2731,8.0,-999.0,2353,3131,4104,2623
65.0,74.5891,1510,42.8786,3.0,9.0,519,9.0,-999.0,1775,716,4104,2623
76.0,74.5683,1510,42.839,2.0,10.0,1189,4.0,2010.0,1775,1148,4104,3143
50.0,74.5787,1257,42.8834,2.0,10.0,1189,4.0,2021.0,1775,3131,272,2623
103.0,74.6101,939,42.8679,4.0,13.0,2731,9.0,2015.0,1775,3131,4104,3143
30.0,74.5859,194,42.8425,1.0,4.0,165,3.0,-999.0,1229,3131,867,2623
66.0,74.6255,1510,42.8546,2.0,10.0,2731,3.0,-999.0,1775,3131,4104,3143
71.0,74.6244,939,42.8708,2.0,12.0,2731,8.0,2020.0,1775,3131,4104,2623
104.0,74.5998,1372,42.8652,3.0,12.0,2731,7.0,2019.0,1775,1148,4104,3143
50.0,74.6397,1372,42.8154,2.0,10.0,2731,6.0,2014.0,1229,1148,4104,3143
84.0,74.6155,939,42.8195,2.0,12.0,2731,12.0,2020.0,1775,716,220,2623
71.5,74.6204,1257,42.8804,3.0,14.0,2731,7.0,2019.0,2353,3131,4104,3143
52.5,74.6029,939,42.818,1.0,12.0,2731,3.0,2022.0,1229,3131,272,3143
64.0,74.5921,1372,42.8823,3.0,4.0,1189,3.0,-999.0,2353,3131,4104,2623
80.0,74.6147,939,42.8227,2.0,12.0,2731,6.0,2021.0,409,716,272,3143
61.0,74.5751,1510,42.8807,1.0,9.0,1189,9.0,1987.0,1775,1148,4104,3143
48.0,74.5612,1510,42.8729,1.0,3.0,41,1.0,2015.0,1229,1148,4104,2623
62.0,74.6365,338,42.8722,3.0,5.0,530,5.0,1980.0,1775,1148,4104,3143
87.1,74.664,939,42.8553,2.0,9.0,2731,6.0,2020.0,1775,3131,277,3143
85.0,74.6335,1257,42.815,3.0,9.0,519,3.0,-999.0,2353,3131,867,2623
87.0,74.5932,1257,42.8717,3.0,13.0,2731,2.0,2021.0,2353,3131,4104,2623
73.0,74.6813,1257,42.8587,2.0,9.0,2731,7.0,2019.0,2353,3131,4104,3143
75.0,74.5935,194,42.8835,2.0,12.0,2731,6.0,2019.0,1775,3131,4104,3143
41.0,74.5234,1372,42.8878,2.0,3.0,1189,3.0,-999.0,1775,1148,4104,3143
46.2,74.6357,1510,42.8597,1.0,8.0,2731,2.0,-999.0,2353,3131,4104,3143
45.0,74.632,1257,42.8717,1.0,9.0,519,3.0,-999.0,2353,3131,4104,3143
148.0,74.6067,939,42.8652,4.0,13.0,2731,11.0,2021.0,409,716,4104,3143
